Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
63	Spectrogram 1	1	33.559581590	33.678738074	56.279	147.192	LH1079621406.WAV	0.1192	3.5596	86.133	33	2	2	2	
64	Spectrogram 1	1	33.780872203	33.951095751	56.279	148.635	LH1079621406.WAV	0.1702	3.7808	86.133	33	1	2	2	
65	Spectrogram 1	1	34.078763412	34.206431074	51.950	158.737	LH1079621406.WAV	0.1277	4.0788	86.133	33	2	2	2	
66	Spectrogram 1	1	34.683057009	34.776679961	57.723	147.192	LH1079621406.WAV	0.0936	4.6831	86.133	33	2	2	2	
67	Spectrogram 1	1	35.210750009	35.380973558	59.166	155.851	LH1079621411.WAV	0.1702	0.2108	86.133	33	1	2	2	
68	Spectrogram 1	1	35.525663574	35.653331235	56.279	150.079	LH1079621411.WAV	0.1277	0.5256	86.133	33	2	2	2	
69	Spectrogram 1	1	35.755465364	35.917177735	56.279	150.079	LH1079621411.WAV	0.1617	0.7554	86.133	33	1	2	2	
70	Spectrogram 1	1	36.044845397	36.215068945	53.393	158.737	LH1079621411.WAV	0.1702	1.0449	86.133	33	2	2	2	
71	Spectrogram 1	1	36.317203074	36.461893090	50.507	158.737	LH1079621411.WAV	0.1447	1.3172	103.359	33	2	2	2	
72	Spectrogram 1	1	36.895963139	37.083209042	56.279	152.965	LH1079621411.WAV	0.1872	1.8959	103.359	33	1	2	2	
73	Spectrogram 1	1	37.219387881	37.389611429	51.950	158.737	LH1079621411.WAV	0.1702	2.2194	103.359	33	2	2	2	
74	Spectrogram 1	1	37.747083320	37.823683917	75.039	147.192	LH1079621411.WAV	0.0766	2.7471	120.586	33	3	2	2	
75	Spectrogram 1	1	38.189664546	38.334354562	53.393	150.079	LH1079621411.WAV	0.1447	3.1897	103.359	33	2	2	2	
76	Spectrogram 1	1	39.840832966	39.951478272	51.950	142.863	LH1079621411.WAV	0.1106	4.8408	86.133	33	2	2	2	
77	Spectrogram 1	1	41.602646692	41.721803176	73.596	147.192	LH1079622006.WAV	0.1192	1.6026	120.586	33	2	2	2	
78	Spectrogram 1	1	41.909049079	42.045227918	59.166	168.838	LH1079622006.WAV	0.1362	1.9091	103.359	33	2	2	2	
79	Spectrogram 1	1	42.172895579	42.334607950	57.723	161.623	LH1079622006.WAV	0.1617	2.1729	103.359	33	1	2	2	
80	Spectrogram 1	1	42.581432096	42.743144467	60.609	165.952	LH1079622006.WAV	0.1617	2.5814	103.359	33	1	2	2	
81	Spectrogram 1	1	43.517661612	43.679373983	56.279	147.192	LH1079622006.WAV	0.1617	3.5177	103.359	33	2	2	2	
82	Spectrogram 1	1	43.755974580	43.968754015	57.723	152.965	LH1079622006.WAV	0.2128	3.7560	120.586	33	2	2	2	
83	Spectrogram 1	1	44.045356415	44.164512899	54.836	138.534	LH1079622006.WAV	0.1192	4.0454	103.359	33	2	2	2	
84	Spectrogram 1	1	44.309202915	44.445381754	51.950	151.522	LH1079622006.WAV	0.1362	4.3092	103.359	33	2	2	2	
85	Spectrogram 1	1	45.287988319	45.449700690	57.723	158.737	LH1079622011.WAV	0.1617	0.2880	120.586	33	2	2	2	
86	Spectrogram 1	1	45.594390706	45.722058367	54.836	151.522	LH1079622011.WAV	0.1277	0.5944	103.359	33	2	2	2	
87	Spectrogram 1	1	45.866748383	45.994416045	56.279	158.737	LH1079622011.WAV	0.1277	0.8668	120.586	33	2	2	2	
88	Spectrogram 1	1	47.313648545	47.475360916	51.950	155.851	LH1079622011.WAV	0.1617	2.3136	120.586	33	2	2	2	
89	Spectrogram 1	1	47.568983868	47.722185061	49.064	154.408	LH1079622011.WAV	0.1532	2.5689	86.133	33	2	2	2	
90	Spectrogram 1	1	47.841341545	47.977520384	50.507	152.965	LH1079622011.WAV	0.1362	2.8414	103.359	33	2	2	2	
91	Spectrogram 1	1	48.147743932	48.249878061	54.836	152.965	LH1079622011.WAV	0.1021	3.1477	103.359	33	2	2	2	
92	Spectrogram 1	1	48.462657497	48.598836336	62.052	141.420	LH1079622011.WAV	0.1362	3.4627	86.133	33	2	2	2	
93	Spectrogram 1	1	49.100997606	49.245687622	56.279	152.965	LH1079622011.WAV	0.1447	4.1010	86.133	33	2	2	2	
94	Spectrogram 1	1	49.262709977	49.339310574	75.039	144.306	LH1079622011.WAV	0.0766	4.2627	103.359	33	2	2	2	
95	Spectrogram 1	1	49.449955880	49.535067655	70.710	141.420	LH1079622011.WAV	0.0851	4.4500	103.359	33	3	2	2	
96	Spectrogram 1	1	49.569112364	49.654224139	73.596	135.648	LH1079622011.WAV	0.0851	4.5692	103.359	33	2	2	2	
97	Spectrogram 1	1	50.556408945	50.726632494	59.166	181.826	LH1079622606.WAV	0.1702	0.5565	103.359	33	2	2	2	
98	Spectrogram 1	1	50.837277800	51.007501349	64.938	193.370	LH1079622606.WAV	0.1702	0.8373	120.586	33	2	2	2	
99	Spectrogram 1	1	51.169213720	51.305392558	59.166	163.066	LH1079622606.WAV	0.1362	1.1692	103.359	33	1	2	2	
100	Spectrogram 1	1	51.458593752	51.620306123	75.039	196.257	LH1079622606.WAV	0.1617	1.4586	120.586	33	1	2	2	
101	Spectrogram 1	1	51.739462607	51.884152623	57.723	161.623	LH1079622606.WAV	0.1447	1.7395	103.359	33	1	2	2	
102	Spectrogram 1	1	52.028842639	52.156510300	73.596	147.192	LH1079622606.WAV	0.1277	2.0288	103.359	33	2	2	2	
103	Spectrogram 1	1	52.233110897	52.335245026	73.596	141.420	LH1079622606.WAV	0.1021	2.2331	103.359	33	3	2	2	
104	Spectrogram 1	1	52.624625059	52.709736833	79.368	147.192	LH1079622606.WAV	0.0851	2.6246	103.359	33	3	2	2	
105	Spectrogram 1	1	52.965072155	53.067206285	66.381	148.635	LH1079622606.WAV	0.1021	2.9651	103.359	33	1	2	2	
106	Spectrogram 1	1	53.271474543	53.407653381	69.267	191.927	LH1079622606.WAV	0.1362	3.2714	103.359	33	1	2	2	
107	Spectrogram 1	1	53.552343398	53.688522236	66.381	151.522	LH1079622606.WAV	0.1362	3.5524	103.359	33	2	2	2	
108	Spectrogram 1	1	53.901301672	53.986413446	72.153	158.737	LH1079622606.WAV	0.0851	3.9012	103.359	33	2	2	2	
109	Spectrogram 1	1	54.309838188	54.411972317	69.267	132.762	LH1079622606.WAV	0.1021	4.3099	103.359	33	3	2	2	
110	Spectrogram 1	1	54.820508833	54.948176495	60.609	178.940	LH1079622606.WAV	0.1277	4.8205	103.359	33	1	2	2	
111	Spectrogram 1	1	55.101382134	55.220538618	63.495	155.851	LH1079622611.WAV	0.1192	0.1014	103.359	33	1	2	2	
112	Spectrogram 1	1	55.407784522	55.552474538	63.495	152.965	LH1079622611.WAV	0.1447	0.4078	103.359	33	1	2	2	
113	Spectrogram 1	1	55.739720441	55.841854570	60.609	152.965	LH1079622611.WAV	0.1021	0.7397	103.359	33	2	2	2	
114	Spectrogram 1	1	56.003566941	56.165279312	56.279	173.168	LH1079622611.WAV	0.1617	1.0035	103.359	33	1	2	2	
115	Spectrogram 1	1	56.199324022	56.326991683	67.824	160.180	LH1079622611.WAV	0.1277	1.1993	120.586	33	2	2	2	
116	Spectrogram 1	1	56.522748764	56.582327006	67.824	145.749	LH1079622611.WAV	0.0596	1.5228	103.359	33	3	2	2	
117	Spectrogram 1	1	58.088805409	58.250517780	62.052	199.143	LH1079622611.WAV	0.1617	3.0888	103.359	33	2	2	2	
118	Spectrogram 1	1	58.420741329	58.582453700	47.621	194.813	LH1079622611.WAV	0.1617	3.4207	120.586	33	2	2	2	
119	Spectrogram 1	1	58.642031942	58.812255490	51.950	164.509	LH1079622611.WAV	0.1702	3.6421	103.359	33	1	2	2	
120	Spectrogram 1	1	58.999501393	59.144191410	59.166	152.965	LH1079622611.WAV	0.1447	3.9995	103.359	33	1	2	2	
121	Spectrogram 1	1	59.314414958	59.467616152	59.166	147.192	LH1079622611.WAV	0.1532	4.3144	103.359	33	2	2	2	
122	Spectrogram 1	1	60.557049085	60.667694392	66.381	164.509	LH1079623206.WAV	0.1106	0.5570	103.359	33	1	2	2	
123	Spectrogram 1	1	60.829406763	60.965585602	62.052	161.623	LH1079623206.WAV	0.1362	0.8294	103.359	33	2	2	2	
124	Spectrogram 1	1	61.169853860	61.323055053	64.938	154.408	LH1079623206.WAV	0.1532	1.1698	103.359	33	2	2	2	
125	Spectrogram 1	1	61.467745070	61.637968618	60.609	142.863	LH1079623206.WAV	0.1702	1.4678	103.359	33	2	2	2	
126	Spectrogram 1	1	61.884792763	62.012460424	66.381	148.635	LH1079623206.WAV	0.1277	1.8848	103.359	33	2	2	2	
127	Spectrogram 1	1	62.420996941	62.557175779	60.609	147.192	LH1079623206.WAV	0.1362	2.4210	103.359	33	2	2	2	
128	Spectrogram 1	1	64.055143006	64.174299490	64.938	164.509	LH1079623206.WAV	0.1192	4.0551	103.359	33	2	2	2	
129	Spectrogram 1	1	64.353034215	64.463679522	69.267	139.977	LH1079623206.WAV	0.1106	4.3531	103.359	33	2	2	2	
130	Spectrogram 1	1	64.650925425	64.812637796	63.495	181.826	LH1079623206.WAV	0.1617	4.6509	103.359	33	2	2	2	
131	Spectrogram 1	1	65.953139699	66.080807361	59.166	170.281	LH1079623211.WAV	0.1277	0.9532	103.359	33	2	2	2	
132	Spectrogram 1	1	66.302097973	66.387209748	59.166	165.952	LH1079623211.WAV	0.0851	1.3022	120.586	33	2	2	2	
133	Spectrogram 1	1	67.536218700	67.646864006	59.166	157.294	LH1079623211.WAV	0.1106	2.5362	86.133	33	2	2	2	
134	Spectrogram 1	1	67.825598732	67.978799926	63.495	190.484	LH1079623211.WAV	0.1532	2.8256	103.359	33	2	2	2	
135	Spectrogram 1	1	68.166045829	68.302224668	51.950	154.408	LH1079623211.WAV	0.1362	3.1661	103.359	33	2	2	2	
136	Spectrogram 1	1	70.336396071	70.506619620	62.052	170.281	LH1079623806.WAV	0.1702	0.3364	103.359	33	1	2	2	
137	Spectrogram 1	1	70.608756080	70.796001983	63.495	150.079	LH1079623806.WAV	0.1872	0.6087	120.586	33	2	2	2	
138	Spectrogram 1	1	70.923669644	71.051337306	60.609	152.965	LH1079623806.WAV	0.1277	0.9237	86.133	33	2	2	2	
139	Spectrogram 1	1	71.247094386	71.366250870	56.279	154.408	LH1079623806.WAV	0.1192	1.2471	103.359	33	2	2	2	
140	Spectrogram 1	1	71.604563838	71.723720322	56.279	141.420	LH1079623806.WAV	0.1192	1.6045	103.359	33	2	2	2	
141	Spectrogram 1	1	71.902455048	72.047145064	59.166	141.420	LH1079623806.WAV	0.1447	1.9025	103.359	33	2	2	2	
142	Spectrogram 1	1	72.217368612	72.310991564	63.495	147.192	LH1079623806.WAV	0.0936	2.2173	103.359	33	3	2	2	
143	Spectrogram 1	1	72.506748645	72.625905129	62.052	151.522	LH1079623806.WAV	0.1192	2.5068	103.359	33	2	2	2	
144	Spectrogram 1	1	72.821662209	72.957841048	62.052	141.420	LH1079623806.WAV	0.1362	2.8217	103.359	33	2	2	2	
145	Spectrogram 1	1	73.145086951	73.272754613	70.710	151.522	LH1079623806.WAV	0.1277	3.1451	103.359	33	2	2	2	
146	Spectrogram 1	1	73.774914081	73.894070565	63.495	147.192	LH1079623806.WAV	0.1192	3.7749	103.359	33	3	2	2	
147	Spectrogram 1	1	74.123872355	74.208984129	67.824	147.192	LH1079623806.WAV	0.0851	4.1239	103.359	33	2	2	2	
148	Spectrogram 1	1	74.753699484	74.898389500	60.609	148.635	LH1079623806.WAV	0.1447	4.7537	103.359	33	2	2	2	
149	Spectrogram 1	1	75.272881307	75.434593678	59.166	147.192	LH1079623811.WAV	0.1617	0.2729	103.359	33	2	2	2	
150	Spectrogram 1	1	76.370824890	76.498492551	57.723	170.281	LH1079623811.WAV	0.1277	1.3709	103.359	33	2	2	2	
151	Spectrogram 1	1	77.017674374	77.136830858	64.938	148.635	LH1079623811.WAV	0.1192	2.0177	103.359	33	2	2	2	
152	Spectrogram 1	1	77.332587939	77.426210890	62.052	141.420	LH1079623811.WAV	0.0936	2.3325	86.133	33	3	2	2	
153	Spectrogram 1	1	78.175194503	78.413507471	44.735	167.395	LH1079623811.WAV	0.2383	3.1752	103.359	33	1	2	2	
154	Spectrogram 1	1	78.447552181	78.575219842	51.950	148.635	LH1079623811.WAV	0.1277	3.4475	103.359	33	1	2	2	
155	Spectrogram 1	1	78.736932213	78.864599875	44.735	147.192	LH1079623811.WAV	0.1277	3.7370	103.359	33	1	2	2	
156	Spectrogram 1	1	79.034823423	79.171002262	53.393	152.965	LH1079623811.WAV	0.1362	4.0348	103.359	33	1	2	2	
157	Spectrogram 1	1	80.371078278	80.515768294	53.393	187.598	LH1079624406.WAV	0.1447	0.3711	120.586	33	1	2	2	
158	Spectrogram 1	1	80.668969488	80.864726569	56.279	163.066	LH1079624406.WAV	0.1958	0.6689	103.359	33	2	2	2	
159	Spectrogram 1	1	81.034950117	81.188151311	60.609	199.143	LH1079624406.WAV	0.1532	1.0349	103.359	33	2	2	2	
160	Spectrogram 1	1	81.383908391	81.477531343	62.052	152.965	LH1079624406.WAV	0.0936	1.3839	103.359	33	2	2	2	
161	Spectrogram 1	1	81.681799601	81.843511972	50.507	151.522	LH1079624406.WAV	0.1617	1.6817	103.359	33	2	2	2	
162	Spectrogram 1	1	82.566963855	82.796765646	51.950	154.408	LH1079624406.WAV	0.2298	2.5670	103.359	33	2	2	2	
163	Spectrogram 1	1	82.881877420	83.018056259	57.723	152.965	LH1079624406.WAV	0.1362	2.8819	103.359	33	2	2	2	
164	Spectrogram 1	1	83.154235098	83.298925114	54.836	147.192	LH1079624406.WAV	0.1447	3.1542	86.133	33	2	2	2	
165	Spectrogram 1	1	83.503193372	83.673416920	62.052	150.079	LH1079624406.WAV	0.1702	3.5032	103.359	33	2	2	2	
166	Spectrogram 1	1	84.115998146	84.252176985	59.166	152.965	LH1079624406.WAV	0.1362	4.1160	103.359	33	1	2	2	
167	Spectrogram 1	1	84.286221695	84.396867001	57.723	158.737	LH1079624406.WAV	0.1106	4.2862	103.359	33	1	2	2	
168	Spectrogram 1	1	84.635181347	84.728804299	62.052	144.306	LH1079624406.WAV	0.0936	4.6351	103.359	33	2	2	2	
169	Spectrogram 1	1	84.813916073	84.924561380	64.938	142.863	LH1079624406.WAV	0.1106	4.8139	120.586	33	3	2	2	
170	Spectrogram 1	1	85.579922041	85.665033815	64.938	148.635	LH1079624411.WAV	0.0851	0.5799	103.359	33	2	2	2	
171	Spectrogram 1	1	85.801212654	85.962925025	60.609	147.192	LH1079624411.WAV	0.1617	0.8012	103.359	33	2	2	2	
172	Spectrogram 1	1	86.022503267	86.243793880	54.836	150.079	LH1079624411.WAV	0.2213	1.0224	103.359	33	2	2	2	
173	Spectrogram 1	1	86.379972719	86.507640380	54.836	152.965	LH1079624411.WAV	0.1277	1.3799	86.133	33	2	2	2	
174	Spectrogram 1	1	86.550196267	86.626796864	57.723	147.192	LH1079624411.WAV	0.0766	1.5502	103.359	33	2	2	2	
175	Spectrogram 1	1	86.703397461	86.779998057	63.495	147.192	LH1079624411.WAV	0.0766	1.7034	103.359	33	2	2	2	
176	Spectrogram 1	1	86.882132186	86.950221606	63.495	145.749	LH1079624411.WAV	0.0681	1.8821	103.359	33	2	2	2	
177	Spectrogram 1	1	87.052355735	87.154489864	63.495	145.749	LH1079624411.WAV	0.1021	2.0524	103.359	33	2	2	2	
178	Spectrogram 1	1	87.869430993	87.980076299	57.723	150.079	LH1079624411.WAV	0.1106	2.8694	103.359	33	2	2	2	
179	Spectrogram 1	1	88.669481670	88.831194041	57.723	151.522	LH1079624411.WAV	0.1617	3.6695	86.133	33	2	2	2	
180	Spectrogram 1	1	88.950350525	89.086529364	59.166	147.192	LH1079624411.WAV	0.1362	3.9503	120.586	33	2	2	2	
181	Spectrogram 1	1	89.316331154	89.401442928	53.393	137.091	LH1079624411.WAV	0.0851	4.3163	86.133	33	2	2	2	
182	Spectrogram 1	1	89.478043525	89.571666477	62.052	145.749	LH1079624411.WAV	0.0936	4.4780	103.359	33	2	2	2	
183	Spectrogram 1	1	90.303627735	90.439806574	66.381	150.079	LH1079625006.WAV	0.1362	0.3036	120.586	33	2	2	2	
184	Spectrogram 1	1	90.601518945	90.805787203	57.723	164.509	LH1079625006.WAV	0.2043	0.6015	103.359	33	2	2	2	
185	Spectrogram 1	1	90.873876622	91.095167235	60.609	167.395	LH1079625006.WAV	0.2213	0.8739	103.359	33	1	2	2	
186	Spectrogram 1	1	91.180279010	91.384547268	60.609	158.737	LH1079625006.WAV	0.2043	1.1803	103.359	33	2	2	2	
187	Spectrogram 1	1	91.512214929	91.690949655	56.279	144.306	LH1079625006.WAV	0.1787	1.5122	103.359	33	2	2	2	
188	Spectrogram 1	1	91.793083784	92.022885574	54.836	158.737	LH1079625006.WAV	0.2298	1.7931	103.359	33	2	2	2	
189	Spectrogram 1	1	92.125019703	92.286732074	62.052	148.635	LH1079625006.WAV	0.1617	2.1251	103.359	33	2	2	2	
190	Spectrogram 1	1	92.422910913	92.533556220	54.836	148.635	LH1079625006.WAV	0.1106	2.4229	103.359	33	2	2	2	
191	Spectrogram 1	1	92.746335655	92.908048026	56.279	152.965	LH1079625006.WAV	0.1617	2.7464	86.133	33	2	2	2	
192	Spectrogram 1	1	93.078271575	93.274028655	60.609	174.611	LH1079625006.WAV	0.1958	3.0782	103.359	33	1	2	2	
193	Spectrogram 1	1	93.640009284	93.793210478	54.836	147.192	LH1079625006.WAV	0.1532	3.6400	103.359	33	2	2	2	
194	Spectrogram 1	1	94.797532060	94.891155012	60.609	187.598	LH1079625006.WAV	0.0936	4.7975	86.133	33	2	2	2	
195	Spectrogram 1	1	95.023078262	95.159257101	60.609	152.965	LH1079625011.WAV	0.1362	0.0231	103.359	33	2	2	2	
196	Spectrogram 1	1	95.397570068	95.550771262	59.166	155.851	LH1079625011.WAV	0.1532	0.3976	86.133	33	2	2	2	
197	Spectrogram 1	1	95.550771262	95.644394214	46.178	155.851	LH1079625011.WAV	0.0936	0.5508	103.359	33	2	2	2	
198	Spectrogram 1	1	95.712483633	95.848662472	60.609	147.192	LH1079625011.WAV	0.1362	0.7125	103.359	33	2	2	2	
199	Spectrogram 1	1	96.074208673	96.218898690	59.166	158.737	LH1079625011.WAV	0.1447	1.0743	103.359	33	2	2	2	
200	Spectrogram 1	1	96.325288407	96.478489601	59.166	193.370	LH1079625011.WAV	0.1532	1.3253	103.359	33	2	2	2	
201	Spectrogram 1	1	96.487000778	96.572112553	57.723	145.749	LH1079625011.WAV	0.0851	1.4870	103.359	33	2	2	2	
202	Spectrogram 1	1	96.699780214	96.870003762	59.166	158.737	LH1079625011.WAV	0.1702	1.6998	120.586	33	2	2	2	
203	Spectrogram 1	1	97.006182601	97.082783198	63.495	152.965	LH1079625011.WAV	0.0766	2.0062	103.359	33	2	2	2	
204	Spectrogram 1	1	97.108316730	97.210450859	59.166	141.420	LH1079625011.WAV	0.1021	2.1083	103.359	33	2	2	2	
205	Spectrogram 1	1	97.287051456	97.431741472	59.166	139.977	LH1079625011.WAV	0.1447	2.2871	103.359	33	2	2	2	
