Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
16	Spectrogram 1	1	37.321522646	37.415145598	50.507	139.977	LH1079541011.WAV	0.0936	2.3215	86.133	33	3	2	2	
17	Spectrogram 1	1	39.806789316	39.891901090	60.609	154.408	LH1079541011.WAV	0.0851	4.8068	103.359	33	2	2	2	
18	Spectrogram 1	1	54.539644530	54.641778660	69.267	170.281	LH1079542206.WAV	0.1021	4.5397	103.359	33	2	2	2	
19	Spectrogram 1	1	62.344398355	62.446532484	49.064	160.180	LH1079542806.WAV	0.1021	2.3444	120.586	33	2	2	2	
20	Spectrogram 1	1	64.046633840	64.148767969	53.393	137.091	LH1079542806.WAV	0.1021	4.0466	103.359	33	2	2	2	
21	Spectrogram 1	1	64.455170356	64.548793307	66.381	157.294	LH1079542806.WAV	0.0936	4.4552	103.359	33	2	2	2	
22	Spectrogram 1	1	71.757765243	71.893944082	57.723	158.737	LH1079543406.WAV	0.1362	1.7577	86.133	33	2	2	2	
23	Spectrogram 1	1	72.881240663	72.974863615	69.267	151.522	LH1079543406.WAV	0.0936	2.8813	103.359	33	2	2	2	
24	Spectrogram 1	1	76.294222809	76.430401648	67.824	203.472	LH1079543411.WAV	0.1362	1.2942	120.586	33	2	2	2	
25	Spectrogram 1	1	76.949585379	77.085764218	69.267	161.623	LH1079543411.WAV	0.1362	1.9495	120.586	33	3	2	2	
26	Spectrogram 1	1	82.941456085	83.094657279	62.052	163.066	LH1079544006.WAV	0.1532	2.9415	103.359	33	1	2	2	
27	Spectrogram 1	1	83.375526134	83.545749682	64.938	144.306	LH1079544006.WAV	0.1702	3.3755	103.359	33	2	2	2	
28	Spectrogram 1	1	85.111806328	85.213940457	51.950	144.306	LH1079544011.WAV	0.1021	0.1118	86.133	33	2	2	2	
29	Spectrogram 1	1	87.537491893	87.648137200	62.052	158.737	LH1079544011.WAV	0.1106	2.5375	103.359	33	3	2	2	
30	Spectrogram 1	1	88.524791231	88.686503602	59.166	157.294	LH1079544011.WAV	0.1617	3.5248	103.359	33	1	2	2	
31	Spectrogram 1	1	91.027077393	91.163256231	59.166	150.079	LH1079544606.WAV	0.1362	1.0271	86.133	33	2	2	2	
32	Spectrogram 1	1	95.418848224	95.529493530	62.052	163.066	LH1079544611.WAV	0.1106	0.4188	120.586	33	2	2	2	
33	Spectrogram 1	1	96.831703676	96.933837805	63.495	147.192	LH1079544611.WAV	0.1021	1.8317	103.359	33	3	2	2	
34	Spectrogram 1	1	98.882897434	99.002053918	67.824	142.863	LH1079544611.WAV	0.1192	3.8829	103.359	33	2	2	2	
35	Spectrogram 1	1	100.431931725	100.593644096	57.723	147.192	LH1079545206.WAV	0.1617	0.4320	86.133	33	2	2	2	
36	Spectrogram 1	1	106.236560231	106.406783780	53.393	163.066	LH1079545211.WAV	0.1702	1.2365	103.359	33	2	2	2	
37	Spectrogram 1	1	109.181431007	109.300587490	66.381	138.534	LH1079545211.WAV	0.1192	4.1814	103.359	33	2	2	2	
38	Spectrogram 1	1	109.300587490	109.411232797	62.052	137.091	LH1079545211.WAV	0.1106	4.3006	103.359	33	2	2	2	
39	Spectrogram 1	1	112.194389613	112.313546097	50.507	145.749	LH1079545806.WAV	0.1192	2.1944	103.359	33	2	2	2	
40	Spectrogram 1	1	115.888240614	116.049952985	54.836	193.370	LH1079545811.WAV	0.1617	0.8882	103.359	33	1	2	2	
41	Spectrogram 1	1	116.943626615	117.079805453	49.064	173.168	LH1079545811.WAV	0.1362	1.9437	103.359	33	2	2	2	
42	Spectrogram 1	1	123.795132696	123.905778003	30.304	176.054	LH1079546406.WAV	0.1106	3.7951	103.359	33	1	2	2	
43	Spectrogram 1	1	124.348359228	124.544116309	53.393	210.687	LH1079546406.WAV	0.1958	4.3484	103.359	33	1	2	2	
44	Spectrogram 1	1	125.497368180	125.616524664	56.279	142.863	LH1079546411.WAV	0.1192	0.4974	103.359	33	2	2	2	
45	Spectrogram 1	1	129.114619749	129.208242701	54.836	141.420	LH1079546411.WAV	0.0936	4.1146	86.133	33	2	2	2	
46	Spectrogram 1	1	134.655399216	134.740510990	66.381	150.079	LH1079547006.WAV	0.0851	4.6554	103.359	33	2	2	2	
47	Spectrogram 1	1	139.038656443	139.123768218	73.596	145.749	LH1079547011.WAV	0.0851	4.0387	103.359	33	2	2	2	
48	Spectrogram 1	1	139.881263008	139.974885960	57.723	167.395	LH1079547011.WAV	0.0936	4.8813	103.359	33	2	2	2	
49	Spectrogram 1	1	148.103063896	148.247753912	57.723	174.611	LH1079547611.WAV	0.1447	3.1031	103.359	33	1	2	2	
50	Spectrogram 1	1	148.596712186	148.766935735	62.052	196.257	LH1079547611.WAV	0.1702	3.5967	103.359	33	2	2	2	
51	Spectrogram 1	1	156.282309002	156.418487841	56.279	145.749	LH1079548211.WAV	0.1362	1.2823	103.359	33	2	2	2	
52	Spectrogram 1	1	156.673823163	156.792979647	63.495	173.168	LH1079548211.WAV	0.1192	1.6738	103.359	33	2	2	2	
53	Spectrogram 1	1	157.261094405	157.371739712	59.166	154.408	LH1079548211.WAV	0.1106	2.2611	103.359	33	1	2	2	
54	Spectrogram 1	1	162.733781487	162.844426794	57.723	152.965	LH1079548806.WAV	0.1106	2.7338	103.359	33	1	2	2	
55	Spectrogram 1	1	163.235940955	163.380630972	53.393	197.700	LH1079548806.WAV	0.1447	3.2359	103.359	33	1	2	2	
56	Spectrogram 1	1	163.806191221	163.967903592	57.723	154.408	LH1079548806.WAV	0.1617	3.8062	103.359	33	2	2	2	
57	Spectrogram 1	1	209.689973902	209.817641564	56.279	157.294	LH1079551211.WAV	0.1277	4.6900	103.359	33	2	2	2	
58	Spectrogram 1	1	338.166248592	338.302427430	50.507	150.079	LH1079559011.WAV	0.1362	3.1662	120.586	33	2	2	2	
59	Spectrogram 1	1	350.728752190	350.881953384	59.166	152.965	LH1079560206.WAV	0.1532	0.7288	120.586	33	2	2	2	
60	Spectrogram 1	1	505.436519985	505.521631759	62.052	147.192	LH1079569211.WAV	0.0851	0.4365	103.359	33	2	2	2	
61	Spectrogram 1	1	505.811011792	505.930168276	50.507	152.965	LH1079569211.WAV	0.1192	0.8110	103.359	33	2	2	2	
62	Spectrogram 1	1	506.040813582	506.125925356	60.609	137.091	LH1079569211.WAV	0.0851	1.0408	103.359	33	2	2	2	
63	Spectrogram 1	1	506.245081840	506.347215969	46.178	152.965	LH1079569211.WAV	0.1021	1.2451	103.359	33	2	2	2	
64	Spectrogram 1	1	506.628084824	506.755752486	60.609	152.965	LH1079569211.WAV	0.1277	1.6281	103.359	33	2	2	2	
65	Spectrogram 1	1	513.062538453	513.147650227	66.381	151.522	LH1079569806.WAV	0.0851	3.0626	103.359	33	3	2	2	
66	Spectrogram 1	1	513.649809695	513.751943824	59.166	147.192	LH1079569806.WAV	0.1021	3.6498	103.359	33	2	2	2	
67	Spectrogram 1	1	513.845566775	513.990256792	54.836	154.408	LH1079569806.WAV	0.1447	3.8456	103.359	33	3	2	2	
68	Spectrogram 1	1	517.769219567	517.888376051	73.596	147.192	LH1079569811.WAV	0.1192	2.7693	120.586	33	2	2	2	
69	Spectrogram 1	1	518.382024341	518.467136115	69.267	139.977	LH1079569811.WAV	0.0851	3.3820	103.359	33	3	2	2	
70	Spectrogram 1	1	585.586306814	585.696952121	49.064	158.737	LH1079574011.WAV	0.1106	0.5863	103.359	33	2	2	2	
71	Spectrogram 1	1	586.054421572	586.173578056	44.735	155.851	LH1079574011.WAV	0.1192	1.0544	103.359	33	2	2	2	
72	Spectrogram 1	1	597.484935926	597.612603587	46.178	150.079	LH1079574611.WAV	0.1277	2.4849	103.359	33	2	2	2	
