Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
49	Spectrogram 1	1	78.958224416	79.085892078	72.153	142.863	LH1079583611.WAV	0.1277	3.9583	120.586	33	3	2	2	
50	Spectrogram 1	1	79.315693868	79.460383884	57.723	145.749	LH1079583611.WAV	0.1447	4.3156	86.133	33	3	2	2	
51	Spectrogram 1	1	79.826364513	79.988076884	54.836	154.408	LH1079583611.WAV	0.1617	4.8264	120.586	33	1	2	2	
52	Spectrogram 1	1	80.728549320	80.881750514	57.723	139.977	LH1079584206.WAV	0.1532	0.7286	86.133	33	2	2	2	
53	Spectrogram 1	1	81.434977046	81.588178240	51.950	152.965	LH1079584206.WAV	0.1532	1.4349	86.133	33	2	2	2	
54	Spectrogram 1	1	81.673290014	81.860535917	43.292	148.635	LH1079584206.WAV	0.1872	1.6732	103.359	33	2	2	2	
55	Spectrogram 1	1	82.090337707	82.252050078	33.190	155.851	LH1079584206.WAV	0.1617	2.0904	103.359	33	1	2	2	
56	Spectrogram 1	1	82.473340691	82.609519530	40.406	147.192	LH1079584206.WAV	0.1362	2.4734	103.359	33	2	2	2	
57	Spectrogram 1	1	82.779743079	82.915921917	56.279	142.863	LH1079584206.WAV	0.1362	2.7797	103.359	33	2	2	2	
58	Spectrogram 1	1	83.315947256	83.443614917	54.836	158.737	LH1079584206.WAV	0.1277	3.3160	86.133	33	2	2	2	
59	Spectrogram 1	1	83.545749046	83.681927885	60.609	150.079	LH1079584206.WAV	0.1362	3.5458	103.359	33	2	2	2	
60	Spectrogram 1	1	83.903218498	84.056419692	50.507	152.965	LH1079584206.WAV	0.1532	3.9032	86.133	33	2	2	2	
61	Spectrogram 1	1	84.218132063	84.354310902	53.393	157.294	LH1079584206.WAV	0.1362	4.2181	86.133	33	2	2	2	
62	Spectrogram 1	1	84.499000918	84.635179756	56.279	160.180	LH1079584206.WAV	0.1362	4.4990	103.359	33	2	2	2	
63	Spectrogram 1	1	84.847959192	84.975626853	57.723	154.408	LH1079584206.WAV	0.1277	4.8480	103.359	33	2	2	2	
64	Spectrogram 1	1	85.256497087	85.392675926	50.507	152.965	LH1079584211.WAV	0.1362	0.2565	86.133	33	2	2	2	
65	Spectrogram 1	1	85.494810055	85.639500071	56.279	187.598	LH1079584211.WAV	0.1447	0.4948	103.359	33	1	2	2	
66	Spectrogram 1	1	85.903346571	86.048036587	51.950	152.965	LH1079584211.WAV	0.1447	0.9034	86.133	33	1	2	2	
67	Spectrogram 1	1	86.158681894	86.303371910	54.836	155.851	LH1079584211.WAV	0.1447	1.1587	103.359	33	1	2	2	
68	Spectrogram 1	1	86.482106636	86.626796652	56.279	152.965	LH1079584211.WAV	0.1447	1.4821	86.133	33	1	2	2	
69	Spectrogram 1	1	86.788509023	86.907665507	66.381	150.079	LH1079584211.WAV	0.1192	1.7885	120.586	33	3	2	2	
70	Spectrogram 1	1	87.145978475	87.358757910	46.178	171.724	LH1079584211.WAV	0.2128	2.1460	86.133	33	2	2	2	
71	Spectrogram 1	1	87.469403217	87.605582056	54.836	196.257	LH1079584211.WAV	0.1362	2.4694	103.359	33	1	2	2	
72	Spectrogram 1	1	87.852406201	87.997096217	41.849	165.952	LH1079584211.WAV	0.1447	2.8524	86.133	33	2	2	2	
73	Spectrogram 1	1	88.218386830	88.320520959	57.723	158.737	LH1079584211.WAV	0.1021	3.2184	103.359	33	2	2	2	
74	Spectrogram 1	1	88.550322749	88.677990411	50.507	164.509	LH1079584211.WAV	0.1277	3.5503	103.359	33	1	2	2	
75	Spectrogram 1	1	88.882258669	89.060993395	44.735	155.851	LH1079584211.WAV	0.1787	3.8823	103.359	33	2	2	2	
76	Spectrogram 1	1	89.520596975	89.639753459	47.621	144.306	LH1079584211.WAV	0.1192	4.5206	86.133	33	2	2	2	
77	Spectrogram 1	1	89.758909943	89.937644669	57.723	199.143	LH1079584211.WAV	0.1787	4.7590	103.359	33	1	2	2	
78	Spectrogram 1	1	90.695143484	90.797277613	69.267	152.965	LH1079584806.WAV	0.1021	0.6951	120.586	33	2	2	2	
79	Spectrogram 1	1	91.052612936	91.180280597	40.406	170.281	LH1079584806.WAV	0.1277	1.0526	86.133	33	2	2	2	
80	Spectrogram 1	1	91.290925904	91.486682985	49.064	151.522	LH1079584806.WAV	0.1958	1.2909	86.133	33	2	2	2	
81	Spectrogram 1	1	91.724995952	91.861174791	49.064	160.180	LH1079584806.WAV	0.1362	1.7249	86.133	33	2	2	2	
82	Spectrogram 1	1	93.393186727	93.486809679	53.393	158.737	LH1079584806.WAV	0.0936	3.3932	86.133	33	2	2	2	
83	Spectrogram 1	1	94.584751566	94.678374518	56.279	141.420	LH1079584806.WAV	0.0936	4.5848	86.133	33	2	2	2	
84	Spectrogram 1	1	95.163511631	95.299690469	62.052	155.851	LH1079584811.WAV	0.1362	0.1635	120.586	33	2	2	2	
85	Spectrogram 1	1	95.478425195	95.572048147	62.052	161.623	LH1079584811.WAV	0.0936	0.4785	103.359	33	2	2	2	
86	Spectrogram 1	1	96.567855905	96.635945325	59.166	147.192	LH1079584811.WAV	0.0681	1.5678	86.133	33	3	2	2	
87	Spectrogram 1	1	96.823191228	96.950858889	50.507	151.522	LH1079584811.WAV	0.1277	1.8232	103.359	33	2	2	2	
88	Spectrogram 1	1	97.146615970	97.291305986	54.836	158.737	LH1079584811.WAV	0.1447	2.1466	103.359	33	1	2	2	
89	Spectrogram 1	1	97.580686018	97.691331325	53.393	148.635	LH1079584811.WAV	0.1106	2.5807	120.586	33	3	2	2	
90	Spectrogram 1	1	97.708353680	97.801976631	59.166	137.091	LH1079584811.WAV	0.0936	2.7084	86.133	33	3	2	2	
91	Spectrogram 1	1	98.712672615	98.933963228	51.950	171.724	LH1079584811.WAV	0.2213	3.7127	120.586	33	1	2	2	
92	Spectrogram 1	1	99.078658432	99.197814916	66.381	148.635	LH1079584811.WAV	0.1192	4.0787	120.586	33	2	2	2	
93	Spectrogram 1	1	99.333993754	99.461661416	56.279	165.952	LH1079584811.WAV	0.1277	4.3340	103.359	33	2	2	2	
94	Spectrogram 1	1	100.780893916	100.874516868	62.052	147.192	LH1079585406.WAV	0.0936	0.7808	120.586	33	2	2	2	
95	Spectrogram 1	1	101.129852190	101.249008674	63.495	152.965	LH1079585406.WAV	0.1192	1.1298	120.586	33	2	2	2	
96	Spectrogram 1	1	101.691589900	101.793724029	56.279	152.965	LH1079585406.WAV	0.1021	1.6916	86.133	33	2	2	2	
97	Spectrogram 1	1	101.980969933	102.108637594	51.950	158.737	LH1079585406.WAV	0.1277	1.9810	103.359	33	1	2	2	
98	Spectrogram 1	1	102.134171126	102.244816433	57.723	148.635	LH1079585406.WAV	0.1106	2.1341	86.133	33	2	2	2	
99	Spectrogram 1	1	104.806680836	104.917326143	56.279	161.623	LH1079585406.WAV	0.1106	4.8067	103.359	33	2	2	2	
100	Spectrogram 1	1	110.721955496	110.909201399	47.621	154.408	LH1079586006.WAV	0.1872	0.7220	103.359	33	1	2	2	
101	Spectrogram 1	1	111.113469657	111.207092609	63.495	141.420	LH1079586006.WAV	0.0936	1.1135	120.586	33	2	2	2	
102	Spectrogram 1	1	112.219922722	112.381635093	56.279	141.420	LH1079586006.WAV	0.1617	2.2200	86.133	33	1	2	2	
103	Spectrogram 1	1	112.509302755	112.662503948	63.495	158.737	LH1079586006.WAV	0.1532	2.5093	120.586	33	2	2	2	
104	Spectrogram 1	1	112.815705142	112.960395158	51.950	165.952	LH1079586006.WAV	0.1447	2.8158	120.586	33	1	2	2	
105	Spectrogram 1	1	113.854068787	113.990247626	53.393	158.737	LH1079586006.WAV	0.1362	3.8541	86.133	33	2	2	2	
106	Spectrogram 1	1	114.168985739	114.288142223	49.064	147.192	LH1079586006.WAV	0.1192	4.1689	86.133	33	2	2	2	
107	Spectrogram 1	1	115.700997675	115.871221224	64.938	154.408	LH1079586011.WAV	0.1702	0.7010	120.586	33	2	2	2	
108	Spectrogram 1	1	116.058467127	116.220179498	67.824	148.635	LH1079586011.WAV	0.1617	1.0585	86.133	33	3	2	2	
109	Spectrogram 1	1	116.620204837	116.739361321	59.166	157.294	LH1079586011.WAV	0.1192	1.6202	120.586	33	1	2	2	
110	Spectrogram 1	1	116.875540159	116.986185466	62.052	152.965	LH1079586011.WAV	0.1106	1.8755	103.359	33	3	2	2	
111	Spectrogram 1	1	117.301099030	117.420255514	50.507	152.965	LH1079586011.WAV	0.1192	2.3011	103.359	33	2	2	2	
112	Spectrogram 1	1	118.433085627	118.586286821	51.950	152.965	LH1079586011.WAV	0.1532	3.4331	103.359	33	1	2	2	
113	Spectrogram 1	1	118.705443305	118.807577434	67.824	151.522	LH1079586011.WAV	0.1021	3.7054	103.359	33	2	2	2	
114	Spectrogram 1	1	118.833110966	118.926733918	63.495	147.192	LH1079586011.WAV	0.0936	3.8331	103.359	33	2	2	2	
115	Spectrogram 1	1	119.437404563	119.573583402	57.723	160.180	LH1079586011.WAV	0.1362	4.4374	120.586	33	2	2	2	
116	Spectrogram 1	1	119.701251063	119.786362837	62.052	141.420	LH1079586011.WAV	0.0851	4.7012	103.359	33	3	2	2	
117	Spectrogram 1	1	120.356614265	120.475770749	67.824	152.965	LH1079586606.WAV	0.1192	0.3566	120.586	33	2	2	2	
118	Spectrogram 1	1	120.475770749	120.620460765	63.495	152.965	LH1079586606.WAV	0.1447	0.4757	120.586	33	2	2	2	
119	Spectrogram 1	1	120.722594894	120.833240201	50.507	164.509	LH1079586606.WAV	0.1106	0.7226	103.359	33	2	2	2	
120	Spectrogram 1	1	120.850262556	120.969419040	53.393	152.965	LH1079586606.WAV	0.1192	0.8502	86.133	33	2	2	2	
121	Spectrogram 1	1	122.918478669	123.037635153	67.824	171.724	LH1079586606.WAV	0.1192	2.9185	120.586	33	2	2	2	
122	Spectrogram 1	1	123.718529347	123.880241718	54.836	157.294	LH1079586606.WAV	0.1617	3.7185	86.133	33	2	2	2	
123	Spectrogram 1	1	124.101532331	124.246222347	60.609	154.408	LH1079586606.WAV	0.1447	4.1016	86.133	33	2	2	2	
124	Spectrogram 1	1	124.407934718	124.561135912	57.723	148.635	LH1079586606.WAV	0.1532	4.4079	103.359	33	2	2	2	
125	Spectrogram 1	1	124.799448879	124.910094186	53.393	152.965	LH1079586606.WAV	0.1106	4.7994	86.133	33	2	2	2	
126	Spectrogram 1	1	125.752704879	125.854839008	66.381	137.091	LH1079586611.WAV	0.1021	0.7527	103.359	33	3	2	2	
127	Spectrogram 1	1	126.365509654	126.476154960	70.710	145.749	LH1079586611.WAV	0.1106	1.3655	103.359	33	3	2	2	
128	Spectrogram 1	1	127.242160928	127.344295057	73.596	158.737	LH1079586611.WAV	0.1021	2.2422	120.586	33	2	2	2	
129	Spectrogram 1	1	127.676230976	127.769853928	73.596	150.079	LH1079586611.WAV	0.0936	2.6762	103.359	33	2	2	2	
130	Spectrogram 1	1	127.871988057	128.008166896	59.166	152.965	LH1079586611.WAV	0.1362	2.8720	103.359	33	2	2	2	
131	Spectrogram 1	1	128.054978372	128.131578968	55.558	158.015	LH1079586611.WAV	0.0766	3.0550	120.586	33	2	2	2	
132	Spectrogram 1	1	128.237968686	128.348613993	50.507	150.079	LH1079586611.WAV	0.1106	3.2380	86.133	33	1	2	2	
133	Spectrogram 1	1	128.382658702	128.467770477	63.495	152.965	LH1079586611.WAV	0.0851	3.3827	103.359	33	1	2	2	
134	Spectrogram 1	1	128.612460493	128.697572267	72.153	154.408	LH1079586611.WAV	0.0851	3.6125	120.586	33	3	2	2	
135	Spectrogram 1	1	129.182709380	129.318888219	54.836	164.509	LH1079586611.WAV	0.1362	4.1827	103.359	33	2	2	2	
136	Spectrogram 1	1	129.744447090	129.838070041	56.279	142.863	LH1079586611.WAV	0.0936	4.7444	86.133	33	2	2	2	
137	Spectrogram 1	1	130.348743228	130.510455599	57.723	152.965	LH1079587206.WAV	0.1617	0.3488	103.359	33	1	2	2	
138	Spectrogram 1	1	131.378595696	131.514774535	54.836	154.408	LH1079587206.WAV	0.1362	1.3786	86.133	33	2	2	2	
139	Spectrogram 1	1	131.684998083	131.855221632	53.393	158.737	LH1079587206.WAV	0.1702	1.6850	86.133	33	2	2	2	
140	Spectrogram 1	1	132.161624019	132.263758148	59.166	152.965	LH1079587206.WAV	0.1021	2.1617	103.359	33	2	2	2	
141	Spectrogram 1	1	132.348869922	132.485048761	54.836	148.635	LH1079587206.WAV	0.1362	2.3489	103.359	33	2	2	2	
142	Spectrogram 1	1	132.629738777	132.808473503	57.723	154.408	LH1079587206.WAV	0.1787	2.6297	103.359	33	1	2	2	
143	Spectrogram 1	1	132.919118809	133.080831180	47.621	158.737	LH1079587206.WAV	0.1617	2.9192	103.359	33	1	2	2	
144	Spectrogram 1	1	133.097853535	133.259565906	54.836	155.851	LH1079587206.WAV	0.1617	3.0978	86.133	33	2	2	2	
145	Spectrogram 1	1	133.310632971	133.429789455	54.836	154.408	LH1079587206.WAV	0.1192	3.3107	103.359	33	2	2	2	
146	Spectrogram 1	1	133.438300632	133.557457116	54.836	152.965	LH1079587206.WAV	0.1192	3.4383	103.359	33	2	2	2	
147	Spectrogram 1	1	133.685124777	133.804281261	59.166	154.408	LH1079587206.WAV	0.1192	3.6851	103.359	33	1	2	2	
148	Spectrogram 1	1	133.804281261	133.906415390	59.166	137.091	LH1079587206.WAV	0.1021	3.8043	103.359	33	2	2	2	
149	Spectrogram 1	1	134.791577842	134.919245503	64.938	164.509	LH1079587206.WAV	0.1277	4.7916	120.586	33	2	2	2	
150	Spectrogram 1	1	135.106491834	135.285226560	49.064	160.180	LH1079587211.WAV	0.1787	0.1065	86.133	33	1	2	2	
151	Spectrogram 1	1	135.480983640	135.659718366	59.166	155.851	LH1079587211.WAV	0.1787	0.4810	103.359	33	2	2	2	
152	Spectrogram 1	1	135.957609576	136.059743705	57.723	150.079	LH1079587211.WAV	0.1021	0.9576	103.359	33	2	2	2	
153	Spectrogram 1	1	136.255500786	136.349123737	59.166	148.635	LH1079587211.WAV	0.0936	1.2556	103.359	33	2	2	2	
154	Spectrogram 1	1	136.842772028	137.030017931	56.279	171.724	LH1079587211.WAV	0.1872	1.8427	120.586	33	2	2	2	
155	Spectrogram 1	1	137.123640883	137.285353254	59.166	164.509	LH1079587211.WAV	0.1617	2.1237	120.586	33	2	2	2	
156	Spectrogram 1	1	137.319397963	137.464087980	57.723	152.965	LH1079587211.WAV	0.1447	2.3194	120.586	33	3	2	2	
157	Spectrogram 1	1	137.744956834	137.881135673	59.166	160.180	LH1079587211.WAV	0.1362	2.7450	86.133	33	2	2	2	
158	Spectrogram 1	1	138.093915109	138.230093947	56.279	147.192	LH1079587211.WAV	0.1362	3.0939	103.359	33	2	2	2	
159	Spectrogram 1	1	138.340739254	138.468406915	53.393	137.091	LH1079587211.WAV	0.1277	3.3407	86.133	33	3	2	2	
160	Spectrogram 1	1	138.706719883	138.876943431	53.393	152.965	LH1079587211.WAV	0.1702	3.7067	86.133	33	1	2	2	
161	Spectrogram 1	1	139.719549996	139.906795900	49.064	158.737	LH1079587211.WAV	0.1872	4.7195	86.133	33	2	2	2	
162	Spectrogram 1	1	140.545135483	140.706847854	54.836	163.066	LH1079587806.WAV	0.1617	0.5451	103.359	33	1	2	2	
163	Spectrogram 1	1	140.979205531	141.089850838	66.381	164.509	LH1079587806.WAV	0.1106	0.9793	103.359	33	2	2	2	
164	Spectrogram 1	1	141.345186160	141.481364999	49.064	165.952	LH1079587806.WAV	0.1362	1.3452	103.359	33	1	2	2	
165	Spectrogram 1	1	141.694144435	141.796278564	63.495	181.826	LH1079587806.WAV	0.1021	1.6941	120.586	33	1	2	2	
166	Spectrogram 1	1	143.030399290	143.158066951	59.166	163.066	LH1079587806.WAV	0.1277	3.0304	103.359	33	1	2	2	
167	Spectrogram 1	1	143.396379919	143.498514048	64.938	158.737	LH1079587806.WAV	0.1021	3.3964	120.586	33	2	2	2	
168	Spectrogram 1	1	143.643204064	143.736827016	59.166	154.408	LH1079587806.WAV	0.0936	3.6432	103.359	33	2	2	2	
169	Spectrogram 1	1	145.685886645	145.847599016	57.723	187.598	LH1079587811.WAV	0.1617	0.6859	103.359	33	1	2	2	
170	Spectrogram 1	1	146.613607423	146.707230374	59.166	160.180	LH1079587811.WAV	0.0936	1.6136	103.359	33	2	2	2	
171	Spectrogram 1	1	147.345568681	147.447702810	76.482	148.635	LH1079587811.WAV	0.1021	2.3456	103.359	33	2	2	2	
172	Spectrogram 1	1	147.626437536	147.779638730	62.052	151.522	LH1079587811.WAV	0.1532	2.6264	103.359	33	2	2	2	
173	Spectrogram 1	1	148.443510568	148.545644697	62.052	171.724	LH1079587811.WAV	0.1021	3.4435	120.586	33	1	2	2	
174	Spectrogram 1	1	149.396762440	149.515918923	60.609	152.965	LH1079587811.WAV	0.1192	4.3967	103.359	33	1	2	2	
175	Spectrogram 1	1	149.541452456	149.669120117	60.609	170.281	LH1079587811.WAV	0.1277	4.5415	120.586	33	2	2	2	
176	Spectrogram 1	1	149.822321311	149.967011327	47.621	187.598	LH1079587811.WAV	0.1447	4.8223	103.359	33	2	2	2	
177	Spectrogram 1	1	150.920263198	151.039419682	57.723	142.863	LH1079588406.WAV	0.1192	0.9203	103.359	33	2	2	2	
178	Spectrogram 1	1	151.839472797	152.001185168	47.621	158.737	LH1079588406.WAV	0.1617	1.8395	103.359	33	2	2	2	
179	Spectrogram 1	1	152.528878168	152.656545830	67.824	157.294	LH1079588406.WAV	0.1277	2.5289	120.586	33	2	2	2	
180	Spectrogram 1	1	152.733146426	152.869325265	62.052	158.737	LH1079588406.WAV	0.1362	2.7331	120.586	33	1	2	2	
181	Spectrogram 1	1	152.996992927	153.090615878	56.279	164.509	LH1079588406.WAV	0.0936	2.9969	86.133	33	2	2	2	
182	Spectrogram 1	1	153.218283539	153.371484733	60.609	154.408	LH1079588406.WAV	0.1532	3.2183	120.586	33	1	2	2	
183	Spectrogram 1	1	153.465107685	153.584264169	60.609	148.635	LH1079588406.WAV	0.1192	3.4651	103.359	33	1	2	2	
184	Spectrogram 1	1	153.720443007	153.839599491	54.836	150.079	LH1079588406.WAV	0.1192	3.7204	120.586	33	1	2	2	
185	Spectrogram 1	1	154.197068943	154.358781314	59.166	150.079	LH1079588406.WAV	0.1617	4.1971	103.359	33	1	2	2	
186	Spectrogram 1	1	156.452530960	156.571687444	70.710	139.977	LH1079588411.WAV	0.1192	1.4525	103.359	33	3	2	2	
187	Spectrogram 1	1	156.614243331	156.682332750	64.938	158.737	LH1079588411.WAV	0.0681	1.6143	120.586	33	2	2	2	
188	Spectrogram 1	1	156.818511589	156.903623363	56.279	152.965	LH1079588411.WAV	0.0851	1.8185	120.586	33	2	2	2	
189	Spectrogram 1	1	156.912134540	157.039802202	64.938	150.079	LH1079588411.WAV	0.1277	1.9121	103.359	33	2	2	2	
190	Spectrogram 1	1	157.090869266	157.218536928	54.836	158.737	LH1079588411.WAV	0.1277	2.0908	103.359	33	1	2	2	
191	Spectrogram 1	1	157.227048105	157.380249299	57.723	165.952	LH1079588411.WAV	0.1532	2.2271	120.586	33	1	2	2	
192	Spectrogram 1	1	159.048440073	159.218663622	43.292	160.180	LH1079588411.WAV	0.1702	4.0484	103.359	33	1	2	2	
193	Spectrogram 1	1	159.218663622	159.405909525	50.507	151.522	LH1079588411.WAV	0.1872	4.2187	103.359	33	1	2	2	
194	Spectrogram 1	1	163.806192174	163.925348658	51.950	164.509	LH1079589006.WAV	0.1192	3.8062	103.359	33	2	2	2	
195	Spectrogram 1	1	164.095572206	164.231751045	57.723	148.635	LH1079589006.WAV	0.1362	4.0956	86.133	33	2	2	2	
196	Spectrogram 1	1	164.308351642	164.401974593	60.609	150.079	LH1079589006.WAV	0.0936	4.3084	120.586	33	2	2	2	
197	Spectrogram 1	1	164.716888158	164.844555819	53.393	167.395	LH1079589006.WAV	0.1277	4.7169	103.359	33	1	2	2	
198	Spectrogram 1	1	165.048824077	165.142447029	54.836	160.180	LH1079589011.WAV	0.0936	0.0489	120.586	33	2	2	2	
199	Spectrogram 1	1	166.172299497	166.299967158	38.963	167.395	LH1079589011.WAV	0.1277	1.1723	103.359	33	1	2	2	
200	Spectrogram 1	1	167.721333788	167.857512626	57.723	151.522	LH1079589011.WAV	0.1362	2.7213	86.133	33	2	2	2	
201	Spectrogram 1	1	168.070292062	168.172426191	56.279	154.408	LH1079589011.WAV	0.1021	3.0703	103.359	33	2	2	2	
202	Spectrogram 1	1	169.474638033	169.653372759	53.393	170.281	LH1079589011.WAV	0.1787	4.4746	120.586	33	2	2	2	
203	Spectrogram 1	1	169.687417469	169.832107485	57.723	151.522	LH1079589011.WAV	0.1447	4.6874	120.586	33	2	2	2	
204	Spectrogram 1	1	171.117295275	171.244962937	60.609	150.079	LH1079589606.WAV	0.1277	1.1173	103.359	33	1	2	2	
205	Spectrogram 1	1	171.704566517	171.891812421	63.495	151.522	LH1079589606.WAV	0.1872	1.7045	120.586	33	2	2	2	
