Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
35	Spectrogram 1	1	24.315098311	24.543794139	59.166	160.180	LH1079339406.WAV	0.2287	4.3151	103.359	33	1	2	2	
36	Spectrogram 1	1	24.555830762	24.832673080	57.723	173.168	LH1079339406.WAV	0.2768	4.5558	103.359	33	1	2	2	
37	Spectrogram 1	1	27.408505129	27.589054467	50.507	170.281	LH1079339411.WAV	0.1805	2.4085	103.359	33	1	2	2	
38	Spectrogram 1	1	27.697384070	27.817750295	46.178	135.648	LH1079339411.WAV	0.1204	2.6974	103.359	33	3	2	2	
39	Spectrogram 1	1	27.793677050	27.938116521	44.735	141.420	LH1079339411.WAV	0.1444	2.7937	103.359	33	3	2	2	
40	Spectrogram 1	1	28.010336256	28.166812349	57.723	141.420	LH1079339411.WAV	0.1565	3.0103	103.359	33	3	2	2	
41	Spectrogram 1	1	28.178848972	28.335325065	51.950	148.635	LH1079339411.WAV	0.1565	3.1788	103.359	33	1	2	2	
42	Spectrogram 1	1	28.323288442	28.443654668	57.723	147.192	LH1079339411.WAV	0.1204	3.3232	103.359	33	1	2	2	
43	Spectrogram 1	1	28.467727913	28.612167383	49.064	141.420	LH1079339411.WAV	0.1444	3.4677	103.359	33	1	2	2	
44	Spectrogram 1	1	28.696423741	28.840863211	63.495	145.749	LH1079339411.WAV	0.1444	3.6964	103.359	33	2	2	2	
45	Spectrogram 1	1	28.852899834	28.985302682	62.052	147.192	LH1079339411.WAV	0.1324	3.8529	120.586	33	1	2	2	
46	Spectrogram 1	1	29.045485795	29.165852020	49.064	141.420	LH1079339411.WAV	0.1204	4.0455	86.133	33	1	2	2	
47	Spectrogram 1	1	29.250108378	29.370474603	56.279	148.635	LH1079339411.WAV	0.1204	4.2501	103.359	33	2	2	2	
48	Spectrogram 1	1	29.514914074	29.659353544	56.279	151.522	LH1079339411.WAV	0.1444	4.5150	103.359	33	2	2	2	
49	Spectrogram 1	1	29.779719770	29.924159240	46.178	158.737	LH1079339411.WAV	0.1444	4.7797	103.359	33	2	2	2	
50	Spectrogram 1	1	35.244343143	35.352672746	46.178	121.217	LH1079340011.WAV	0.1083	0.2443	86.133	33	3	2	2	
51	Spectrogram 1	1	35.485075594	35.665624932	49.064	147.192	LH1079340011.WAV	0.1805	0.4850	86.133	33	3	2	2	
52	Spectrogram 1	1	35.761917913	35.906357383	53.393	132.762	LH1079340011.WAV	0.1444	0.7619	86.133	33	3	2	2	
53	Spectrogram 1	1	36.038760231	36.159126456	54.836	135.648	LH1079340011.WAV	0.1204	1.0388	86.133	33	3	2	2	
54	Spectrogram 1	1	36.303565927	36.411895530	47.621	121.217	LH1079340011.WAV	0.1083	1.3035	86.133	33	3	2	2	
55	Spectrogram 1	1	36.544298378	36.688737848	43.292	132.762	LH1079340011.WAV	0.1444	1.5443	86.133	33	3	2	2	
56	Spectrogram 1	1	37.037799902	37.254459108	50.507	139.977	LH1079340011.WAV	0.2167	2.0378	86.133	33	3	2	2	
57	Spectrogram 1	1	40.287682075	40.432121545	41.849	145.749	LH1079340606.WAV	0.1444	0.2876	86.133	33	2	2	2	
58	Spectrogram 1	1	40.540451148	40.745073731	43.292	141.420	LH1079340606.WAV	0.2046	0.5405	86.133	33	3	2	2	
59	Spectrogram 1	1	40.769146976	40.985806182	31.747	144.306	LH1079340606.WAV	0.2167	0.7692	86.133	33	2	2	2	
60	Spectrogram 1	1	44.789378905	44.969928243	38.963	141.420	LH1079340606.WAV	0.1805	4.7893	86.133	33	2	2	2	
61	Spectrogram 1	1	52.589107130	52.817802958	31.747	177.497	LH1079341206.WAV	0.2287	2.5891	86.133	33	2	2	2	
62	Spectrogram 1	1	52.877986071	53.046498786	40.406	147.192	LH1079341206.WAV	0.1685	2.8780	86.133	33	2	2	2	
63	Spectrogram 1	1	56.813961642	57.042657470	43.292	151.522	LH1079341211.WAV	0.2287	1.8139	86.133	33	2	2	2	
64	Spectrogram 1	1	57.114877205	57.307463166	40.406	155.851	LH1079341211.WAV	0.1926	2.1149	86.133	33	2	2	2	
65	Spectrogram 1	1	57.367646279	57.572268862	40.406	144.306	LH1079341211.WAV	0.2046	2.3677	86.133	33	2	2	2	
66	Spectrogram 1	1	68.224673847	68.369113317	44.735	147.192	LH1079341811.WAV	0.1444	3.2247	86.133	33	2	2	2	
67	Spectrogram 1	1	68.513552788	68.657992258	36.077	147.192	LH1079341811.WAV	0.1444	3.5136	86.133	33	2	2	2	
68	Spectrogram 1	1	100.398551819	100.627247647	37.520	147.192	LH1079344206.WAV	0.2287	0.3985	86.133	33	2	2	2	
69	Spectrogram 1	1	102.589217121	102.841986195	63.495	142.863	LH1079344206.WAV	0.2528	2.5892	120.586	33	3	2	2	
70	Spectrogram 1	1	102.878096062	103.034572155	72.153	147.192	LH1079344206.WAV	0.1565	2.8781	103.359	33	3	2	2	
71	Spectrogram 1	1	103.913245601	104.045648449	73.596	151.522	LH1079344206.WAV	0.1324	3.9133	120.586	33	3	2	2	
72	Spectrogram 1	1	109.209359519	109.401945480	49.064	139.977	LH1079344211.WAV	0.1926	4.2094	86.133	33	3	2	2	
73	Spectrogram 1	1	117.442404408	117.622953746	60.609	147.192	LH1079344811.WAV	0.1805	2.4424	120.586	33	3	2	2	
74	Spectrogram 1	1	117.719246726	117.947942554	53.393	145.749	LH1079344811.WAV	0.2287	2.7193	103.359	33	2	2	2	
75	Spectrogram 1	1	118.260894740	118.429407456	67.824	152.965	LH1079344811.WAV	0.1685	3.2609	120.586	33	3	2	2	
76	Spectrogram 1	1	120.475631777	120.692290983	49.064	164.509	LH1079345406.WAV	0.2167	0.4756	103.359	33	2	2	2	
77	Spectrogram 1	1	120.800620586	120.945060056	56.279	183.269	LH1079345406.WAV	0.1444	0.8006	103.359	33	2	2	2	
78	Spectrogram 1	1	121.005243169	121.245975620	57.723	152.965	LH1079345406.WAV	0.2407	1.0052	103.359	33	2	2	2	
79	Spectrogram 1	1	124.736596157	124.893072250	46.178	150.079	LH1079345406.WAV	0.1565	4.7366	120.586	33	2	2	2	
80	Spectrogram 1	1	125.242134304	125.518976622	40.406	177.497	LH1079345411.WAV	0.2768	0.2422	86.133	33	1	2	2	
81	Spectrogram 1	1	125.543049867	125.759709073	60.609	147.192	LH1079345411.WAV	0.2167	0.5431	86.133	33	2	2	2	
82	Spectrogram 1	1	125.916185166	126.084697881	56.279	147.192	LH1079345411.WAV	0.1685	0.9162	86.133	33	2	2	2	
83	Spectrogram 1	1	126.253210597	126.373576822	63.495	145.749	LH1079345411.WAV	0.1204	1.2532	103.359	33	3	2	2	
84	Spectrogram 1	1	127.192067155	127.408726361	62.052	152.965	LH1079345411.WAV	0.2167	2.1921	86.133	33	2	2	2	
85	Spectrogram 1	1	127.492982719	127.661495434	60.609	168.838	LH1079345411.WAV	0.1685	2.4930	103.359	33	1	2	2	
86	Spectrogram 1	1	128.973487291	129.214219742	57.723	184.712	LH1079345411.WAV	0.2407	3.9735	120.586	33	2	2	2	
87	Spectrogram 1	1	129.334585968	129.515135306	64.938	191.927	LH1079345411.WAV	0.1805	4.3346	120.586	33	1	2	2	
88	Spectrogram 1	1	129.623464909	129.840124114	63.495	193.370	LH1079345411.WAV	0.2167	4.6235	120.586	33	2	2	2	
89	Spectrogram 1	1	130.502138354	130.694724315	66.381	180.383	LH1079346006.WAV	0.1926	0.5022	103.359	33	1	2	2	
90	Spectrogram 1	1	133.270559153	133.475181736	60.609	141.420	LH1079346006.WAV	0.2046	3.2705	103.359	33	3	2	2	
91	Spectrogram 1	1	133.992756506	134.185342466	57.723	158.737	LH1079346006.WAV	0.1926	3.9927	103.359	33	1	2	2	
92	Spectrogram 1	1	134.510331275	134.787173593	59.166	164.509	LH1079346006.WAV	0.2768	4.5103	103.359	33	2	2	2	
93	Spectrogram 1	1	135.172345515	135.401041343	49.064	152.965	LH1079346011.WAV	0.2287	0.1723	103.359	33	1	2	2	
94	Spectrogram 1	1	135.364931475	135.677883662	51.950	155.851	LH1079346011.WAV	0.3130	0.3650	103.359	33	1	2	2	
95	Spectrogram 1	1	135.726030152	136.002872470	50.507	176.054	LH1079346011.WAV	0.2768	0.7261	103.359	33	1	2	2	
96	Spectrogram 1	1	136.063055583	136.219531676	54.836	151.522	LH1079346011.WAV	0.1565	1.0630	103.359	33	1	2	2	
97	Spectrogram 1	1	136.279714789	136.472300749	60.609	135.648	LH1079346011.WAV	0.1926	1.2797	103.359	33	2	2	2	
98	Spectrogram 1	1	136.532483862	136.845436048	67.824	147.192	LH1079346011.WAV	0.3130	1.5325	103.359	33	2	2	2	
99	Spectrogram 1	1	140.600858780	140.793444740	59.166	158.737	LH1079346606.WAV	0.1926	0.6009	103.359	33	2	2	2	
100	Spectrogram 1	1	140.937884211	141.082323681	63.495	147.192	LH1079346606.WAV	0.1444	0.9379	120.586	33	2	2	2	
101	Spectrogram 1	1	141.407312490	141.551751961	63.495	152.965	LH1079346606.WAV	0.1444	1.4073	120.586	33	3	2	2	
102	Spectrogram 1	1	142.045253485	142.261912691	64.938	155.851	LH1079346606.WAV	0.2167	2.0452	120.586	33	3	2	2	
103	Spectrogram 1	1	142.574864877	142.707267725	64.938	139.977	LH1079346606.WAV	0.1324	2.5748	103.359	33	3	2	2	
104	Spectrogram 1	1	142.923926930	143.140586136	67.824	145.749	LH1079346606.WAV	0.2167	2.9239	103.359	33	2	2	2	
105	Spectrogram 1	1	143.297062229	143.441501700	64.938	135.648	LH1079346606.WAV	0.1444	3.2971	103.359	33	3	2	2	
106	Spectrogram 1	1	143.585941170	143.730380641	53.393	135.648	LH1079346606.WAV	0.1444	3.5859	86.133	33	2	2	2	
107	Spectrogram 1	1	145.704386737	145.860862830	70.710	164.509	LH1079346611.WAV	0.1565	0.7044	103.359	33	2	2	2	
108	Spectrogram 1	1	146.041412168	146.221961507	60.609	163.066	LH1079346611.WAV	0.1805	1.0414	103.359	33	2	2	2	
109	Spectrogram 1	1	146.980268727	147.136744820	57.723	152.965	LH1079346611.WAV	0.1565	1.9803	103.359	33	2	2	2	
110	Spectrogram 1	1	147.533949225	147.714498563	43.292	150.079	LH1079346611.WAV	0.1805	2.5339	103.359	33	2	2	2	
111	Spectrogram 1	1	147.810791543	148.027450749	56.279	147.192	LH1079346611.WAV	0.2167	2.8108	86.133	33	2	2	2	
112	Spectrogram 1	1	148.147816974	148.340402935	51.950	145.749	LH1079346611.WAV	0.1926	3.1478	86.133	33	3	2	2	
113	Spectrogram 1	1	148.496879028	148.641318499	57.723	138.534	LH1079346611.WAV	0.1444	3.4968	103.359	33	3	2	2	
114	Spectrogram 1	1	148.809831214	149.026490420	60.609	145.749	LH1079346611.WAV	0.2167	3.8099	103.359	33	2	2	2	
115	Spectrogram 1	1	149.134820023	149.339442606	59.166	151.522	LH1079346611.WAV	0.2046	4.1348	120.586	33	2	2	2	
116	Spectrogram 1	1	149.423698964	149.712577905	54.836	151.522	LH1079346611.WAV	0.2889	4.4237	103.359	33	1	2	2	
117	Spectrogram 1	1	149.760724395	149.977383601	63.495	150.079	LH1079346611.WAV	0.2167	4.7608	103.359	33	1	2	2	
118	Spectrogram 1	1	152.529143839	152.697656555	57.723	152.965	LH1079347206.WAV	0.1685	2.5291	103.359	33	3	2	2	
119	Spectrogram 1	1	152.878205893	153.070791853	47.621	145.749	LH1079347206.WAV	0.1926	2.8782	86.133	33	2	2	2	
120	Spectrogram 1	1	153.299487682	153.492073642	57.723	147.192	LH1079347206.WAV	0.1926	3.2994	103.359	33	2	2	2	
121	Spectrogram 1	1	153.744842716	153.925392054	47.621	147.192	LH1079347206.WAV	0.1805	3.7449	103.359	33	2	2	2	
122	Spectrogram 1	1	154.021685034	154.214270995	56.279	141.420	LH1079347206.WAV	0.1926	4.0217	103.359	33	2	2	2	
123	Spectrogram 1	1	158.029880340	158.234502924	43.292	131.319	LH1079347211.WAV	0.2046	3.0299	86.133	33	3	2	2	
124	Spectrogram 1	1	159.185396104	159.353908820	53.393	147.192	LH1079347211.WAV	0.1685	4.1854	86.133	33	2	2	2	
125	Spectrogram 1	1	159.462238423	159.666861006	46.178	152.965	LH1079347211.WAV	0.2046	4.4622	120.586	33	2	2	2	
126	Spectrogram 1	1	159.666861006	159.943703324	51.950	165.952	LH1079347211.WAV	0.2768	4.6669	103.359	33	2	2	2	
127	Spectrogram 1	1	163.699122153	163.879671491	43.292	129.876	LH1079347806.WAV	0.1805	3.6991	86.133	33	2	2	2	
128	Spectrogram 1	1	164.228733545	164.409282883	53.393	138.534	LH1079347806.WAV	0.1805	4.2287	86.133	33	2	2	2	
129	Spectrogram 1	1	164.577795599	164.734271692	54.836	135.648	LH1079347806.WAV	0.1565	4.5778	86.133	33	3	2	2	
130	Spectrogram 1	1	165.336102819	165.492578912	43.292	139.977	LH1079347811.WAV	0.1565	0.3361	103.359	33	3	2	2	
131	Spectrogram 1	1	165.576835270	165.829604343	51.950	152.965	LH1079347811.WAV	0.2528	0.5769	120.586	33	2	2	2	
132	Spectrogram 1	1	165.889787456	166.142556529	53.393	147.192	LH1079347811.WAV	0.2528	0.8898	103.359	33	2	2	2	
133	Spectrogram 1	1	166.660131299	166.888827127	59.166	161.623	LH1079347811.WAV	0.2287	1.6601	103.359	33	2	2	2	
134	Spectrogram 1	1	166.936973617	167.033266597	53.393	145.749	LH1079347811.WAV	0.0963	1.9370	86.133	33	2	2	2	
135	Spectrogram 1	1	167.057339842	167.237889181	59.166	154.408	LH1079347811.WAV	0.1805	2.0574	103.359	33	2	2	2	
136	Spectrogram 1	1	167.839720308	168.008233023	53.393	152.965	LH1079347811.WAV	0.1685	2.8397	103.359	33	2	2	2	
137	Spectrogram 1	1	168.236928851	168.417478190	56.279	152.965	LH1079347811.WAV	0.1805	3.2370	103.359	33	1	2	2	
138	Spectrogram 1	1	168.525807792	168.658210640	44.735	142.863	LH1079347811.WAV	0.1324	3.5259	103.359	33	2	2	2	
139	Spectrogram 1	1	168.682283885	168.802650111	49.064	139.977	LH1079347811.WAV	0.1204	3.6823	103.359	33	1	2	2	
140	Spectrogram 1	1	171.402557156	171.546996626	56.279	144.306	LH1079348406.WAV	0.1444	1.4026	86.133	33	2	2	2	
141	Spectrogram 1	1	172.040498150	172.245120734	57.723	141.420	LH1079348406.WAV	0.2046	2.0405	103.359	33	2	2	2	
142	Spectrogram 1	1	172.666402523	172.931208218	51.950	158.737	LH1079348406.WAV	0.2648	2.6664	103.359	33	2	2	2	
143	Spectrogram 1	1	0.306402387	0.459603581	59.166	168.838	LH1079338206.WAV	0.1532	0.3063	103.359	33	1	2	2	
144	Spectrogram 1	1	0.621315952	0.817073032	57.723	178.940	LH1079338206.WAV	0.1958	0.6213	103.359	33	1	2	2	
145	Spectrogram 1	1	0.902184807	1.080919533	54.836	193.370	LH1079338206.WAV	0.1787	0.9022	103.359	33	1	2	2	
146	Spectrogram 1	1	1.097941887	1.191564839	57.723	157.294	LH1079338206.WAV	0.0936	1.0980	103.359	33	1	2	2	
147	Spectrogram 1	1	1.200076016	1.378810742	56.279	144.306	LH1079338206.WAV	0.1787	1.2001	103.359	33	1	2	2	
148	Spectrogram 1	1	1.412855452	1.591590178	56.279	170.281	LH1079338206.WAV	0.1787	1.4128	120.586	33	2	2	2	
149	Spectrogram 1	1	1.668190775	1.838414323	56.279	163.066	LH1079338206.WAV	0.1702	1.6681	103.359	33	2	2	2	
150	Spectrogram 1	1	173.096696580	173.207341887	59.166	147.192	LH1079348406.WAV	0.1106	3.0967	103.359	33	3	2	2	
151	Spectrogram 1	1	175.181935049	175.343647420	62.052	135.648	LH1079348411.WAV	0.1617	0.1820	103.359	33	3	2	2	
152	Spectrogram 1	1	175.684094516	175.837295710	51.950	147.192	LH1079348411.WAV	0.1532	0.6841	103.359	33	2	2	2	
153	Spectrogram 1	1	177.548044296	177.667200780	59.166	160.180	LH1079348411.WAV	0.1192	2.5481	120.586	33	2	2	2	
154	Spectrogram 1	1	177.905513748	178.050203764	53.393	161.623	LH1079348411.WAV	0.1447	2.9056	120.586	33	1	2	2	
155	Spectrogram 1	1	179.105589764	179.258790958	60.609	160.180	LH1079348411.WAV	0.1532	4.1056	103.359	33	2	2	2	
156	Spectrogram 1	1	179.454548038	179.641793941	54.836	187.598	LH1079348411.WAV	0.1872	4.4545	103.359	33	2	2	2	
157	Spectrogram 1	1	180.382269130	180.518447968	60.609	171.724	LH1079349006.WAV	0.1362	0.3823	103.359	33	2	2	2	
158	Spectrogram 1	1	181.497233372	181.641923388	59.166	138.534	LH1079349006.WAV	0.1447	1.4973	103.359	33	2	2	2	
159	Spectrogram 1	1	181.863214001	182.007904017	50.507	152.965	LH1079349006.WAV	0.1447	1.8633	103.359	33	2	2	2	
160	Spectrogram 1	1	182.254728162	182.373884646	63.495	164.509	LH1079349006.WAV	0.1192	2.2548	120.586	33	2	2	2	
161	Spectrogram 1	1	183.276069453	183.463315356	59.166	176.054	LH1079349006.WAV	0.1872	3.2761	103.359	33	1	2	2	
162	Spectrogram 1	1	186.220939064	186.416696144	50.507	141.420	LH1079349011.WAV	0.1958	1.2210	86.133	33	1	2	2	
163	Spectrogram 1	1	186.552874983	186.714587354	53.393	141.420	LH1079349011.WAV	0.1617	1.5528	86.133	33	2	2	2	
164	Spectrogram 1	1	186.765654419	186.918855612	54.836	135.648	LH1079349011.WAV	0.1532	1.7656	86.133	33	2	2	2	
165	Spectrogram 1	1	186.978433854	187.199724467	57.723	199.143	LH1079349011.WAV	0.2213	1.9785	103.359	33	1	2	2	
166	Spectrogram 1	1	187.284836241	187.540171564	49.064	187.598	LH1079349011.WAV	0.2553	2.2848	86.133	33	1	2	2	
167	Spectrogram 1	1	187.540171564	187.659328048	47.621	160.180	LH1079349011.WAV	0.1192	2.5401	103.359	33	1	2	2	
168	Spectrogram 1	1	187.795506887	187.948708080	53.393	152.965	LH1079349011.WAV	0.1532	2.7955	103.359	33	2	2	2	
169	Spectrogram 1	1	188.910471129	189.123250564	43.292	173.168	LH1079349011.WAV	0.2128	3.9104	103.359	33	1	2	2	
170	Spectrogram 1	1	190.553131653	190.723355201	56.279	151.522	LH1079349606.WAV	0.1702	0.5532	103.359	33	2	2	2	
171	Spectrogram 1	1	190.919112282	191.097847008	62.052	155.851	LH1079349606.WAV	0.1787	0.9192	86.133	33	3	2	2	
172	Spectrogram 1	1	191.225514669	191.438294105	54.836	189.041	LH1079349606.WAV	0.2128	1.2255	120.586	33	1	2	2	
173	Spectrogram 1	1	191.591495298	191.761718847	62.052	134.205	LH1079349606.WAV	0.1702	1.5915	103.359	33	3	2	2	
174	Spectrogram 1	1	192.017054169	192.161744186	59.166	163.066	LH1079349606.WAV	0.1447	2.0170	103.359	33	2	2	2	
175	Spectrogram 1	1	192.417079508	192.544747170	56.279	147.192	LH1079349606.WAV	0.1277	2.4171	103.359	33	3	2	2	
176	Spectrogram 1	1	192.800082492	192.944772508	69.267	148.635	LH1079349606.WAV	0.1447	2.8001	103.359	33	3	2	2	
177	Spectrogram 1	1	193.055417815	193.174574299	72.153	148.635	LH1079349606.WAV	0.1192	3.0554	103.359	33	3	2	2	
178	Spectrogram 1	1	193.549066105	193.727800831	67.824	161.623	LH1079349606.WAV	0.1787	3.5491	103.359	33	2	2	2	
179	Spectrogram 1	1	194.076759105	194.178893235	63.495	161.623	LH1079349606.WAV	0.1021	4.0768	103.359	33	2	2	2	
180	Spectrogram 1	1	194.264005009	194.485295622	60.609	157.294	LH1079349606.WAV	0.2213	4.2641	86.133	33	2	2	2	
181	Spectrogram 1	1	197.021630728	197.174831921	50.507	147.192	LH1079349611.WAV	0.1532	2.0217	103.359	33	3	2	2	
182	Spectrogram 1	1	198.902600938	199.055802131	67.824	155.851	LH1079349611.WAV	0.1532	3.9026	103.359	33	2	2	2	
183	Spectrogram 1	1	200.426101696	200.621858777	62.052	158.737	LH1079350206.WAV	0.1958	0.4261	103.359	33	2	2	2	
184	Spectrogram 1	1	201.021884116	201.141040600	53.393	157.294	LH1079350206.WAV	0.1192	1.0219	103.359	33	1	2	2	
185	Spectrogram 1	1	201.898535390	202.077270116	51.950	147.192	LH1079350206.WAV	0.1787	1.8985	103.359	33	2	2	2	
186	Spectrogram 1	1	202.213448955	202.400694858	59.166	167.395	LH1079350206.WAV	0.1872	2.2135	103.359	33	1	2	2	
187	Spectrogram 1	1	202.604963116	202.741141955	64.938	163.066	LH1079350206.WAV	0.1362	2.6050	103.359	33	1	2	2	
188	Spectrogram 1	1	203.056055520	203.200745536	60.609	141.420	LH1079350206.WAV	0.1447	3.0560	103.359	33	3	2	2	
189	Spectrogram 1	1	203.396502616	203.609282052	51.950	158.737	LH1079350206.WAV	0.2128	3.3965	103.359	33	2	2	2	
190	Spectrogram 1	1	203.839083842	203.924195617	66.381	157.294	LH1079350206.WAV	0.0851	3.8391	103.359	33	2	2	2	
191	Spectrogram 1	1	204.809362197	204.937029858	57.723	167.395	LH1079350206.WAV	0.1277	4.8094	120.586	33	2	2	2	
192	Spectrogram 1	1	205.558345810	205.711547004	62.052	158.737	LH1079350211.WAV	0.1532	0.5584	103.359	33	2	2	2	
193	Spectrogram 1	1	206.417974730	206.545642391	56.279	141.420	LH1079350211.WAV	0.1277	1.4180	86.133	33	3	2	2	
194	Spectrogram 1	1	206.715865939	206.809488891	60.609	148.635	LH1079350211.WAV	0.0936	1.7159	103.359	33	2	2	2	
195	Spectrogram 1	1	207.354204246	207.481871907	54.836	167.395	LH1079350211.WAV	0.1277	2.3542	120.586	33	1	2	2	
196	Spectrogram 1	1	207.745718407	207.881897246	69.267	152.965	LH1079350211.WAV	0.1362	2.7457	103.359	33	1	2	2	
197	Spectrogram 1	1	208.009564907	208.239366698	53.393	152.965	LH1079350211.WAV	0.2298	3.0095	103.359	33	1	2	2	
198	Spectrogram 1	1	208.409590246	208.562791440	54.836	152.965	LH1079350211.WAV	0.1532	3.4096	120.586	33	2	2	2	
199	Spectrogram 1	1	208.767059698	208.894727359	57.723	144.306	LH1079350211.WAV	0.1277	3.7670	120.586	33	3	2	2	
200	Spectrogram 1	1	209.133040327	209.269219166	50.507	145.749	LH1079350211.WAV	0.1362	4.1330	103.359	33	2	2	2	
201	Spectrogram 1	1	209.490509779	209.728822747	47.621	190.484	LH1079350211.WAV	0.2383	4.4905	103.359	33	1	2	2	
202	Spectrogram 1	1	209.822445698	209.967135714	41.849	155.851	LH1079350211.WAV	0.1447	4.8224	103.359	33	1	2	2	
203	Spectrogram 1	1	210.307586940	210.520366375	56.279	161.623	LH1079350806.WAV	0.2128	0.3076	103.359	33	2	2	2	
204	Spectrogram 1	1	210.852302295	211.099126440	51.950	158.737	LH1079350806.WAV	0.2468	0.8523	103.359	33	2	2	2	
205	Spectrogram 1	1	212.265157747	212.435381295	66.381	147.192	LH1079350806.WAV	0.1702	2.2652	120.586	33	3	2	2	
