Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
96	Spectrogram 1	1	143.532560665	143.634694794	66.381	148.635	LH1079386806.WAV	0.1021	3.5325	120.586	33	3	2	2	
97	Spectrogram 1	1	149.566985457	149.669119586	66.381	151.522	LH1079386811.WAV	0.1021	4.5670	120.586	33	3	2	2	
98	Spectrogram 1	1	150.715995682	150.928775117	54.836	204.915	LH1079387406.WAV	0.2128	0.7160	103.359	33	1	2	2	
99	Spectrogram 1	1	151.167088085	151.294755746	44.735	152.965	LH1079387406.WAV	0.1277	1.1671	103.359	33	2	2	2	
100	Spectrogram 1	1	154.665182005	154.784338489	50.507	145.749	LH1079387406.WAV	0.1192	4.6652	103.359	33	2	2	2	
101	Spectrogram 1	1	157.737719599	157.848364905	70.710	151.522	LH1079387411.WAV	0.1106	2.7378	120.586	33	3	2	2	
102	Spectrogram 1	1	158.239879066	158.359035550	64.938	152.965	LH1079387411.WAV	0.1192	3.2399	86.133	33	3	2	2	
103	Spectrogram 1	1	158.725016180	158.869706196	66.381	158.737	LH1079387411.WAV	0.1447	3.7251	103.359	33	2	2	2	
104	Spectrogram 1	1	162.563559847	162.699738685	49.064	167.395	LH1079388006.WAV	0.1362	2.5636	86.133	33	2	2	2	
105	Spectrogram 1	1	166.589346767	166.734036783	59.166	152.965	LH1079388011.WAV	0.1447	1.5893	86.133	33	3	2	2	
106	Spectrogram 1	1	177.032565492	177.185766686	56.279	168.838	LH1079388611.WAV	0.1532	2.0325	103.359	33	2	2	2	
107	Spectrogram 1	1	181.364759034	181.517960228	54.836	163.066	LH1079389206.WAV	0.1532	1.3647	103.359	33	2	2	2	
108	Spectrogram 1	1	181.883940857	182.037142051	62.052	155.851	LH1079389206.WAV	0.1532	1.8839	120.586	33	1	2	2	
109	Spectrogram 1	1	189.518472191	189.663162207	62.052	145.749	LH1079389211.WAV	0.1447	4.5185	103.359	33	2	2	2	
110	Spectrogram 1	1	190.463212885	190.607902901	53.393	145.749	LH1079389806.WAV	0.1447	0.4633	86.133	33	2	2	2	
111	Spectrogram 1	1	194.293245583	194.420913244	67.824	158.737	LH1079389806.WAV	0.1277	4.2932	120.586	33	2	2	2	
112	Spectrogram 1	1	195.340120406	195.450765712	64.938	147.192	LH1079389811.WAV	0.1106	0.3401	103.359	33	2	2	2	
113	Spectrogram 1	1	198.455213565	198.548836517	67.824	148.635	LH1079389811.WAV	0.0936	3.4552	103.359	33	2	2	2	
114	Spectrogram 1	1	198.880772436	198.991417743	62.052	147.192	LH1079389811.WAV	0.1106	3.8807	86.133	33	2	2	2	
115	Spectrogram 1	1	199.416976614	199.527621920	57.723	147.192	LH1079389811.WAV	0.1106	4.4170	103.359	33	2	2	2	
116	Spectrogram 1	1	202.744846986	202.846981115	54.836	148.635	LH1079390406.WAV	0.1021	2.7449	103.359	33	2	2	2	
117	Spectrogram 1	1	216.805324684	216.950014700	54.836	152.965	LH1079391011.WAV	0.1447	1.8053	103.359	33	1	2	2	
118	Spectrogram 1	1	217.656442426	217.843688330	56.279	150.079	LH1079391011.WAV	0.1872	2.6565	103.359	33	1	2	2	
119	Spectrogram 1	1	218.524582523	218.660761362	56.279	141.420	LH1079391011.WAV	0.1362	3.5246	103.359	33	3	2	2	
120	Spectrogram 1	1	224.422830382	224.550498043	53.393	154.408	LH1079391606.WAV	0.1277	4.4228	103.359	33	2	2	2	
121	Spectrogram 1	1	239.394002370	239.513158854	63.495	147.192	LH1079392211.WAV	0.1192	4.3940	103.359	33	2	2	2	
122	Spectrogram 1	1	239.785516531	239.887650660	54.836	152.965	LH1079392211.WAV	0.1021	4.7855	103.359	33	2	2	2	
123	Spectrogram 1	1	241.581374967	241.692020274	49.064	154.408	LH1079392806.WAV	0.1106	1.5814	86.133	33	2	2	2	
124	Spectrogram 1	1	244.441130581	244.636887662	64.938	160.180	LH1079392806.WAV	0.1958	4.4412	120.586	33	1	2	2	
125	Spectrogram 1	1	246.568929171	246.671063300	47.621	147.192	LH1079392811.WAV	0.1021	1.5689	103.359	33	2	2	2	
126	Spectrogram 1	1	246.756175074	246.866820380	60.609	147.192	LH1079392811.WAV	0.1106	1.7561	103.359	33	2	2	2	
127	Spectrogram 1	1	253.233184696	253.369363535	66.381	187.598	LH1079393406.WAV	0.1362	3.2332	103.359	33	2	2	2	
128	Spectrogram 1	1	256.875968632	257.054703358	57.723	160.180	LH1079393411.WAV	0.1787	1.8760	103.359	33	1	2	2	
129	Spectrogram 1	1	257.556862826	257.676019310	70.710	152.965	LH1079393411.WAV	0.1192	2.5569	103.359	33	2	2	2	
130	Spectrogram 1	1	260.612377327	260.748556166	60.609	181.826	LH1079394006.WAV	0.1362	0.6124	103.359	33	1	2	2	
131	Spectrogram 1	1	265.514815522	265.719083780	69.267	176.054	LH1079394011.WAV	0.2043	0.5149	103.359	33	2	2	2	
132	Spectrogram 1	1	265.982930280	266.178687361	69.267	191.927	LH1079394011.WAV	0.1958	0.9829	120.586	33	2	2	2	
133	Spectrogram 1	1	267.046827458	267.140450409	67.824	152.965	LH1079394011.WAV	0.0936	2.0468	103.359	33	2	2	2	
134	Spectrogram 1	1	270.698124696	270.876859422	69.267	173.168	LH1079394606.WAV	0.1787	0.6981	103.359	33	2	2	2	
135	Spectrogram 1	1	271.336463003	271.481153019	63.495	180.383	LH1079394606.WAV	0.1447	1.3365	120.586	33	2	2	2	
136	Spectrogram 1	1	272.196091922	272.357804293	72.153	147.192	LH1079394606.WAV	0.1617	2.1961	103.359	33	3	2	2	
137	Spectrogram 1	1	272.604628438	272.783363164	63.495	170.281	LH1079394606.WAV	0.1787	2.6046	103.359	33	2	2	2	
138	Spectrogram 1	1	272.996142600	273.166366148	59.166	196.257	LH1079394606.WAV	0.1702	2.9961	103.359	33	2	2	2	
139	Spectrogram 1	1	273.498302068	273.668525616	67.824	171.724	LH1079394606.WAV	0.1702	3.4983	103.359	33	2	2	2	
140	Spectrogram 1	1	274.000461536	274.119618019	72.153	152.965	LH1079394606.WAV	0.1192	4.0005	103.359	33	3	2	2	
141	Spectrogram 1	1	274.383464519	274.545176890	62.052	161.623	LH1079394606.WAV	0.1617	4.3834	103.359	33	2	2	2	
142	Spectrogram 1	1	275.345227568	275.430339342	63.495	147.192	LH1079394611.WAV	0.0851	0.3452	86.133	33	3	2	2	
143	Spectrogram 1	1	275.575029358	275.694185842	60.609	158.737	LH1079394611.WAV	0.1192	0.5751	103.359	33	2	2	2	
144	Spectrogram 1	1	275.864409391	276.009099407	49.064	163.066	LH1079394611.WAV	0.1447	0.8644	103.359	33	2	2	2	
145	Spectrogram 1	1	277.396422178	277.515578662	64.938	164.509	LH1079394611.WAV	0.1192	2.3964	103.359	33	2	2	2	
146	Spectrogram 1	1	277.787936339	277.958159888	69.267	191.927	LH1079394611.WAV	0.1702	2.7880	103.359	33	2	2	2	
147	Spectrogram 1	1	278.213495210	278.315629339	64.938	155.851	LH1079394611.WAV	0.1021	3.2135	103.359	33	2	2	2	
148	Spectrogram 1	1	278.877367049	279.030568243	69.267	152.965	LH1079394611.WAV	0.1532	3.8773	120.586	33	2	2	2	
149	Spectrogram 1	1	279.396548872	279.507194178	60.609	150.079	LH1079394611.WAV	0.1106	4.3966	103.359	33	2	2	2	
150	Spectrogram 1	1	281.005162997	281.166875368	56.279	177.497	LH1079395206.WAV	0.1617	1.0052	103.359	33	1	2	2	
151	Spectrogram 1	1	281.617967771	281.822236029	56.279	176.054	LH1079395206.WAV	0.2043	1.6179	103.359	33	1	2	2	
152	Spectrogram 1	1	281.975437223	282.120127239	59.166	160.180	LH1079395206.WAV	0.1447	1.9754	86.133	33	1	2	2	
153	Spectrogram 1	1	286.639564357	286.741698486	51.950	147.192	LH1079395211.WAV	0.1021	1.6396	103.359	33	2	2	2	
154	Spectrogram 1	1	287.380036793	287.473659745	57.723	147.192	LH1079395211.WAV	0.0936	2.3800	103.359	33	2	2	2	
155	Spectrogram 1	1	288.111998051	288.290732777	62.052	164.509	LH1079395211.WAV	0.1787	3.1120	103.359	33	2	2	2	
156	Spectrogram 1	1	290.614285383	290.767486577	67.824	142.863	LH1079395806.WAV	0.1532	0.6143	120.586	33	3	2	2	
157	Spectrogram 1	1	291.031333077	291.218578980	69.267	152.965	LH1079395806.WAV	0.1872	1.0313	103.359	33	2	2	2	
158	Spectrogram 1	1	291.499447835	291.593070787	63.495	155.851	LH1079395806.WAV	0.0936	1.4994	103.359	33	2	2	2	
159	Spectrogram 1	1	291.780316690	291.976073771	63.495	151.522	LH1079395806.WAV	0.1958	1.7803	103.359	33	2	2	2	
160	Spectrogram 1	1	292.384610287	292.503766771	69.267	152.965	LH1079395806.WAV	0.1192	2.3846	103.359	33	2	2	2	
161	Spectrogram 1	1	293.150616255	293.269772739	64.938	154.408	LH1079395806.WAV	0.1192	3.1506	103.359	33	2	2	2	
162	Spectrogram 1	1	293.746398675	293.925133400	70.710	155.851	LH1079395806.WAV	0.1787	3.7464	120.586	33	2	2	2	
163	Spectrogram 1	1	294.274091675	294.435804046	62.052	145.749	LH1079395806.WAV	0.1617	4.2740	103.359	33	2	2	2	
164	Spectrogram 1	1	297.218959063	297.406204966	67.824	199.143	LH1079395811.WAV	0.1872	2.2189	120.586	33	2	2	2	
165	Spectrogram 1	1	297.806230305	297.933897966	69.267	190.484	LH1079395811.WAV	0.1277	2.8062	103.359	33	2	2	2	
166	Spectrogram 1	1	300.334052546	300.521298449	57.723	196.257	LH1079396406.WAV	0.1872	0.3340	120.586	33	1	2	2	
167	Spectrogram 1	1	301.942665079	302.104377450	53.393	161.623	LH1079396406.WAV	0.1617	1.9426	103.359	33	2	2	2	
168	Spectrogram 1	1	302.861872240	303.032095789	62.052	158.737	LH1079396406.WAV	0.1702	2.8619	103.359	33	2	2	2	
169	Spectrogram 1	1	305.279046628	305.406714289	51.950	157.294	LH1079396411.WAV	0.1277	0.2790	103.359	33	2	2	2	
170	Spectrogram 1	1	305.815250805	305.959940822	63.495	193.370	LH1079396411.WAV	0.1447	0.8153	120.586	33	2	2	2	
171	Spectrogram 1	1	306.087608483	306.164209080	60.609	152.965	LH1079396411.WAV	0.0766	1.0876	103.359	33	3	2	2	
172	Spectrogram 1	1	306.402522047	306.538700886	56.279	155.851	LH1079396411.WAV	0.1362	1.4025	103.359	33	2	2	2	
173	Spectrogram 1	1	307.508977549	307.662178743	57.723	189.041	LH1079396411.WAV	0.1532	2.5090	103.359	33	2	2	2	
174	Spectrogram 1	1	308.147315856	308.274983517	56.279	147.192	LH1079396411.WAV	0.1277	3.1473	103.359	33	2	2	2	
175	Spectrogram 1	1	308.862254759	308.998433598	64.938	190.484	LH1079396411.WAV	0.1362	3.8622	120.586	33	2	2	2	
176	Spectrogram 1	1	310.300646499	310.462358870	62.052	165.952	LH1079397006.WAV	0.1617	0.3007	103.359	33	2	2	2	
177	Spectrogram 1	1	310.590026531	310.751738902	67.824	145.749	LH1079397006.WAV	0.1617	0.5900	103.359	33	2	2	2	
178	Spectrogram 1	1	310.896428918	311.041118934	46.178	193.370	LH1079397006.WAV	0.1447	0.8965	120.586	33	2	2	2	
179	Spectrogram 1	1	311.364543676	311.585834289	50.507	190.484	LH1079397006.WAV	0.2213	1.3645	103.359	33	1	2	2	
180	Spectrogram 1	1	311.790102547	311.926281386	46.178	191.927	LH1079397006.WAV	0.1362	1.7901	103.359	33	2	2	2	
181	Spectrogram 1	1	312.377373789	312.513552628	64.938	164.509	LH1079397006.WAV	0.1362	2.3773	103.359	33	2	2	2	
182	Spectrogram 1	1	313.671072758	313.883852193	56.279	168.838	LH1079397006.WAV	0.2128	3.6711	103.359	33	1	2	2	
183	Spectrogram 1	1	314.624324629	314.777525822	62.052	193.370	LH1079397006.WAV	0.1532	4.6244	120.586	33	2	2	2	
184	Spectrogram 1	1	315.339263532	315.526509435	60.609	194.813	LH1079397011.WAV	0.1872	0.3392	103.359	33	1	2	2	
185	Spectrogram 1	1	316.096760124	316.224427786	56.279	144.306	LH1079397011.WAV	0.1277	1.0967	103.359	33	2	2	2	
186	Spectrogram 1	1	317.433014980	317.586216173	57.723	183.269	LH1079397011.WAV	0.1532	2.4330	103.359	33	2	2	2	
187	Spectrogram 1	1	317.986241512	318.113909173	53.393	193.370	LH1079397011.WAV	0.1277	2.9863	120.586	33	2	2	2	
188	Spectrogram 1	1	318.505423335	318.667135706	59.166	183.269	LH1079397011.WAV	0.1617	3.5054	120.586	33	2	2	2	
189	Spectrogram 1	1	319.075672222	319.237384593	62.052	190.484	LH1079397011.WAV	0.1617	4.0756	103.359	33	2	2	2	
190	Spectrogram 1	1	319.705499351	319.901256432	53.393	163.066	LH1079397011.WAV	0.1958	4.7056	103.359	33	2	2	2	
191	Spectrogram 1	1	320.684284755	320.863019480	54.836	152.965	LH1079397606.WAV	0.1787	0.6842	86.133	33	2	2	2	
192	Spectrogram 1	1	321.373690126	321.560936029	57.723	197.700	LH1079397606.WAV	0.1872	1.3737	103.359	33	2	2	2	
193	Spectrogram 1	1	322.505676723	322.650366739	64.938	196.257	LH1079397606.WAV	0.1447	2.5057	120.586	33	2	2	2	
194	Spectrogram 1	1	323.552551546	323.697241562	69.267	191.927	LH1079397606.WAV	0.1447	3.5526	120.586	33	2	2	2	
195	Spectrogram 1	1	327.348538584	327.433650358	70.710	180.383	LH1079397611.WAV	0.0851	2.3485	120.586	33	2	2	2	
196	Spectrogram 1	1	327.731541568	327.842186874	69.267	164.509	LH1079397611.WAV	0.1106	2.7315	103.359	33	2	2	2	
197	Spectrogram 1	1	328.012410423	328.140078084	72.153	135.648	LH1079397611.WAV	0.1277	3.0124	103.359	33	2	2	2	
198	Spectrogram 1	1	331.842442495	332.012666043	56.279	161.623	LH1079398206.WAV	0.1702	1.8424	103.359	33	2	2	2	
199	Spectrogram 1	1	332.719093769	332.923362027	54.836	174.611	LH1079398206.WAV	0.2043	2.7190	103.359	33	1	2	2	
200	Spectrogram 1	1	333.374454431	333.544677979	53.393	161.623	LH1079398206.WAV	0.1702	3.3745	103.359	33	1	2	2	
201	Spectrogram 1	1	332.131822527	332.250979011	70.710	144.306	LH1079398206.WAV	0.1192	2.1319	103.359	33	2	2	2	
202	Spectrogram 1	1	333.034007334	333.136141463	56.279	144.306	LH1079398206.WAV	0.1021	3.0340	103.359	33	2	2	2	
203	Spectrogram 1	1	333.817035657	333.944703318	67.824	150.079	LH1079398206.WAV	0.1277	3.8170	103.359	33	2	2	2	
204	Spectrogram 1	1	335.161801689	335.340536415	60.609	163.066	LH1079398211.WAV	0.1787	0.1618	103.359	33	2	2	2	
205	Spectrogram 1	1	336.812971384	336.966172577	64.938	177.497	LH1079398211.WAV	0.1532	1.8129	103.359	33	2	2	2	
