Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	Peak Freq (Hz)	call variant	level	call cutoff @ end	calls overlap	Notes
39	Spectrogram 1	1	384.058542557	384.186210218	62.052	152.965	LH1079441406.WAV	0.1277	4.0585	103.359	33	2	2	2	
40	Spectrogram 1	1	385.369263880	385.522465073	56.279	147.192	LH1079441411.WAV	0.1532	0.3693	103.359	33	2	2	2	
41	Spectrogram 1	1	387.633237074	387.769415913	56.279	154.408	LH1079441411.WAV	0.1362	2.6332	103.359	33	1	2	2	
42	Spectrogram 1	1	388.152418897	388.331153622	46.178	152.965	LH1079441411.WAV	0.1787	3.1524	103.359	33	1	2	2	
43	Spectrogram 1	1	389.795080373	389.905725680	53.393	151.522	LH1079441411.WAV	0.1106	4.7951	86.133	33	2	2	2	
44	Spectrogram 1	1	391.250491712	391.437737616	69.267	157.294	LH1079442006.WAV	0.1872	1.2505	103.359	33	2	2	2	
45	Spectrogram 1	1	391.905852374	392.042031213	57.723	144.306	LH1079442006.WAV	0.1362	1.9059	103.359	33	2	2	2	
46	Spectrogram 1	1	393.471909019	393.667666100	47.621	160.180	LH1079442006.WAV	0.1958	3.4719	103.359	33	1	2	2	
47	Spectrogram 1	1	395.642259262	395.820993988	43.292	155.851	LH1079442011.WAV	0.1787	0.6423	103.359	33	2	2	2	
48	Spectrogram 1	1	396.833828124	396.970006962	59.166	161.623	LH1079442011.WAV	0.1362	1.8338	86.133	33	2	2	2	
49	Spectrogram 1	1	397.165764043	397.370032301	51.950	160.180	LH1079442011.WAV	0.2043	2.1658	86.133	33	2	2	2	
50	Spectrogram 1	1	398.765865398	398.859488350	69.267	150.079	LH1079442011.WAV	0.0936	3.7659	103.359	33	2	2	2	
51	Spectrogram 1	1	398.867999527	399.046734253	54.836	152.965	LH1079442011.WAV	0.1787	3.8680	103.359	33	1	2	2	
52	Spectrogram 1	1	399.336114286	399.489315479	53.393	158.737	LH1079442011.WAV	0.1532	4.3362	103.359	33	1	2	2	
53	Spectrogram 1	1	401.787333383	401.957556931	59.166	196.257	LH1079442606.WAV	0.1702	1.7873	120.586	33	2	2	2	
54	Spectrogram 1	1	408.579258999	408.766504903	53.393	161.623	LH1079442611.WAV	0.1872	3.5793	103.359	33	1	2	2	
55	Spectrogram 1	1	415.175427006	415.320117022	50.507	170.281	LH1079443211.WAV	0.1447	0.1754	120.586	33	2	2	2	
56	Spectrogram 1	1	415.635030587	415.771209425	54.836	148.635	LH1079443211.WAV	0.1362	0.6350	103.359	33	2	2	2	
57	Spectrogram 1	1	430.504068446	430.674291994	49.064	160.180	LH1079444406.WAV	0.1702	0.5041	103.359	33	1	2	2	
58	Spectrogram 1	1	430.725359059	430.878560252	67.824	151.522	LH1079444406.WAV	0.1532	0.7254	103.359	33	2	2	2	
59	Spectrogram 1	1	430.997716736	431.116873220	53.393	158.737	LH1079444406.WAV	0.1192	0.9977	86.133	33	2	2	2	
60	Spectrogram 1	1	431.193473817	431.278585591	64.938	152.965	LH1079444406.WAV	0.0851	1.1934	103.359	33	2	2	2	
61	Spectrogram 1	1	441.926075850	442.019698801	56.279	158.737	LH1079445006.WAV	0.0936	1.9261	103.359	33	2	2	2	
62	Spectrogram 1	1	445.645460383	445.730572157	69.267	152.965	LH1079445011.WAV	0.0851	0.6455	103.359	33	2	2	2	
63	Spectrogram 1	1	454.326868128	454.454535789	41.849	152.965	LH1079445606.WAV	0.1277	4.3269	103.359	33	2	2	2	
64	Spectrogram 1	1	455.492899435	455.560988854	37.520	150.079	LH1079445611.WAV	0.0681	0.4929	103.359	33	2	2	2	
65	Spectrogram 1	1	461.586907444	461.672019218	54.836	158.737	LH1079446206.WAV	0.0851	1.5870	103.359	33	2	2	2	
66	Spectrogram 1	1	469.144836911	469.255482217	57.723	160.180	LH1079446211.WAV	0.1106	4.1448	103.359	33	2	2	2	
67	Spectrogram 1	1	469.553373427	469.698063443	49.064	157.294	LH1079446211.WAV	0.1447	4.5534	103.359	33	2	2	2	
68	Spectrogram 1	1	477.162370912	477.307060928	64.938	150.079	LH1079446811.WAV	0.1447	2.1624	103.359	33	2	2	2	
69	Spectrogram 1	1	503.095945136	503.257657507	56.279	150.079	LH1079448606.WAV	0.1617	3.0959	103.359	33	2	2	2	
70	Spectrogram 1	1	503.581082249	503.657682846	56.279	157.294	LH1079448606.WAV	0.0766	3.5811	103.359	33	2	2	2	
71	Spectrogram 1	1	505.249273023	505.393963040	57.723	161.623	LH1079448611.WAV	0.1447	0.2493	86.133	33	2	2	2	
72	Spectrogram 1	1	508.202651589	508.313296895	62.052	142.863	LH1079448611.WAV	0.1106	3.2026	103.359	33	2	2	2	
73	Spectrogram 1	1	509.053769331	509.206970524	70.710	144.306	LH1079448611.WAV	0.1532	4.0537	103.359	33	3	2	2	
74	Spectrogram 1	1	513.368940205	513.454051979	53.393	152.965	LH1079449206.WAV	0.0851	3.3689	103.359	33	2	2	2	
75	Spectrogram 1	1	516.909590012	517.011724141	59.166	142.863	LH1079449211.WAV	0.1021	1.9096	103.359	33	3	2	2	
76	Spectrogram 1	1	517.947953657	518.050087786	62.052	152.965	LH1079449211.WAV	0.1021	2.9480	103.359	33	2	2	2	
77	Spectrogram 1	1	518.356490174	518.501180190	56.279	144.306	LH1079449211.WAV	0.1447	3.3565	103.359	33	2	2	2	
78	Spectrogram 1	1	518.790560222	518.901205529	59.166	147.192	LH1079449211.WAV	0.1106	3.7906	103.359	33	2	2	2	
79	Spectrogram 1	1	525.386726965	525.471838740	53.393	142.863	LH1079449811.WAV	0.0851	0.3867	86.133	33	2	2	2	
80	Spectrogram 1	1	526.416579433	526.535735917	53.393	137.091	LH1079449811.WAV	0.1192	1.4166	86.133	33	2	2	2	
81	Spectrogram 1	1	573.764276606	573.891944267	51.950	154.408	LH1079452806.WAV	0.1277	3.7643	103.359	33	2	2	2	
82	Spectrogram 1	1	643.547445943	643.819803620	34.634	147.192	LH1079457006.WAV	0.2724	3.5474	103.359	33	1	2	2	
83	Spectrogram 1	1	669.634212377	669.744857683	53.393	147.192	LH1079458211.WAV	0.1106	4.6342	103.359	33	2	2	2	
