file,call_length,start_time,call_variant,signal_level,call_overlap,call_cutoff,call_cutoff,high_freq
bermuda_2015-08-12T002000.wav,2.9529,2.4198,8,3,True,False,False,364.349
bermuda_2015-08-12T002000.wav,3.2555,5.8355,1,2,True,False,False,126.51
bermuda_2015-08-12T002000.wav,3.1707,5.7145,8,3,True,False,False,453.749
bermuda_2015-08-12T002500.wav,0.1815,7.751,3,2,False,False,False,160.246
bermuda_2015-08-12T002500.wav,0.2299,8.3561,3,2,False,False,False,183.861
bermuda_2015-08-12T002500.wav,0.2783,8.6586,3,3,False,False,False,170.367
bermuda_2015-08-12T003000.wav,6.2568,1.1224,1,3,False,False,False,182.174
bermuda_2015-08-12T003000.wav,2.4809,7.8043,8,2,False,False,False,586.832
bermuda_2015-08-12T003000.wav,7.7574,10.638,1,3,False,True,True,160.246
bermuda_2015-08-12T004000.wav,3.8121,0.9608,1,2,False,False,False,166.993
bermuda_2015-08-12T004000.wav,5.6396,4.9681,1,3,True,True,True,150.125
bermuda_2015-08-12T004000.wav,0.2178,7.5822,3,1,True,False,False,210.85
bermuda_2015-08-12T005500.wav,0.2178,9.0003,3,2,False,False,False,182.174
bermuda_2015-08-12T010000.wav,4.9013,5.4819,1,3,False,False,False,158.559
bermuda_2015-08-12T010500.wav,2.4325,0.0017,1,2,False,True,True,136.631
bermuda_2015-08-11T210500.wav,10.5167,0.1089,6,1,True,True,True,322.179
bermuda_2015-08-11T211000.wav,10.5409,0.0518,6,1,True,True,True,312.058
bermuda_2015-08-11T211500.wav,10.6256,0.0074,6,1,True,True,True,317.118
bermuda_2015-08-12T012500.wav,2.9841,1.1643,1,3,False,False,False,193.946
bermuda_2015-08-12T013000.wav,3.653,2.7341,1,2,False,False,False,182.818
bermuda_2015-08-12T013000.wav,1.2144,9.4427,8,3,False,True,True,332.251
bermuda_2015-08-12T013500.wav,3.8416,6.7999,2,2,False,True,True,195.535
bermuda_2015-08-12T014000.wav,0.223,1.0824,3,1,False,False,False,255.945
bermuda_2015-08-12T014500.wav,3.9788,0.0189,1,3,False,True,True,184.407
bermuda_2015-08-12T014500.wav,4.1332,4.8858,1,3,False,False,False,157.382
bermuda_2015-08-12T015000.wav,0.3001,1.167,3,2,False,False,False,314.764
bermuda_2015-08-12T015000.wav,2.3153,5.0392,1,2,True,False,False,208.253
bermuda_2015-08-12T015000.wav,2.7869,7.8518,1,3,False,True,True,151.023
bermuda_2015-08-12T015500.wav,2.2467,8.4045,1,3,False,True,True,174.869
bermuda_2015-08-12T021500.wav,4.9993,0.0378,2,1,False,True,True,163.741
bermuda_2015-08-12T021500.wav,5.8482,3.057,1,3,True,False,False,209.843
bermuda_2015-08-12T022000.wav,0.2315,9.7277,3,1,False,False,False,241.637
bermuda_2015-08-12T023000.wav,2.8469,5.3287,1,3,False,False,False,174.869
bermuda_2015-08-12T023500.wav,0.2573,6.2203,3,2,False,False,False,219.381
bermuda_2015-08-12T023500.wav,2.2038,8.4327,1,2,False,True,True,189.176
bermuda_2015-08-12T024000.wav,0.1972,2.5504,3,2,False,False,False,195.535
bermuda_2015-08-12T024000.wav,0.2315,3.2707,3,2,False,False,False,192.356
bermuda_2015-08-12T024000.wav,0.1972,7.8355,3,3,False,False,False,233.689
bermuda_2015-08-12T025000.wav,0.2401,7.7882,3,1,False,False,False,252.765
bermuda_2015-08-12T030000.wav,0.3344,8.3477,3,1,False,False,False,246.406
bermuda_2015-08-12T030500.wav,1.1233,9.5295,1,3,False,True,True,151.023
bermuda_2015-08-12T031500.wav,3.0785,0.5697,1,3,True,False,False,208.253
bermuda_2015-08-12T031500.wav,0.3687,1.8303,3,2,True,False,False,267.073
bermuda_2015-08-12T032000.wav,0.2658,1.7324,3,2,False,False,False,200.305
bermuda_2015-08-12T033000.wav,4.1846,0.0017,1,1,True,True,True,158.972
bermuda_2015-08-12T033000.wav,3.1899,1.7682,1,2,True,False,False,233.092
bermuda_2015-08-12T033500.wav,5.9511,3.493,1,3,True,False,False,138.306
bermuda_2015-08-12T033500.wav,0.3602,4.8907,3,1,True,False,False,262.304
bermuda_2015-08-12T033500.wav,2.461,10.6072,1,3,False,True,True,165.331
bermuda_2015-08-12T034000.wav,2.401,7.7613,1,3,False,False,False,143.075
bermuda_2015-08-12T035000.wav,0.2401,8.1631,3,3,False,False,False,176.459
bermuda_2015-08-12T035500.wav,0.283,5.3086,3,2,False,False,False,174.869
bermuda_2015-08-12T035500.wav,0.3344,5.7973,3,2,False,False,False,174.869
bermuda_2015-08-12T035500.wav,0.3344,9.0883,3,1,False,False,False,217.791
bermuda_2015-08-12T040000.wav,0.223,5.2741,3,2,False,False,False,178.048
bermuda_2015-08-12T040000.wav,0.1887,7.3835,3,2,False,False,False,211.433
bermuda_2015-08-12T040500.wav,3.6959,3.1603,1,3,False,False,False,165.331
bermuda_2015-08-12T041000.wav,0.2658,3.8566,3,3,False,False,False,176.459
bermuda_2015-08-12T041500.wav,3.9017,0.0304,1,3,False,False,False,243.227
bermuda_2015-08-12T042000.wav,0.223,3.8811,3,2,False,False,False,209.843
bermuda_2015-08-12T042000.wav,0.1972,4.1212,3,2,False,False,False,216.202
bermuda_2015-08-12T042000.wav,2.7526,6.1062,1,3,False,False,False,166.92
bermuda_2015-08-12T042500.wav,0.2401,3.3571,3,1,False,False,False,173.279
bermuda_2015-08-12T043000.wav,3.31,0.0145,1,3,False,True,True,154.203
bermuda_2015-08-12T043000.wav,0.2573,9.2799,3,3,False,False,False,200.305
bermuda_2015-08-12T043500.wav,0.2058,2.4813,3,3,False,False,False,220.971
bermuda_2015-08-12T043500.wav,0.2487,3.6475,3,2,False,False,False,195.535
bermuda_2015-08-12T043500.wav,0.2744,5.8487,3,2,False,False,False,225.74
bermuda_2015-08-12T044000.wav,0.1458,10.5002,3,2,False,True,True,168.51
bermuda_2015-08-12T044500.wav,0.2744,7.4346,3,1,False,False,False,254.355
bermuda_2015-08-12T044500.wav,0.2573,9.2183,3,1,False,False,False,252.765
bermuda_2015-08-12T045000.wav,6.8515,2.4318,1,3,True,False,False,154.203
bermuda_2015-08-12T045000.wav,0.2315,5.1896,3,1,True,False,False,284.56
bermuda_2015-08-12T045000.wav,0.223,6.0557,3,2,True,False,False,189.176
bermuda_2015-08-12T045000.wav,0.2401,7.9679,3,1,True,False,False,337.02
bermuda_2015-08-12T045500.wav,0.1972,3.0818,3,3,False,False,False,166.92
bermuda_2015-08-12T045500.wav,0.2401,5.0027,3,2,False,False,False,165.331
bermuda_2015-08-12T050000.wav,5.1793,1.7842,2,3,False,False,False,163.741
bermuda_2015-08-12T050500.wav,1.745,0.0539,1,3,False,False,False,147.314
bermuda_2015-08-12T051000.wav,0.2487,6.1887,3,2,False,False,False,187.587
bermuda_2015-08-12T051500.wav,0.1372,0.0768,3,3,False,False,False,158.972
bermuda_2015-08-12T051500.wav,0.1715,5.2531,3,3,False,False,False,154.203
bermuda_2015-08-12T052000.wav,0.2401,0.9967,3,1,False,False,False,259.124
bermuda_2015-08-12T015000.wav,0.2144,5.6051,3,2,True,False,False,244.231
bermuda_2015-08-12T015000.wav,0.1715,6.6942,3,1,True,False,False,174.451
bermuda_2015-08-12T011500.wav,1.0633,1.8951,8,3,False,False,False,754.247
bermuda_2015-08-12T011500.wav,1.1148,5.368,8,2,False,False,False,667.823
bermuda_2015-08-12T011500.wav,1.2863,6.5685,8,3,False,False,False,636.396
bermuda_2015-08-12T011500.wav,0.2058,9.4295,3,2,False,False,False,204.275
bermuda_2015-08-12T012000.wav,0.1715,1.9956,3,1,False,False,False,188.562
bermuda_2015-08-12T021000.wav,4.3133,0.0209,8,3,False,False,False,793.531
bermuda_2015-08-12T025000.wav,0.1887,8.0283,3,3,False,False,False,256.804
bermuda_2015-08-12T030500.wav,0.1458,2.6235,3,2,False,False,False,169.212
bermuda_2015-08-12T050000.wav,0.1372,10.3347,3,3,False,False,False,169.212
bermuda_2015-08-12T011500.wav,1.2005,0.0,1,2,False,True,True,145.323
bermuda_2015-08-12T011500.wav,0.2058,3.5115,3,2,False,False,False,189.119
bermuda_2015-08-12T052000.wav,0.1922,1.0133,3,1,False,False,False,257.799
bermuda_2015-08-12T052500.wav,0.131,6.7681,3,2,False,False,False,150.662
bermuda_2015-08-12T054000.wav,0.1572,2.3152,3,1,False,False,False,194.187
bermuda_2015-08-12T054000.wav,0.1398,8.3183,3,3,False,False,False,145.64
bermuda_2015-08-12T054500.wav,0.1747,2.1449,3,3,False,False,False,148.988
bermuda_2015-08-12T054500.wav,0.2184,3.9918,3,2,False,False,False,192.512
bermuda_2015-08-12T054500.wav,0.1834,4.5159,3,3,False,False,False,179.12
bermuda_2015-08-12T054500.wav,0.2184,7.5043,3,2,False,False,False,165.728
bermuda_2015-08-12T054500.wav,2.5768,8.0284,1,3,True,True,True,122.204
bermuda_2015-08-12T054500.wav,0.1834,9.8366,3,1,True,False,False,232.689
bermuda_2015-08-12T055000.wav,0.1223,0.2826,3,3,False,False,False,147.314
bermuda_2015-08-12T055000.wav,0.2358,1.9423,3,3,False,False,False,190.838
bermuda_2015-08-12T055500.wav,2.0615,6.7973,1,3,False,False,False,192.512
bermuda_2015-08-12T055500.wav,0.1922,10.3786,3,2,False,False,False,169.076
bermuda_2015-08-12T060500.wav,1.7295,0.9601,1,3,False,False,False,102.115
bermuda_2015-08-12T061000.wav,1.9042,2.8477,1,2,False,False,False,167.402
bermuda_2015-08-12T061000.wav,0.2446,4.9354,3,3,False,False,False,167.402
bermuda_2015-08-12T061500.wav,0.2271,9.9875,3,3,False,False,False,162.38
bermuda_2015-08-12T062000.wav,0.1747,0.8752,3,2,False,False,False,152.336
bermuda_2015-08-12T062000.wav,0.2009,3.4329,3,3,False,False,False,157.358
bermuda_2015-08-12T062000.wav,0.2009,9.7996,3,1,False,False,False,276.214
bermuda_2015-08-12T063000.wav,0.1834,0.5121,3,3,False,False,False,202.557
bermuda_2015-08-12T063000.wav,0.9696,1.6193,8,3,False,False,False,210.927
bermuda_2015-08-12T063000.wav,0.1834,6.3694,3,3,False,False,False,160.706
bermuda_2015-08-12T063000.wav,0.1922,9.6713,3,3,False,False,False,182.468
bermuda_2015-08-12T065000.wav,0.131,9.6471,3,3,False,False,False,164.054
bermuda_2015-08-12T065500.wav,1.8606,3.5818,1,1,False,False,False,154.01
bermuda_2015-08-12T065500.wav,0.2184,5.6345,3,1,False,False,False,202.557
bermuda_2015-08-12T065500.wav,2.6467,8.0,1,3,False,True,True,159.032
bermuda_2015-08-12T070500.wav,0.2184,5.0377,3,2,False,False,False,219.297
bermuda_2015-08-12T071000.wav,0.3145,8.5284,3,1,False,False,False,234.363
bermuda_2015-08-12T072000.wav,0.1834,0.062,3,2,False,False,False,257.799
bermuda_2015-08-12T072000.wav,0.2446,6.1814,3,2,False,False,False,172.424
bermuda_2015-08-12T072000.wav,0.166,9.7791,3,3,False,False,False,172.424
bermuda_2015-08-12T072500.wav,0.1922,2.2391,3,2,False,False,False,227.667
bermuda_2015-08-12T072500.wav,0.2009,2.5623,3,3,False,False,False,147.314
bermuda_2015-08-12T072500.wav,0.2096,6.2883,3,3,False,False,False,192.512
bermuda_2015-08-12T072500.wav,0.2621,7.3016,3,2,False,False,False,231.015
bermuda_2015-08-12T072500.wav,0.1747,8.9039,3,2,False,False,False,175.772
bermuda_2015-08-12T073000.wav,0.166,5.9979,3,3,False,False,False,174.098
bermuda_2015-08-12T073000.wav,0.2096,6.2425,3,3,False,False,False,202.557
bermuda_2015-08-12T073500.wav,0.1485,6.6584,3,3,False,False,False,194.187
bermuda_2015-08-12T073500.wav,0.1747,7.9425,3,3,False,False,False,169.076
bermuda_2015-08-12T073500.wav,0.2271,9.6895,3,3,False,False,False,179.12
bermuda_2015-08-12T074000.wav,0.1572,0.5084,3,3,False,False,False,172.424
bermuda_2015-08-12T074000.wav,0.1922,5.483,3,3,False,False,False,162.38
bermuda_2015-08-12T074000.wav,0.1572,10.07,3,3,False,False,False,147.314
bermuda_2015-08-12T074500.wav,0.2184,1.3334,3,3,False,False,False,185.816
bermuda_2015-08-12T074500.wav,0.1922,7.4915,3,3,False,False,False,246.081
bermuda_2015-08-12T075000.wav,2.8127,0.0078,1,3,True,True,True,138.944
bermuda_2015-08-12T075000.wav,0.1747,0.8114,3,3,True,False,False,172.424
bermuda_2015-08-12T075000.wav,0.2096,2.2876,3,3,True,False,False,170.75
bermuda_2015-08-12T075000.wav,2.0964,3.3314,1,3,False,False,False,142.292
bermuda_2015-08-12T075000.wav,0.1747,5.8646,3,3,False,False,False,190.838
bermuda_2015-08-12T075000.wav,0.2184,6.0742,3,3,False,False,False,195.861
bermuda_2015-08-12T075500.wav,0.9434,3.1081,8,1,False,False,False,246.081
bermuda_2015-08-12T075500.wav,0.1922,6.2685,3,3,False,False,False,167.402
bermuda_2015-08-12T075500.wav,0.2708,8.924,3,3,False,False,False,157.358
bermuda_2015-08-12T081000.wav,0.2621,3.7479,3,1,False,False,False,150.662
bermuda_2015-08-12T081000.wav,0.2708,9.5555,3,2,False,False,False,266.169
bermuda_2015-08-12T081500.wav,3.5552,2.5118,1,3,True,False,False,145.64
bermuda_2015-08-12T081500.wav,0.2708,2.9049,3,2,True,False,False,195.861
bermuda_2015-08-12T081500.wav,1.9916,10.6381,1,3,False,True,True,152.336
bermuda_2015-08-12T082000.wav,1.3277,7.1184,1,3,True,False,False,120.53
bermuda_2015-08-12T082000.wav,0.1572,7.66,3,3,True,False,False,174.098
bermuda_2015-08-12T082500.wav,0.1747,0.197,3,2,False,False,False,177.446
bermuda_2015-08-12T082500.wav,0.1922,9.2027,3,3,False,False,False,170.75
bermuda_2015-08-12T083500.wav,0.1572,6.1094,3,2,False,False,False,185.816
bermuda_2015-08-12T083500.wav,3.3543,7.0354,8,2,False,True,True,1399.694
bermuda_2015-08-12T084000.wav,0.2883,0.1718,3,1,False,False,False,262.821
bermuda_2015-08-12T084500.wav,0.2621,0.0134,3,2,False,True,True,185.816
bermuda_2015-08-12T084500.wav,0.2271,4.9067,3,1,False,False,False,326.434
bermuda_2015-08-12T084500.wav,3.4067,10.6303,1,2,False,False,False,142.292
bermuda_2015-08-12T085000.wav,0.2271,5.1878,3,2,False,False,False,172.424
bermuda_2015-08-12T085500.wav,0.1572,9.0978,3,1,False,False,False,159.032
bermuda_2015-08-12T090000.wav,2.0353,4.3366,1,2,False,False,False,192.512
bermuda_2015-08-12T090500.wav,3.6076,2.8167,1,1,True,False,False,215.949
bermuda_2015-08-12T090500.wav,0.2271,4.0483,3,1,True,False,False,217.623
bermuda_2015-08-12T090500.wav,2.2274,8.7991,2,3,True,False,False,190.838
bermuda_2015-08-12T091000.wav,2.7865,6.0032,2,2,False,False,False,210.927
bermuda_2015-08-12T091000.wav,0.5503,10.0802,2,2,False,True,True,266.169
bermuda_2015-08-12T091500.wav,0.166,1.5795,3,2,False,False,False,199.209
bermuda_2015-08-12T091500.wav,0.2271,3.0889,3,3,False,False,False,219.297
bermuda_2015-08-12T091500.wav,3.1009,5.1766,1,2,False,False,False,172.424
bermuda_2015-08-12T091500.wav,1.9304,10.6409,1,3,False,True,True,227.667
bermuda_2015-08-12T092500.wav,4.1317,0.1998,2,2,False,False,False,154.01
bermuda_2015-08-12T092500.wav,2.7079,4.5919,1,3,False,False,False,175.772
bermuda_2015-08-12T092500.wav,3.0049,7.624,1,3,True,True,True,135.596
bermuda_2015-08-12T092500.wav,0.1572,8.5149,3,1,True,False,False,249.429
bermuda_2015-08-12T092500.wav,0.1922,9.633,3,1,True,False,False,236.037
bermuda_2015-08-12T093000.wav,1.7295,1.2327,1,3,False,False,False,128.9
bermuda_2015-08-12T093000.wav,0.2009,3.5999,3,1,False,False,False,209.253
bermuda_2015-08-12T093000.wav,3.1359,4.1327,1,2,True,False,False,135.596
bermuda_2015-08-12T093000.wav,0.2271,5.277,3,1,True,False,False,199.209
bermuda_2015-08-12T093000.wav,2.175,8.4521,1,2,False,True,True,172.424
bermuda_2015-08-12T093500.wav,0.1881,1.847,3,2,True,False,False,227.195
bermuda_2015-08-12T093500.wav,1.4023,1.7615,1,3,True,False,False,177.399
bermuda_2015-08-12T093500.wav,0.1454,3.1809,3,2,False,False,False,188.292
bermuda_2015-08-12T093500.wav,0.1368,3.8137,3,3,False,False,False,188.292
bermuda_2015-08-12T093500.wav,3.0014,4.4528,1,2,False,False,False,180.511
bermuda_2015-08-12T093500.wav,1.2826,10.6484,8,1,False,False,False,475.352
bermuda_2015-08-12T094000.wav,3.2493,2.0681,8,2,False,False,False,418.134
bermuda_2015-08-12T094000.wav,10.6715,10.6424,5,2,True,True,True,180.511
bermuda_2015-08-12T095500.wav,0.2223,3.6834,3,1,False,False,False,168.062
bermuda_2015-08-12T095500.wav,4.5833,5.1605,1,1,False,False,False,188.292
bermuda_2015-08-12T100000.wav,4.4978,2.0068,1,1,False,False,False,214.746
bermuda_2015-08-12T100000.wav,0.1881,10.1402,3,1,True,False,False,325.232
bermuda_2015-08-12T100000.wav,0.171,9.5502,3,1,True,False,False,298.778
bermuda_2015-08-12T100000.wav,2.1206,8.507,1,3,True,True,True,132.271
bermuda_2015-08-12T100500.wav,3.1467,6.5054,1,3,False,False,False,136.94
bermuda_2015-08-12T100500.wav,3.7196,10.6248,1,2,True,True,True,175.843
bermuda_2015-08-12T101000.wav,0.1283,2.3182,3,1,True,False,False,206.966
bermuda_2015-08-12T101000.wav,0.1454,3.2588,3,1,True,False,False,284.772
bermuda_2015-08-12T101000.wav,0.2394,9.2587,3,1,False,False,False,272.323
bermuda_2015-08-12T101000.wav,1.7615,8.8739,1,3,True,True,True,163.394
bermuda_2015-08-12T101500.wav,0.1796,0.3022,3,2,False,False,False,342.349
bermuda_2015-08-12T101500.wav,0.2394,2.364,3,3,False,False,False,192.96
bermuda_2015-08-12T101500.wav,0.2052,2.783,3,3,False,False,False,178.955
bermuda_2015-08-12T101500.wav,0.2651,3.048,3,3,False,False,False,194.517
bermuda_2015-08-12T101500.wav,1.3083,9.3265,1,2,False,True,True,189.848
bermuda_2015-08-12T102000.wav,5.7889,4.8473,1,2,True,True,True,200.741
bermuda_2015-08-12T102000.wav,0.2907,8.8491,3,1,True,False,False,186.736
bermuda_2015-08-12T102500.wav,3.7709,1.5418,2,2,False,False,False,210.078
bermuda_2015-08-12T102500.wav,4.4037,6.2319,1,2,True,True,True,188.292
bermuda_2015-08-12T102500.wav,0.1368,7.925,3,1,True,False,False,308.114
bermuda_2015-08-12T102500.wav,0.1881,9.7463,3,3,True,False,False,200.741
bermuda_2015-08-12T103000.wav,4.0018,0.0159,2,1,False,True,True,188.292
bermuda_2015-08-12T104000.wav,0.2394,6.23,3,1,False,False,False,238.088
bermuda_2015-08-12T104000.wav,0.2736,9.3211,3,1,False,False,False,161.838
bermuda_2015-08-12T104500.wav,1.505,0.4763,2,2,False,False,False,172.731
bermuda_2015-08-12T104500.wav,1.9325,2.0582,2,2,False,False,False,168.062
bermuda_2015-08-12T104500.wav,1.0347,4.6555,1,2,False,False,False,182.068
bermuda_2015-08-12T104500.wav,1.2399,9.383,1,3,True,True,True,168.062
bermuda_2015-08-12T104500.wav,0.1881,10.0927,3,3,True,False,False,171.175
bermuda_2015-08-12T105000.wav,0.1796,1.0288,3,3,False,False,False,116.71
bermuda_2015-08-12T105000.wav,0.1796,2.6454,3,3,False,False,False,225.639
bermuda_2015-08-12T105000.wav,0.2138,3.3893,3,3,False,False,False,219.415
bermuda_2015-08-12T105000.wav,2.5909,7.8913,1,2,False,False,False,135.384
bermuda_2015-08-12T105500.wav,0.1881,6.0832,3,3,False,False,False,178.955
bermuda_2015-08-12T105500.wav,0.1539,6.9212,3,2,False,False,False,133.827
bermuda_2015-08-12T110000.wav,2.0864,0.0468,1,3,False,True,True,172.731
bermuda_2015-08-12T110000.wav,0.171,2.1931,3,2,False,False,False,205.41
bermuda_2015-08-12T110000.wav,0.1368,2.8087,3,3,False,False,False,169.618
bermuda_2015-08-12T110000.wav,0.2052,3.4992,3,2,False,False,False,234.976
bermuda_2015-08-12T110000.wav,0.1881,6.7635,3,2,False,False,False,200.741
bermuda_2015-08-12T110500.wav,6.0599,0.0034,2,3,True,True,True,147.833
bermuda_2015-08-12T110500.wav,0.171,0.1178,3,1,True,False,False,238.93
bermuda_2015-08-12T110500.wav,0.171,6.9852,3,1,True,False,False,165.533
bermuda_2015-08-12T110500.wav,4.3951,6.2273,1,3,True,True,True,137.424
bermuda_2015-08-12T111000.wav,3.2408,0.8952,1,2,False,False,False,142.108
bermuda_2015-08-12T111000.wav,0.2223,4.3327,3,3,False,False,False,129.615
bermuda_2015-08-12T111000.wav,3.7709,6.0273,2,3,False,False,False,149.917
bermuda_2015-08-12T111000.wav,0.1283,9.9607,3,3,False,False,False,123.369
bermuda_2015-08-12T111500.wav,0.0855,2.7651,3,2,False,False,False,156.163
bermuda_2015-08-12T111500.wav,0.1539,3.9879,3,3,False,False,False,190.519
bermuda_2015-08-12T111500.wav,0.2822,5.108,3,1,True,False,False,391.97
bermuda_2015-08-12T111500.wav,2.1292,4.7745,1,3,True,False,False,129.615
bermuda_2015-08-12T111500.wav,2.2232,8.282,1,3,True,False,False,204.574
bermuda_2015-08-12T111500.wav,0.2223,9.0515,3,1,True,False,False,327.943
bermuda_2015-08-12T112000.wav,2.437,8.2124,1,3,False,True,True,145.232
bermuda_2015-08-12T112000.wav,0.1539,6.6818,3,3,False,False,False,224.875
bermuda_2015-08-12T112500.wav,0.1197,0.8618,3,2,False,False,False,173.341
bermuda_2015-08-12T112500.wav,0.1454,4.8278,3,1,False,False,False,332.628
bermuda_2015-08-12T112500.wav,0.9491,10.6444,1,2,False,True,True,174.903
bermuda_2015-08-12T113000.wav,0.1967,2.2694,3,3,False,False,False,157.725
bermuda_2015-08-12T113000.wav,0.1368,3.1587,3,2,False,False,False,168.656
bermuda_2015-08-12T113000.wav,0.1368,3.4729,3,3,False,False,False,115.561
bermuda_2015-08-12T113000.wav,2.2745,8.3655,1,3,True,True,True,160.848
bermuda_2015-08-12T113000.wav,0.1368,8.87,3,3,False,False,False,179.588
bermuda_2015-08-12T113000.wav,0.1454,9.537,3,3,False,False,False,176.464
bermuda_2015-08-12T113000.wav,0.1539,10.3472,3,3,False,False,False,163.971
bermuda_2015-08-12T113500.wav,0.1454,4.4358,3,3,False,False,False,170.218
bermuda_2015-08-12T113500.wav,0.1796,6.9284,3,1,False,False,False,181.149
bermuda_2015-08-12T113500.wav,0.1796,9.3055,3,2,False,False,False,193.642
bermuda_2015-08-12T114500.wav,0.1796,8.0697,3,2,False,False,False,174.903
bermuda_2015-08-12T115000.wav,1.8812,8.4939,1,3,False,False,False,132.739
bermuda_2015-08-12T115500.wav,4.6089,5.8024,2,3,False,False,False,190.519
bermuda_2015-08-12T120000.wav,4.1814,0.0284,1,2,True,True,True,156.163
bermuda_2015-08-12T120000.wav,0.1283,0.2336,3,3,True,False,False,178.026
bermuda_2015-08-12T120000.wav,0.1368,0.4645,3,2,True,False,False,181.149
bermuda_2015-08-12T120000.wav,0.1539,7.0508,3,1,False,False,False,121.807
bermuda_2015-08-12T120500.wav,0.9748,0.0219,1,2,False,True,True,140.547
bermuda_2015-08-12T120500.wav,0.1796,8.2504,3,3,False,False,False,148.355
bermuda_2015-08-12T121000.wav,3.3092,5.4018,3,1,False,False,False,170.218
bermuda_2015-08-12T121500.wav,0.2394,6.4786,3,1,False,False,False,259.231
bermuda_2015-08-12T122000.wav,1.2142,0.4363,1,3,False,False,False,134.3
