Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
31	Spectrogram 1	1	190.085989431	190.270349114	0.000	224.835	3268.DSG_RAWD_HMS_20_10_ 0__DMY_17_ 8_15.wav	0.1844	9.0428	3	1	2	1		2
32	Spectrogram 1	1	198.531949949	202.299800970	43.317	160.891	3269.DSG_RAWD_HMS_20_15_ 0__DMY_17_ 8_15.wav	3.7679	6.8391	1	2	1	2		2
33	Spectrogram 1	1	211.356452285	211.483199567	0.000	173.267	3270.DSG_RAWD_HMS_20_20_ 0__DMY_17_ 8_15.wav	0.1267	9.0141	3	2	2	2		1
34	Spectrogram 1	1	244.978989313	245.163348996	0.000	286.716	3274.DSG_RAWD_HMS_20_40_ 0__DMY_17_ 8_15.wav	0.1844	0.0382	3	1	2	2		2
35	Spectrogram 1	1	248.597048092	248.804452736	0.000	311.469	3274.DSG_RAWD_HMS_20_40_ 0__DMY_17_ 8_15.wav	0.2074	3.6562	3	1	2	2		2
36	Spectrogram 1	1	250.244752100	250.359976902	0.000	208.333	3274.DSG_RAWD_HMS_20_40_ 0__DMY_17_ 8_15.wav	0.1152	5.3040	3	2	2	2		2
37	Spectrogram 1	1	251.155028035	251.293297797	0.000	185.644	3274.DSG_RAWD_HMS_20_40_ 0__DMY_17_ 8_15.wav	0.1383	6.2142	3	3	2	2		2
38	Spectrogram 1	1	251.834854366	252.065303969	0.000	231.023	3274.DSG_RAWD_HMS_20_40_ 0__DMY_17_ 8_15.wav	0.2304	6.8941	3	1	2	2		2
39	Spectrogram 1	1	262.527690475	262.723572638	0.000	367.162	3275.DSG_RAWD_HMS_20_45_ 0__DMY_17_ 8_15.wav	0.1959	6.9373	3	1	2	2		2
40	Spectrogram 1	1	270.386002729	270.512750011	0.000	173.267	3276.DSG_RAWD_HMS_20_50_ 0__DMY_17_ 8_15.wav	0.1267	4.1460	3	2	2	2		2
41	Spectrogram 1	1	272.506139083	272.598318925	0.000	183.581	3276.DSG_RAWD_HMS_20_50_ 0__DMY_17_ 8_15.wav	0.0922	6.2661	3	3	2	2		2
42	Spectrogram 1	1	287.439244616	287.531424458	0.000	121.700	3277.DSG_RAWD_HMS_20_55_ 0__DMY_17_ 8_15.wav	0.0922	10.5496	3	3	1	2		1
43	Spectrogram 1	1	282.411958407	287.047480290	39.191	146.452	3277.DSG_RAWD_HMS_20_55_ 0__DMY_17_ 8_15.wav	4.6355	5.5224	1	3	2	2		2
44	Spectrogram 1	1	292.555200765	294.283572793	76.320	162.954	3278.DSG_RAWD_HMS_21_ 0_ 0__DMY_17_ 8_15.wav	1.7284	5.0160	1	3	2	2		2
45	Spectrogram 1	1	317.985264881	319.471664825	37.129	179.455	3280.DSG_RAWD_HMS_21_10_ 0__DMY_17_ 8_15.wav	1.4864	9.1469	1	2	1	2		2
46	Spectrogram 1	1	313.261048004	313.503020088	0.000	249.587	3280.DSG_RAWD_HMS_21_10_ 0__DMY_17_ 8_15.wav	0.2420	4.4226	3	1	2	2		2
47	Spectrogram 1	1	321.430468530	322.352266945	35.211	165.017	3281.DSG_RAWD_HMS_21_15_ 0__DMY_17_ 8_15.wav	0.9218	1.9425	1	2	2	2		2
48	Spectrogram 1	1	326.016409560	329.968620264	22.690	123.762	3281.DSG_RAWD_HMS_21_15_ 0__DMY_17_ 8_15.wav	3.9522	6.5284	2	3	1	1		1
49	Spectrogram 1	1	328.770282325	328.885507126	0.000	136.139	3281.DSG_RAWD_HMS_21_15_ 0__DMY_17_ 8_15.wav	0.1152	9.2823	3	1	2	1		2
50	Spectrogram 1	1	338.598932482	340.742113797	30.941	193.894	3282.DSG_RAWD_HMS_21_20_ 0__DMY_17_ 8_15.wav	2.1432	8.4613	2	1	1	2		2
51	Spectrogram 1	1	340.834287165	343.956879296	39.191	169.142	3283.DSG_RAWD_HMS_21_25_ 0__DMY_17_ 8_15.wav	3.1226	0.0471	1	2	1	2		2
52	Spectrogram 1	1	345.155217235	345.316531958	0.000	245.462	3283.DSG_RAWD_HMS_21_25_ 0__DMY_17_ 8_15.wav	0.1613	4.3680	3	1	2	1		2
53	Spectrogram 1	1	344.901722671	347.494280713	41.254	129.950	3283.DSG_RAWD_HMS_21_25_ 0__DMY_17_ 8_15.wav	2.5926	4.1145	1	3	2	1		2
54	Spectrogram 1	1	349.844855562	350.616861734	53.630	119.637	3283.DSG_RAWD_HMS_21_25_ 0__DMY_17_ 8_15.wav	0.7720	9.0577	1	1	2	2		2
55	Spectrogram 1	1	352.057171758	352.160874079	0.000	171.205	3284.DSG_RAWD_HMS_21_30_ 0__DMY_17_ 8_15.wav	0.1037	0.6204	3	2	2	2		1
56	Spectrogram 1	1	376.818942717	376.934167519	0.000	189.769	3286.DSG_RAWD_HMS_21_40_ 0__DMY_17_ 8_15.wav	0.1152	4.0829	3	3	2	2		2
57	Spectrogram 1	1	380.091316758	380.206541560	0.000	158.828	3286.DSG_RAWD_HMS_21_40_ 0__DMY_17_ 8_15.wav	0.1152	7.3553	3	2	2	2		2
58	Spectrogram 1	1	383.548051400	385.783412556	45.380	136.139	3287.DSG_RAWD_HMS_21_45_ 0__DMY_17_ 8_15.wav	2.2354	0.1625	1	2	1	2		2
59	Spectrogram 1	1	386.901093135	387.062407857	0.000	167.079	3287.DSG_RAWD_HMS_21_45_ 0__DMY_17_ 8_15.wav	0.1613	3.5155	3	3	2	2		2
60	Spectrogram 1	1	394.160238847	394.367643490	0.000	226.898	3288.DSG_RAWD_HMS_21_50_ 0__DMY_17_ 8_15.wav	0.2074	0.1250	3	1	2	2		2
61	Spectrogram 1	1	397.398050287	400.290192814	33.003	121.700	3288.DSG_RAWD_HMS_21_50_ 0__DMY_17_ 8_15.wav	2.8921	3.3629	1	1	2	2		2
62	Spectrogram 1	1	407.895006458	412.331161330	37.129	134.076	3289.DSG_RAWD_HMS_21_55_ 0__DMY_17_ 8_15.wav	4.4362	3.2102	2	2	2	2		2
63	Spectrogram 1	1	418.484154111	418.564811472	0.000	142.327	3290.DSG_RAWD_HMS_22_ 0_ 0__DMY_17_ 8_15.wav	0.0807	3.1498	3	3	2	2		2
64	Spectrogram 1	1	415.373084460	416.894051845	40.493	121.700	3290.DSG_RAWD_HMS_22_ 0_ 0__DMY_17_ 8_15.wav	1.5210	0.0387	2	3	1	2		2
65	Spectrogram 1	1	422.632237564	422.770507327	0.000	150.578	3290.DSG_RAWD_HMS_22_ 0_ 0__DMY_17_ 8_15.wav	0.1383	7.2978	3	2	2	1		2
66	Spectrogram 1	1	420.391115168	424.251146031	45.380	148.515	3290.DSG_RAWD_HMS_22_ 0_ 0__DMY_17_ 8_15.wav	3.8600	5.0567	1	2	2	1		1
67	Spectrogram 1	1	435.762082857	436.580178951	45.380	121.700	3291.DSG_RAWD_HMS_22_ 5_ 0__DMY_17_ 8_15.wav	0.8181	9.7781	1	2	1	2		2
68	Spectrogram 1	1	437.213915361	439.852563324	28.878	140.264	3292.DSG_RAWD_HMS_22_10_ 0__DMY_17_ 8_15.wav	2.6386	0.5803	2	2	2	2		2
69	Spectrogram 1	1	446.443406695	446.547109017	0.000	162.954	3292.DSG_RAWD_HMS_22_10_ 0__DMY_17_ 8_15.wav	0.1037	9.8098	3	1	2	2		2
70	Spectrogram 1	1	447.317044524	457.892660316	33.003	216.584	3293.DSG_RAWD_HMS_22_15_ 0__DMY_17_ 8_15.wav	10.5756	0.0338	6	2	1	1		2
73	Spectrogram 1	1	463.889305571	464.052258048	0.000	204.208	3294.DSG_RAWD_HMS_22_20_ 0__DMY_17_ 8_15.wav	0.1630	5.9565	3	1	2	2		2
74	Spectrogram 1	1	468.614920796	468.696397035	0.000	132.013	3295.DSG_RAWD_HMS_22_25_ 0__DMY_17_ 8_15.wav	0.0815	0.0325	3	3	1	2		1
75	Spectrogram 1	1	469.087482981	469.234140211	0.000	160.891	3295.DSG_RAWD_HMS_22_25_ 0__DMY_17_ 8_15.wav	0.1467	0.5051	3	2	2	2		1
76	Spectrogram 1	1	469.706702396	469.902245369	0.000	140.264	3295.DSG_RAWD_HMS_22_25_ 0__DMY_17_ 8_15.wav	0.1955	1.1243	3	2	2	2		1
77	Spectrogram 1	1	471.499179649	471.645836879	0.000	148.515	3295.DSG_RAWD_HMS_22_25_ 0__DMY_17_ 8_15.wav	0.1467	2.9168	3	3	2	2		1
78	Spectrogram 1	1	474.497505235	474.611571970	0.000	173.267	3295.DSG_RAWD_HMS_22_25_ 0__DMY_17_ 8_15.wav	0.1141	5.9151	3	3	2	2		2
79	Spectrogram 1	1	479.272007451	489.847623243	33.003	189.769	3296.DSG_RAWD_HMS_22_30_ 0__DMY_17_ 8_15.wav	10.5756	0.0400	6	2	1	1		2
80	Spectrogram 1	1	491.640096424	491.786753653	0.000	138.201	3297.DSG_RAWD_HMS_22_35_ 0__DMY_17_ 8_15.wav	0.1467	1.7585	3	2	2	2		1
81	Spectrogram 1	1	494.035497843	498.630757710	39.191	152.640	3297.DSG_RAWD_HMS_22_35_ 0__DMY_17_ 8_15.wav	4.5953	4.1539	1	2	2	2		2
82	Spectrogram 1	1	501.498715939	504.138546075	39.191	158.828	3298.DSG_RAWD_HMS_22_40_ 0__DMY_17_ 8_15.wav	2.6398	0.9675	1	2	2	2		2
83	Spectrogram 1	1	505.572527877	507.804976819	24.752	144.389	3298.DSG_RAWD_HMS_22_40_ 0__DMY_17_ 8_15.wav	2.2324	5.0413	1	1	2	2		2
84	Spectrogram 1	1	509.499678350	511.145498373	39.191	146.452	3298.DSG_RAWD_HMS_22_40_ 0__DMY_17_ 8_15.wav	1.6458	8.9685	1	2	1	2		2
85	Spectrogram 1	1	512.286163436	521.655930894	41.254	156.766	3299.DSG_RAWD_HMS_22_45_ 0__DMY_17_ 8_15.wav	9.3698	1.1054	1	2	1	2		2
86	Spectrogram 1	1	524.442408384	524.572770366	0.000	198.020	3300.DSG_RAWD_HMS_22_50_ 0__DMY_17_ 8_15.wav	0.1304	2.6120	3	2	2	2		2
87	Spectrogram 1	1	526.544495344	526.723743069	0.000	195.957	3300.DSG_RAWD_HMS_22_50_ 0__DMY_17_ 8_15.wav	0.1792	4.7141	3	3	2	2		1
88	Spectrogram 1	1	527.636276943	532.446321492	30.941	146.452	3300.DSG_RAWD_HMS_22_50_ 0__DMY_17_ 8_15.wav	4.8100	5.8059	1	2	1	1		2
89	Spectrogram 1	1	529.868725886	529.982792620	0.000	183.581	3300.DSG_RAWD_HMS_22_50_ 0__DMY_17_ 8_15.wav	0.1141	8.0383	3	2	2	1		2
90	Spectrogram 1	1	542.096369731	543.098825507	39.191	134.076	3301.DSG_RAWD_HMS_22_55_ 0__DMY_17_ 8_15.wav	1.0025	9.6164	1	2	1	2		2
91	Spectrogram 1	1	532.538480725	535.960657341	41.254	119.637	3301.DSG_RAWD_HMS_22_55_ 0__DMY_17_ 8_15.wav	3.4222	0.0585	1	1	1	2		2
93	Spectrogram 1	1	543.323494433	545.697125352	41.254	138.201	3302.DSG_RAWD_HMS_23_ 0_ 0__DMY_17_ 8_15.wav	2.3736	0.1939	1	1	2	2		2
94	Spectrogram 1	1	550.213919720	553.739798657	39.191	148.515	3302.DSG_RAWD_HMS_23_ 0_ 0__DMY_17_ 8_15.wav	3.5259	7.0843	1	1	1	1		2
95	Spectrogram 1	1	550.709386368	550.836133650	0.000	121.700	3302.DSG_RAWD_HMS_23_ 0_ 0__DMY_17_ 8_15.wav	0.1267	7.5798	3	1	2	1		2
96	Spectrogram 1	1	557.219561481	557.334786282	0.000	142.327	3303.DSG_RAWD_HMS_23_ 5_ 0__DMY_17_ 8_15.wav	0.1152	3.4404	3	1	2	1		2
97	Spectrogram 1	1	560.288071730	564.547848344	22.690	177.393	3303.DSG_RAWD_HMS_23_ 5_ 0__DMY_17_ 8_15.wav	4.2598	6.5089	2	2	2	2		2
98	Spectrogram 1	1	565.458107005	566.760147266	45.380	158.828	3304.DSG_RAWD_HMS_23_10_ 0__DMY_17_ 8_15.wav	1.3020	0.6197	1	2	2	2		2
99	Spectrogram 1	1	568.050651694	571.087640228	37.129	156.766	3304.DSG_RAWD_HMS_23_10_ 0__DMY_17_ 8_15.wav	3.0370	3.2123	1	2	2	2		2
100	Spectrogram 1	1	585.299766905	585.426514187	0.000	189.769	3305.DSG_RAWD_HMS_23_15_ 0__DMY_17_ 8_15.wav	0.1267	9.8118	3	2	2	2		2
101	Spectrogram 1	1	596.879840727	596.995065529	0.000	198.020	3307.DSG_RAWD_HMS_23_25_ 0__DMY_17_ 8_15.wav	0.1152	0.0926	3	2	2	2		2
102	Spectrogram 1	1	599.230413536	602.894562236	43.317	158.828	3307.DSG_RAWD_HMS_23_25_ 0__DMY_17_ 8_15.wav	3.6641	2.4432	1	2	2	2		2
103	Spectrogram 1	1	619.302528612	619.406230934	0.000	187.706	3309.DSG_RAWD_HMS_23_35_ 0__DMY_17_ 8_15.wav	0.1037	1.2161	3	1	2	2		2
104	Spectrogram 1	1	619.440798375	619.556023177	0.000	152.640	3309.DSG_RAWD_HMS_23_35_ 0__DMY_17_ 8_15.wav	0.1152	1.3544	3	2	2	2		2
105	Spectrogram 1	1	620.604568874	620.788928557	0.000	278.465	3309.DSG_RAWD_HMS_23_35_ 0__DMY_17_ 8_15.wav	0.1844	2.5182	3	1	2	2		2
106	Spectrogram 1	1	641.172145882	641.356505565	0.000	198.020	3311.DSG_RAWD_HMS_23_45_ 0__DMY_17_ 8_15.wav	0.1844	1.7865	3	1	2	2		2
107	Spectrogram 1	1	658.282980734	658.386683055	0.000	202.145	3312.DSG_RAWD_HMS_23_50_ 0__DMY_17_ 8_15.wav	0.1037	8.2478	3	1	2	1		2
108	Spectrogram 1	1	656.324159102	658.571042738	33.003	167.079	3312.DSG_RAWD_HMS_23_50_ 0__DMY_17_ 8_15.wav	2.2469	6.2890	1	1	2	1		2
109	Spectrogram 1	1	684.081751534	686.328635170	35.066	148.515	3315.DSG_RAWD_HMS_ 0_ 5_ 0__DMY_18_ 8_15.wav	2.2469	2.0978	1	2	2	2		2
110	Spectrogram 1	1	704.995019494	708.025431783	33.003	162.954	3317.DSG_RAWD_HMS_ 0_15_ 0__DMY_18_ 8_15.wav	3.0304	1.7118	1	2	2	2		2
111	Spectrogram 1	1	711.689580483	711.804805285	0.000	156.766	3317.DSG_RAWD_HMS_ 0_15_ 0__DMY_18_ 8_15.wav	0.1152	8.4064	3	3	2	2		1
112	Spectrogram 1	1	721.737164581	721.886956824	0.000	165.017	3318.DSG_RAWD_HMS_ 0_20_ 0__DMY_18_ 8_15.wav	0.1498	7.8044	3	2	2	2		2
113	Spectrogram 1	1	781.515695366	781.642442648	0.000	198.020	3324.DSG_RAWD_HMS_ 0_50_ 0__DMY_18_ 8_15.wav	0.1267	3.6853	3	3	2	2		1
114	Spectrogram 1	1	816.843556521	816.981826284	0.000	152.640	3327.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_18_ 8_15.wav	0.1383	7.0644	3	3	2	2		2
115	Spectrogram 1	1	821.003161863	821.141431626	0.000	212.459	3328.DSG_RAWD_HMS_ 1_10_ 0__DMY_18_ 8_15.wav	0.1383	0.5744	3	1	2	2		2
116	Spectrogram 1	1	829.218676964	829.333901766	0.000	173.267	3328.DSG_RAWD_HMS_ 1_10_ 0__DMY_18_ 8_15.wav	0.1152	8.7899	3	1	2	2		2
117	Spectrogram 1	1	847.182195722	847.251330603	0.000	191.832	3330.DSG_RAWD_HMS_ 1_20_ 0__DMY_18_ 8_15.wav	0.0691	5.4542	3	3	2	2		2
118	Spectrogram 1	1	887.049904719	887.199696962	0.000	195.957	3334.DSG_RAWD_HMS_ 1_40_ 0__DMY_18_ 8_15.wav	0.1498	2.7235	3	1	2	2		2
119	Spectrogram 1	1	891.866294311	892.039131514	0.000	224.835	3334.DSG_RAWD_HMS_ 1_40_ 0__DMY_18_ 8_15.wav	0.1728	7.5399	3	1	2	2		2
120	Spectrogram 1	1	896.175696408	896.302443690	0.000	175.330	3335.DSG_RAWD_HMS_ 1_45_ 0__DMY_18_ 8_15.wav	0.1267	1.1997	3	2	2	2		1
121	Spectrogram 1	1	911.569693713	911.731008436	0.000	156.766	3336.DSG_RAWD_HMS_ 1_50_ 0__DMY_18_ 8_15.wav	0.1613	5.9441	3	3	2	2		1
122	Spectrogram 1	1	913.839622310	913.908757191	0.000	123.762	3336.DSG_RAWD_HMS_ 1_50_ 0__DMY_18_ 8_15.wav	0.0691	8.2140	3	3	2	2		1
123	Spectrogram 1	1	932.171854023	932.264033864	0.000	202.145	3338.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_18_ 8_15.wav	0.0922	5.2471	3	2	2	2		1
124	Spectrogram 1	1	949.006169070	949.167483792	0.000	127.888	3340.DSG_RAWD_HMS_ 2_10_ 0__DMY_18_ 8_15.wav	0.1613	0.3726	3	3	2	2		1
125	Spectrogram 1	1	970.276628391	970.403375673	0.000	156.766	3342.DSG_RAWD_HMS_ 2_20_ 0__DMY_18_ 8_15.wav	0.1267	0.3438	3	3	2	2		1
126	Spectrogram 1	1	1025.423118511	1025.526820832	0.000	123.762	3347.DSG_RAWD_HMS_ 2_45_ 0__DMY_18_ 8_15.wav	0.1037	2.2423	3	2	2	2		1
127	Spectrogram 1	1	1059.598690229	1059.736959991	0.000	183.581	3350.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_18_ 8_15.wav	0.1383	4.4691	3	1	2	2		2
128	Spectrogram 1	1	1060.117201838	1060.209381679	0.000	152.640	3350.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_18_ 8_15.wav	0.0922	4.9876	3	2	2	2		1
129	Spectrogram 1	1	1097.346207554	1097.691881959	41.254	144.389	3353.DSG_RAWD_HMS_ 3_15_ 0__DMY_18_ 8_15.wav	0.3457	10.2678	1	2	1	2		1
130	Spectrogram 1	1	1098.590635414	1098.717382696	0.000	138.201	3354.DSG_RAWD_HMS_ 3_20_ 0__DMY_18_ 8_15.wav	0.1267	0.8626	3	1	2	2		2
131	Spectrogram 1	1	1128.698763749	1128.813988551	0.000	169.142	3356.DSG_RAWD_HMS_ 3_30_ 0__DMY_18_ 8_15.wav	0.1152	9.6716	3	2	2	2		2
132	Spectrogram 1	1	1140.981690511	1141.119960274	0.000	167.079	3358.DSG_RAWD_HMS_ 3_40_ 0__DMY_18_ 8_15.wav	0.1383	0.6553	3	2	2	2		2
133	Spectrogram 1	1	1166.964806238	1167.103076000	0.000	162.954	3360.DSG_RAWD_HMS_ 3_50_ 0__DMY_18_ 8_15.wav	0.1383	5.3392	3	3	2	2		1
134	Spectrogram 1	1	1185.066572345	1185.181797147	0.000	181.518	3362.DSG_RAWD_HMS_ 4_ 0_ 0__DMY_18_ 8_15.wav	0.1152	2.1418	3	2	2	2		1
135	Spectrogram 1	1	1214.149211398	1214.241391239	0.000	202.145	3364.DSG_RAWD_HMS_ 4_10_ 0__DMY_18_ 8_15.wav	0.0922	9.9252	3	1	2	2		2
136	Spectrogram 1	1	1246.665545298	1246.780770100	0.000	222.772	3367.DSG_RAWD_HMS_ 4_25_ 0__DMY_18_ 8_15.wav	0.1152	10.4927	3	1	2	2		2
137	Spectrogram 1	1	1254.927132763	1255.099969966	0.000	158.828	3368.DSG_RAWD_HMS_ 4_30_ 0__DMY_18_ 8_15.wav	0.1728	8.1047	3	1	2	2		2
138	Spectrogram 1	1	1255.399554451	1255.457166852	0.000	169.142	3368.DSG_RAWD_HMS_ 4_30_ 0__DMY_18_ 8_15.wav	0.0576	8.5772	3	2	2	2		2
139	Spectrogram 1	1	1315.189487073	1315.327756835	0.000	187.706	3374.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_18_ 8_15.wav	0.1383	4.4695	3	1	2	2		2
140	Spectrogram 1	1	1321.054419668	1321.215734391	0.000	175.330	3374.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_18_ 8_15.wav	0.1613	10.3344	3	2	2	2		1
141	Spectrogram 1	1	1333.129923330	1336.828639470	45.380	123.762	3376.DSG_RAWD_HMS_ 5_10_ 0__DMY_18_ 8_15.wav	3.6987	1.1107	1	2	2	2		1
142	Spectrogram 1	1	1351.830863652	1351.946088454	0.000	206.271	3377.DSG_RAWD_HMS_ 5_15_ 0__DMY_18_ 8_15.wav	0.1152	9.1621	3	1	2	2		2
143	Spectrogram 1	1	1352.787229508	1353.294218636	28.878	148.515	3377.DSG_RAWD_HMS_ 5_15_ 0__DMY_18_ 8_15.wav	0.5070	10.1184	1	2	1	2		1
144	Spectrogram 1	1	1392.551210034	1392.712524757	0.000	185.644	3381.DSG_RAWD_HMS_ 5_35_ 0__DMY_18_ 8_15.wav	0.1613	7.2840	3	1	2	2		2
146	Spectrogram 1	1	1478.606649418	1478.710351740	0.000	129.950	3389.DSG_RAWD_HMS_ 6_15_ 0__DMY_18_ 8_15.wav	0.1037	8.1426	3	2	2	2		2
147	Spectrogram 1	1	1512.217639266	1512.978122958	39.191	142.327	3392.DSG_RAWD_HMS_ 6_30_ 0__DMY_18_ 8_15.wav	0.7605	9.8048	1	3	1	2		2
148	Spectrogram 1	1	1522.184565128	1522.288267450	0.000	165.017	3393.DSG_RAWD_HMS_ 6_35_ 0__DMY_18_ 8_15.wav	0.1037	9.1222	3	2	2	2		2
149	Spectrogram 1	1	1522.415014732	1522.553284494	0.000	165.017	3393.DSG_RAWD_HMS_ 6_35_ 0__DMY_18_ 8_15.wav	0.1383	9.3526	3	3	2	2		2
150	Spectrogram 1	1	1530.330936508	1530.469206270	0.000	169.142	3394.DSG_RAWD_HMS_ 6_40_ 0__DMY_18_ 8_15.wav	0.1383	6.6189	3	3	2	2		1
151	Spectrogram 1	1	1560.992179738	1561.084359579	0.000	198.020	3397.DSG_RAWD_HMS_ 6_55_ 0__DMY_18_ 8_15.wav	0.0922	5.3314	3	2	2	2		1
