Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
26	Spectrogram 1	1	2196.898663804	2197.105403672	7.543	234.914	6957.DSG_RAWD_HMS_15_35_ 0__DMY_30_ 8_15.wav	0.2067	2.6715	3	2	2	2		2
27	Spectrogram 1	1	2210.062176676	2210.243074061	0.000	232.759	6958.DSG_RAWD_HMS_15_40_ 0__DMY_30_ 8_15.wav	0.1809	5.1854	3	2	2	2		2
28	Spectrogram 1	1	2210.656553797	2210.766384352	0.000	201.509	6958.DSG_RAWD_HMS_15_40_ 0__DMY_30_ 8_15.wav	0.1098	5.7798	3	2	2	2		2
29	Spectrogram 1	1	2211.942217351	2212.090811631	0.000	223.060	6958.DSG_RAWD_HMS_15_40_ 0__DMY_30_ 8_15.wav	0.1486	7.0654	3	2	2	2		2
30	Spectrogram 1	1	2216.668161522	2216.881362011	0.000	203.664	6959.DSG_RAWD_HMS_15_45_ 0__DMY_30_ 8_15.wav	0.2132	1.1418	3	2	2	2		2
31	Spectrogram 1	1	2220.415321631	2220.583297774	0.000	170.259	6959.DSG_RAWD_HMS_15_45_ 0__DMY_30_ 8_15.wav	0.1680	4.8889	3	2	2	2		2
32	Spectrogram 1	1	2229.389124029	2232.632355709	37.716	175.647	6960.DSG_RAWD_HMS_15_50_ 0__DMY_30_ 8_15.wav	3.2432	3.2131	1	3	2	2		2
33	Spectrogram 1	1	2261.650234378	2265.471691626	28.017	143.319	6963.DSG_RAWD_HMS_16_ 5_ 0__DMY_30_ 8_15.wav	3.8215	3.5254	1	3	2	2		2
34	Spectrogram 1	1	2288.035408794	2288.297063940	0.000	190.733	6965.DSG_RAWD_HMS_16_15_ 0__DMY_30_ 8_15.wav	0.2617	8.6114	3	1	2	2		2
35	Spectrogram 1	1	2291.543525930	2291.822947783	0.000	245.690	6966.DSG_RAWD_HMS_16_20_ 0__DMY_30_ 8_15.wav	0.2794	1.4699	3	2	2	2		2
36	Spectrogram 1	1	2295.571723048	2295.878602539	0.000	220.905	6966.DSG_RAWD_HMS_16_20_ 0__DMY_30_ 8_15.wav	0.3069	5.4981	3	1	2	2		2
37	Spectrogram 1	1	2310.864012663	2311.057831289	0.000	189.655	6967.DSG_RAWD_HMS_16_25_ 0__DMY_30_ 8_15.wav	0.1938	10.1408	3	2	2	2		2
38	Spectrogram 1	1	2346.549252076	2346.759222255	0.000	183.190	6971.DSG_RAWD_HMS_16_45_ 0__DMY_30_ 8_15.wav	0.2100	3.2277	3	2	2	2		2
39	Spectrogram 1	1	2404.811131144	2404.975876976	0.000	158.405	6976.DSG_RAWD_HMS_17_10_ 0__DMY_30_ 8_15.wav	0.1647	8.2415	3	3	2	2		2
40	Spectrogram 1	1	2482.968490956	2483.155848962	0.000	202.586	6984.DSG_RAWD_HMS_17_50_ 0__DMY_30_ 8_15.wav	0.1874	1.2021	3	2	2	2		2
41	Spectrogram 1	1	2559.339485643	2559.688359170	0.000	244.612	6991.DSG_RAWD_HMS_18_25_ 0__DMY_30_ 8_15.wav	0.3489	3.0259	3	1	2	2		2
42	Spectrogram 1	1	2605.116213620	2605.345565661	0.000	154.095	6995.DSG_RAWD_HMS_18_45_ 0__DMY_30_ 8_15.wav	0.2294	6.2042	3	2	2	2		2
43	Spectrogram 1	1	2629.340310353	2630.845635017	24.784	170.259	6997.DSG_RAWD_HMS_18_55_ 0__DMY_30_ 8_15.wav	1.5053	9.1291	1	2	1	2		1
44	Spectrogram 1	1	2645.233443162	2645.401419304	0.000	170.259	6999.DSG_RAWD_HMS_19_ 5_ 0__DMY_30_ 8_15.wav	0.1680	3.7230	3	2	2	2		2
