Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
15	Spectrogram 1	1	1716.876829243	1717.077139297	4.310	179.957	4912.DSG_RAWD_HMS_13_10_ 0__DMY_23_ 8_15.wav	0.2003	1.8816	3	2	2	2		2
16	Spectrogram 1	1	1730.523769068	1730.711155893	15.086	165.948	4913.DSG_RAWD_HMS_13_15_ 0__DMY_23_ 8_15.wav	0.1874	4.8790	3	3	2	2		2
17	Spectrogram 1	1	1762.650917186	1762.889996929	3.233	156.250	4916.DSG_RAWD_HMS_13_30_ 0__DMY_23_ 8_15.wav	0.2391	5.0573	3	2	2	2		2
18	Spectrogram 1	1	1776.556311947	1776.756622002	6.466	197.198	4917.DSG_RAWD_HMS_13_35_ 0__DMY_23_ 8_15.wav	0.2003	8.3131	3	2	2	2		2
19	Spectrogram 1	1	1850.939191585	1851.126578410	1.078	265.086	4924.DSG_RAWD_HMS_14_10_ 0__DMY_23_ 8_15.wav	0.1874	8.1488	3	1	1	1		2
20	Spectrogram 1	1	1862.269632900	1862.444096496	1.078	147.629	4925.DSG_RAWD_HMS_14_15_ 0__DMY_23_ 8_15.wav	0.1745	8.8296	3	2	2	2		2
21	Spectrogram 1	1	1871.697128697	1871.929746825	4.310	159.483	4926.DSG_RAWD_HMS_14_20_ 0__DMY_23_ 8_15.wav	0.2326	7.6075	3	2	2	2		2
22	Spectrogram 1	1	1930.659362522	1930.801518044	11.853	143.319	4932.DSG_RAWD_HMS_14_50_ 0__DMY_23_ 8_15.wav	0.1422	2.6722	3	2	2	2		2
23	Spectrogram 1	1	1975.522353147	1975.696816743	4.310	142.241	4936.DSG_RAWD_HMS_15_10_ 0__DMY_23_ 8_15.wav	0.1745	4.9368	3	2	2	2		2
24	Spectrogram 1	1	2027.880824020	2028.106980533	0.000	210.129	4941.DSG_RAWD_HMS_15_35_ 0__DMY_23_ 8_15.wav	0.2262	4.0472	3	2	2	2		2
25	Spectrogram 1	1	2081.757759007	2081.912837759	0.000	130.388	4946.DSG_RAWD_HMS_16_ 0_ 0__DMY_23_ 8_15.wav	0.1551	4.6762	3	3	2	2		2
26	Spectrogram 1	1	2093.033276598	2093.220663424	1.078	215.517	4947.DSG_RAWD_HMS_16_ 5_ 0__DMY_23_ 8_15.wav	0.1874	5.3021	3	2	2	2		2
27	Spectrogram 1	1	2104.076177315	2104.189255572	16.164	264.009	4948.DSG_RAWD_HMS_16_10_ 0__DMY_23_ 8_15.wav	0.1131	5.2858	3	2	2	2		2
28	Spectrogram 1	1	2110.880257558	2111.158106989	7.543	165.948	4949.DSG_RAWD_HMS_16_15_ 0__DMY_23_ 8_15.wav	0.2778	1.4403	3	2	2	2		2
29	Spectrogram 1	1	2138.742739996	2139.059359115	0.000	157.328	4951.DSG_RAWD_HMS_16_25_ 0__DMY_23_ 8_15.wav	0.3166	8.0035	3	2	2	2		2
30	Spectrogram 1	1	2181.260164496	2181.473397780	3.233	191.810	4955.DSG_RAWD_HMS_16_45_ 0__DMY_23_ 8_15.wav	0.2132	7.9226	3	1	2	2		2
31	Spectrogram 1	1	2180.542925269	2180.756158553	3.233	252.155	4955.DSG_RAWD_HMS_16_45_ 0__DMY_23_ 8_15.wav	0.2132	7.2053	3	2	2	2		2
32	Spectrogram 1	1	2193.582463665	2193.828005022	11.853	169.181	4956.DSG_RAWD_HMS_16_50_ 0__DMY_23_ 8_15.wav	0.2455	9.5953	3	2	2	2		2
33	Spectrogram 1	1	2217.380595992	2217.593829276	3.233	254.310	4959.DSG_RAWD_HMS_17_ 5_ 0__DMY_23_ 8_15.wav	0.2132	1.4446	3	1	2	2		2
34	Spectrogram 1	1	2216.986437498	2217.173824323	11.853	161.638	4959.DSG_RAWD_HMS_17_ 5_ 0__DMY_23_ 8_15.wav	0.1874	1.0504	3	3	2	2		2
35	Spectrogram 1	1	2234.536181684	2234.762338198	0.000	231.681	4960.DSG_RAWD_HMS_17_10_ 0__DMY_23_ 8_15.wav	0.2262	7.9506	3	1	2	2		2
36	Spectrogram 1	1	2245.352923389	2245.575849095	0.000	192.888	4961.DSG_RAWD_HMS_17_15_ 0__DMY_23_ 8_15.wav	0.2229	8.1177	3	1	2	2		2
37	Spectrogram 1	1	2317.303000203	2317.477463799	0.000	171.336	4968.DSG_RAWD_HMS_17_50_ 0__DMY_23_ 8_15.wav	0.1745	5.5206	3	1	2	2		2
38	Spectrogram 1	1	2335.246904129	2335.434290954	0.000	130.388	4970.DSG_RAWD_HMS_18_ 0_ 0__DMY_23_ 8_15.wav	0.1874	2.1653	3	3	2	2		2
39	Spectrogram 1	1	2341.850674318	2342.044522758	3.233	223.060	4970.DSG_RAWD_HMS_18_ 0_ 0__DMY_23_ 8_15.wav	0.1938	8.7691	3	1	2	2		2
40	Spectrogram 1	1	2533.295388653	2533.463390635	12.931	137.931	4988.DSG_RAWD_HMS_19_30_ 0__DMY_23_ 8_15.wav	0.1680	8.5210	3	2	2	2		2
41	Spectrogram 1	1	2600.625410980	2600.812797805	5.388	159.483	4995.DSG_RAWD_HMS_20_ 5_ 0__DMY_23_ 8_15.wav	0.1874	1.3038	3	2	2	2		2
42	Spectrogram 1	1	2610.356602666	2610.550451106	7.543	216.595	4996.DSG_RAWD_HMS_20_10_ 0__DMY_23_ 8_15.wav	0.1938	0.3854	3	2	2	2		2
43	Spectrogram 1	1	2622.194282551	2622.401054220	0.000	225.216	4997.DSG_RAWD_HMS_20_15_ 0__DMY_23_ 8_15.wav	0.2068	1.5735	3	2	2	2		2
44	Spectrogram 1	1	2628.074351898	2628.277892760	0.000	324.353	4997.DSG_RAWD_HMS_20_15_ 0__DMY_23_ 8_15.wav	0.2035	7.4536	3	1	2	2		
