Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes	false positive
32	Spectrogram 1	1	1261.643377406	1265.500613442	32.508	164.639	7619.DSG_RAWD_HMS_16_ 0_ 0__DMY_ 6_10_15.wav	3.8572	4.1714	1	2	2	2		2
33	Spectrogram 1	1	1270.403830404	1270.567272609	0.000	142.617	7620.DSG_RAWD_HMS_16_ 5_ 0__DMY_ 6_10_15.wav	0.1634	2.2822	3	2	2	2		2
34	Spectrogram 1	1	1271.966337883	1272.077478582	0.000	119.547	7620.DSG_RAWD_HMS_16_ 5_ 0__DMY_ 6_10_15.wav	0.1111	3.8447	3	2	2	2		2
35	Spectrogram 1	1	1280.681016276	1285.048191992	0.000	135.277	7621.DSG_RAWD_HMS_16_10_ 0__DMY_ 6_10_15.wav	4.3672	1.9098	2	2	2	2		2
36	Spectrogram 1	1	1292.912987428	1294.652012488	32.508	132.131	7622.DSG_RAWD_HMS_16_15_ 0__DMY_ 6_10_15.wav	1.7390	3.4922	1	1	2	2		2
37	Spectrogram 1	1	1296.031427534	1298.862246523	0.000	146.812	7622.DSG_RAWD_HMS_16_15_ 0__DMY_ 6_10_15.wav	2.8308	6.6106	2	2	2	2		1
38	Spectrogram 1	1	1300.071694289	1304.210050917	0.000	161.493	7623.DSG_RAWD_HMS_16_20_ 0__DMY_ 6_10_15.wav	4.1384	0.0013	2	2	1	2		2
39	Spectrogram 1	1	1336.322994599	1338.205848799	25.168	128.985	7626.DSG_RAWD_HMS_16_35_ 0__DMY_ 6_10_15.wav	1.8829	3.8942	1	2	2	2		2
40	Spectrogram 1	1	1355.334492755	1359.472827904	38.800	132.131	7628.DSG_RAWD_HMS_16_45_ 0__DMY_ 6_10_15.wav	4.1383	1.6065	1	2	2	2		2
41	Spectrogram 1	1	1359.583968604	1362.506315228	0.000	142.617	7628.DSG_RAWD_HMS_16_45_ 0__DMY_ 6_10_15.wav	2.9223	5.8560	2	2	2	2		1
42	Spectrogram 1	1	1421.397537666	1425.019416927	42.995	109.060	7634.DSG_RAWD_HMS_17_15_ 0__DMY_ 6_10_15.wav	3.6219	3.7719	1	1	2	2		2
43	Spectrogram 1	1	1450.084781118	1456.534210524	0.000	157.299	7637.DSG_RAWD_HMS_17_30_ 0__DMY_ 6_10_15.wav	6.4494	0.5104	2	2	2	2		2
44	Spectrogram 1	1	1460.231224436	1465.350234295	25.168	167.785	7638.DSG_RAWD_HMS_17_35_ 0__DMY_ 6_10_15.wav	5.1190	0.0072	1	1	1	2		2
45	Spectrogram 1	1	1482.086620875	1486.950660894	0.000	124.790	7640.DSG_RAWD_HMS_17_45_ 0__DMY_ 6_10_15.wav	4.8640	0.5634	2	1	2	2		2
46	Spectrogram 1	1	1489.722619210	1491.984659326	37.752	143.666	7640.DSG_RAWD_HMS_17_45_ 0__DMY_ 6_10_15.wav	2.2620	8.1994	1	2	2	2		2
47	Spectrogram 1	1	1494.128998040	1498.502711443	8.389	140.520	7641.DSG_RAWD_HMS_17_50_ 0__DMY_ 6_10_15.wav	4.3737	1.9562	2	1	2	2		2
48	Spectrogram 1	1	1563.676619646	1566.304770301	50.336	119.547	7647.DSG_RAWD_HMS_18_20_ 0__DMY_ 6_10_15.wav	2.6282	7.6062	1	2	2	2		2
49	Spectrogram 1	1	1657.067081635	1657.178222334	0.000	260.067	7656.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 6_10_15.wav	0.1111	5.1503	3	1	2	2		2
50	Spectrogram 1	1	1722.352138168	1726.379354097	52.433	149.958	7662.DSG_RAWD_HMS_19_35_ 0__DMY_ 6_10_15.wav	4.0272	6.1281	1	2	2	2		2
51	Spectrogram 1	1	1746.724548045	1748.182452513	34.606	110.109	7664.DSG_RAWD_HMS_19_45_ 0__DMY_ 6_10_15.wav	1.4579	9.2013	1	1	1	2		2
52	Spectrogram 1	1	1758.832269959	1762.826797447	2.097	139.471	7666.DSG_RAWD_HMS_19_55_ 0__DMY_ 6_10_15.wav	3.9945	0.0099	2	1	1	1		2
53	Spectrogram 1	1	1762.336470832	1765.454948102	0.000	147.861	7666.DSG_RAWD_HMS_19_55_ 0__DMY_ 6_10_15.wav	3.1185	3.5141	2	1	2	1		2
54	Spectrogram 1	1	1783.472708798	1787.990251342	0.000	118.498	7668.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 6_10_15.wav	4.5175	3.3511	2	1	2	2		2
55	Spectrogram 1	1	1926.817430931	1929.210224811	34.606	120.596	7681.DSG_RAWD_HMS_21_10_ 0__DMY_ 6_10_15.wav	2.3928	8.2510	1	1	1	2		2
56	Spectrogram 1	1	2028.478042947	2029.556761499	50.336	119.547	7691.DSG_RAWD_HMS_22_ 0_ 0__DMY_ 6_10_15.wav	1.0787	3.4156	1	1	2	2		2
57	Spectrogram 1	1	2035.872123018	2039.023288729	40.898	126.888	7692.DSG_RAWD_HMS_22_ 5_ 0__DMY_ 6_10_15.wav	3.1512	0.1601	1	1	2	2		2
58	Spectrogram 1	1	2043.573479078	2045.822443818	0.000	127.936	7692.DSG_RAWD_HMS_22_ 5_ 0__DMY_ 6_10_15.wav	2.2490	7.8615	2	2	2	2		2
59	Spectrogram 1	1	2150.980617908	2152.713105280	28.314	123.742	7702.DSG_RAWD_HMS_22_55_ 0__DMY_ 6_10_15.wav	1.7325	8.7726	1	2	2	2		2
60	Spectrogram 1	1	2171.593837397	2174.150073482	39.849	118.498	7704.DSG_RAWD_HMS_23_ 5_ 0__DMY_ 6_10_15.wav	2.5562	8.0866	1	2	1	2		2
61	Spectrogram 1	1	2359.976334316	2360.911223728	37.752	121.644	7722.DSG_RAWD_HMS_ 0_35_ 0__DMY_ 7_10_15.wav	0.9349	4.7763	1	2	2	2		2
62	Spectrogram 1	1	2451.791149587	2451.928441039	0.000	192.953	7731.DSG_RAWD_HMS_ 1_20_ 0__DMY_ 7_10_15.wav	0.1373	0.7447	3	2	2	2		2
63	Spectrogram 1	1	2452.817566634	2452.948320398	0.000	189.807	7731.DSG_RAWD_HMS_ 1_20_ 0__DMY_ 7_10_15.wav	0.1308	1.7712	3	2	2	2		2
64	Spectrogram 1	1	2587.924726012	2588.016253646	0.000	159.396	7743.DSG_RAWD_HMS_ 2_20_ 0__DMY_ 7_10_15.wav	0.0915	8.6735	3	2	2	2		2
65	Spectrogram 1	1	2646.796303558	2646.900906569	0.000	145.763	7749.DSG_RAWD_HMS_ 2_50_ 0__DMY_ 7_10_15.wav	0.1046	3.6475	3	2	2	2		2
