Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
15	Spectrogram 1	1	34.171	170.854	0263.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_28_ 1_16.wav	3.3751	7.2296	7	3	1	2	
16	Spectrogram 1	1	33.032	165.159	0264.DSG_RAWD_HMS_ 0_ 5_ 0__DMY_28_ 1_16.wav	10.4725	0.1107	7	3	1	2	
17	Spectrogram 1	1	33.032	159.464	0265.DSG_RAWD_HMS_ 0_10_ 0__DMY_28_ 1_16.wav	10.4965	0.1007	7	3	1	2	
18	Spectrogram 1	1	42.144	158.324	0266.DSG_RAWD_HMS_ 0_15_ 0__DMY_28_ 1_16.wav	1.8671	0.1087	7	3	1	2	
19	Spectrogram 1	1	36.449	136.683	0266.DSG_RAWD_HMS_ 0_15_ 0__DMY_28_ 1_16.wav	3.2914	2.5982	7	3	2	2	
20	Spectrogram 1	1	35.310	132.127	0266.DSG_RAWD_HMS_ 0_15_ 0__DMY_28_ 1_16.wav	3.7222	6.8829	7	3	1	2	
21	Spectrogram 1	1	29.615	168.576	0267.DSG_RAWD_HMS_ 0_20_ 0__DMY_28_ 1_16.wav	10.4725	0.0986	7	3	1	2	
22	Spectrogram 1	1	37.588	182.244	0270.DSG_RAWD_HMS_ 0_35_ 0__DMY_28_ 1_16.wav	7.9232	0.0634	7	3	1	2	
23	Spectrogram 1	1	38.727	177.688	0270.DSG_RAWD_HMS_ 0_35_ 0__DMY_28_ 1_16.wav	2.3818	8.2140	7	3	1	2	
24	Spectrogram 1	1	36.449	182.244	0271.DSG_RAWD_HMS_ 0_40_ 0__DMY_28_ 1_16.wav	10.4606	0.1137	7	3	1	2	
25	Spectrogram 1	1	33.032	177.688	0272.DSG_RAWD_HMS_ 0_45_ 0__DMY_28_ 1_16.wav	10.2332	0.0551	7	3	1	2	
26	Spectrogram 1	1	38.727	174.271	0273.DSG_RAWD_HMS_ 0_50_ 0__DMY_28_ 1_16.wav	7.9113	0.2187	7	3	2	2	
27	Spectrogram 1	1	35.310	174.271	0274.DSG_RAWD_HMS_ 0_55_ 0__DMY_28_ 1_16.wav	3.9855	0.0532	7	3	1	2	
28	Spectrogram 1	1	35.310	173.132	0274.DSG_RAWD_HMS_ 0_55_ 0__DMY_28_ 1_16.wav	6.2955	4.2900		3	1	2	
29	Spectrogram 1	1	34.171	168.576	0275.DSG_RAWD_HMS_ 1_ 0_ 0__DMY_28_ 1_16.wav	10.5444	0.0493	7	3	1	2	
30	Spectrogram 1	1	37.588	168.576	0276.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_28_ 1_16.wav	4.9311	0.1291	7	3	1	2	
31	Spectrogram 1	1	34.171	167.437	0276.DSG_RAWD_HMS_ 1_ 5_ 0__DMY_28_ 1_16.wav	5.3141	5.2517	7	3	1	2	
32	Spectrogram 1	1	33.032	164.020	0277.DSG_RAWD_HMS_ 1_10_ 0__DMY_28_ 1_16.wav	10.4725	0.1133	7	3	1	2	
33	Spectrogram 1	1	31.893	162.881	0278.DSG_RAWD_HMS_ 1_15_ 0__DMY_28_ 1_16.wav	10.4725	0.1153	7	3	1	2	
34	Spectrogram 1	1	25.059	156.046	0279.DSG_RAWD_HMS_ 1_20_ 0__DMY_28_ 1_16.wav	10.4845	0.1174	7	3	1	2	
35	Spectrogram 1	1	34.171	168.576	0280.DSG_RAWD_HMS_ 1_25_ 0__DMY_28_ 1_16.wav	2.5373	0.0839	7	3	1	2	
36	Spectrogram 1	1	36.449	165.159	0280.DSG_RAWD_HMS_ 1_25_ 0__DMY_28_ 1_16.wav	7.6839	2.8965	7	3	1	2	
37	Spectrogram 1	1	37.588	121.876	0281.DSG_RAWD_HMS_ 1_30_ 0__DMY_28_ 1_16.wav	10.5204	0.0736	7	3	1	2	
38	Spectrogram 1	1	35.310	195.912	0282.DSG_RAWD_HMS_ 1_35_ 0__DMY_28_ 1_16.wav	10.4606	0.0880	7	3	1	2	
39	Spectrogram 1	1	35.310	170.854	0283.DSG_RAWD_HMS_ 1_40_ 0__DMY_28_ 1_16.wav	7.3008	3.2849	7	3	1	2	
40	Spectrogram 1	1	38.727	169.715	0284.DSG_RAWD_HMS_ 1_45_ 0__DMY_28_ 1_16.wav	8.8568	1.7136	7	3	1	2	
41	Spectrogram 1	1	33.032	182.244	0285.DSG_RAWD_HMS_ 1_50_ 0__DMY_28_ 1_16.wav	10.4725	0.1002	7	3	1	2	
42	Spectrogram 1	1	31.893	177.688	0286.DSG_RAWD_HMS_ 1_55_ 0__DMY_28_ 1_16.wav	10.4845	0.0788	7	3	1	2	
43	Spectrogram 1	1	31.893	173.132	0287.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_28_ 1_16.wav	10.5084	0.0812	7	3	1	2	
44	Spectrogram 1	1	36.449	170.854	0288.DSG_RAWD_HMS_ 2_ 5_ 0__DMY_28_ 1_16.wav	10.4965	0.0837	7	3	1	2	
45	Spectrogram 1	1	34.171	171.993	0289.DSG_RAWD_HMS_ 2_10_ 0__DMY_28_ 1_16.wav	2.9203	0.0861	7	3	1	2	
46	Spectrogram 1	1	46.700	186.800	0289.DSG_RAWD_HMS_ 2_10_ 0__DMY_28_ 1_16.wav	5.1226	3.6445	7	3	2	2	
47	Spectrogram 1	1	33.032	169.715	0290.DSG_RAWD_HMS_ 2_15_ 0__DMY_28_ 1_16.wav	3.0879	7.5008	7	3	1	2	
48	Spectrogram 1	1	26.198	169.715	0291.DSG_RAWD_HMS_ 2_20_ 0__DMY_28_ 1_16.wav	5.9245	2.3568	7	3	2	2	
49	Spectrogram 1	1	37.588	167.437	0292.DSG_RAWD_HMS_ 2_25_ 0__DMY_28_ 1_16.wav	9.6347	1.3589	7	3	1	2	
50	Spectrogram 1	1	30.754	166.298	0293.DSG_RAWD_HMS_ 2_30_ 0__DMY_28_ 1_16.wav	7.4445	0.1139	7	3	1	2	
51	Spectrogram 1	1	34.171	186.800	0295.DSG_RAWD_HMS_ 2_40_ 0__DMY_28_ 1_16.wav	3.9975	4.1762	7	3	2	2	
52	Spectrogram 1	1	34.171	197.051	0296.DSG_RAWD_HMS_ 2_45_ 0__DMY_28_ 1_16.wav	10.4845	0.0854	7	3	1	2	
53	Spectrogram 1	1	29.615	149.212	0300.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_28_ 1_16.wav	6.9298	0.3944	7	3	2	2	
54	Spectrogram 1	1	47.839	174.271	0301.DSG_RAWD_HMS_ 3_10_ 0__DMY_28_ 1_16.wav	3.1118	0.0737	7	3	1	2	
55	Spectrogram 1	1	30.754	154.907	0301.DSG_RAWD_HMS_ 3_10_ 0__DMY_28_ 1_16.wav	4.0813	6.4889	7	3	1	2	
56	Spectrogram 1	1	31.893	177.688	0304.DSG_RAWD_HMS_ 3_25_ 0__DMY_28_ 1_16.wav	7.4564	3.1331	7	3	1	2	
57	Spectrogram 1	1	54.673	186.800	0307.DSG_RAWD_HMS_ 3_40_ 0__DMY_28_ 1_16.wav	3.1597	1.3931	7	3	2	2	
58	Spectrogram 1	1	38.727	191.356	0314.DSG_RAWD_HMS_ 4_15_ 0__DMY_28_ 1_16.wav	6.7144	0.2373	7	3	1	2	
59	Spectrogram 1	1	39.866	195.912	0316.DSG_RAWD_HMS_ 4_25_ 0__DMY_28_ 1_16.wav	2.5613	6.6813	7	3	2	2	
60	Spectrogram 1	1	36.449	195.912	0319.DSG_RAWD_HMS_ 4_40_ 0__DMY_28_ 1_16.wav	9.7903	0.7762	7	3	1	2	
61	Spectrogram 1	1	33.032	191.356	0320.DSG_RAWD_HMS_ 4_45_ 0__DMY_28_ 1_16.wav	4.4523	0.0965	7	3	1	2	
62	Spectrogram 1	1	45.561	191.356	0320.DSG_RAWD_HMS_ 4_45_ 0__DMY_28_ 1_16.wav	2.2501	8.3309	7	3	1	2	
63	Spectrogram 1	1	34.171	159.464	0323.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_28_ 1_16.wav	3.8778	0.0440	7	3	1	2	
64	Spectrogram 1	1	36.449	156.046	0323.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_28_ 1_16.wav	2.4775	4.0774	7	3	2	2	
65	Spectrogram 1	1	35.310	150.351	0323.DSG_RAWD_HMS_ 5_ 0_ 0__DMY_28_ 1_16.wav	3.8898	6.6986	7	3	1	2	
66	Spectrogram 1	1	30.754	150.351	0324.DSG_RAWD_HMS_ 5_ 5_ 0__DMY_28_ 1_16.wav	10.4965	0.0944	7	3	1	2	
67	Spectrogram 1	1	34.171	208.442	0326.DSG_RAWD_HMS_ 5_15_ 0__DMY_28_ 1_16.wav	4.0454	0.0514	7	3	1	2	
68	Spectrogram 1	1	38.727	208.442	0326.DSG_RAWD_HMS_ 5_15_ 0__DMY_28_ 1_16.wav	6.2596	4.2165	7	3	2	2	
69	Spectrogram 1	1	39.866	205.025	0327.DSG_RAWD_HMS_ 5_20_ 0__DMY_28_ 1_16.wav	3.2794	0.0539	7	3	1	2	
70	Spectrogram 1	1	31.893	201.607	0327.DSG_RAWD_HMS_ 5_20_ 0__DMY_28_ 1_16.wav	6.9897	3.6205	7	3	1	2	
71	Spectrogram 1	1	30.754	195.912	0328.DSG_RAWD_HMS_ 5_25_ 0__DMY_28_ 1_16.wav	3.6863	5.6217	7	3	2	2	
72	Spectrogram 1	1	30.754	187.939	0329.DSG_RAWD_HMS_ 5_30_ 0__DMY_28_ 1_16.wav	10.5324	0.0707	7	3	1	2	
73	Spectrogram 1	1	35.310	191.356	0330.DSG_RAWD_HMS_ 5_35_ 0__DMY_28_ 1_16.wav	2.3099	0.2408	7	3	2	2	
74	Spectrogram 1	1	36.449	187.939	0330.DSG_RAWD_HMS_ 5_35_ 0__DMY_28_ 1_16.wav	6.3314	4.2143	7	3	1	2	
75	Spectrogram 1	1	35.310	186.800	0331.DSG_RAWD_HMS_ 5_40_ 0__DMY_28_ 1_16.wav	10.3648	0.2073	7	3	1	2	
76	Spectrogram 1	1	42.144	191.356	0332.DSG_RAWD_HMS_ 5_45_ 0__DMY_28_ 1_16.wav	2.6929	2.6290	7	3	2	2	
77	Spectrogram 1	1	36.449	182.244	0333.DSG_RAWD_HMS_ 5_50_ 0__DMY_28_ 1_16.wav	2.7528	0.0702	7	3	1	2	
78	Spectrogram 1	1	33.032	197.051	0333.DSG_RAWD_HMS_ 5_50_ 0__DMY_28_ 1_16.wav	4.1651	6.3896	7	3	1	2	
79	Spectrogram 1	1	28.476	190.217	0334.DSG_RAWD_HMS_ 5_55_ 0__DMY_28_ 1_16.wav	8.9046	1.7004	7	3	1	2	
80	Spectrogram 1	1	31.893	182.244	0335.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_28_ 1_16.wav	5.9843	4.5992	7	3	1	2	
81	Spectrogram 1	1	23.920	178.827	0336.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_28_ 1_16.wav	10.4606	0.1135	7	3	1	2	
82	Spectrogram 1	1	38.727	171.993	0337.DSG_RAWD_HMS_ 6_10_ 0__DMY_28_ 1_16.wav	10.4845	0.1040	7	3	1	2	
83	Spectrogram 1	1	35.310	185.661	0338.DSG_RAWD_HMS_ 6_15_ 0__DMY_28_ 1_16.wav	10.4725	0.0825	7	3	1	2	
84	Spectrogram 1	1	47.839	185.661	0339.DSG_RAWD_HMS_ 6_20_ 0__DMY_28_ 1_16.wav	4.3805	0.5637	7	3	2	2	
85	Spectrogram 1	1	36.449	193.634	0340.DSG_RAWD_HMS_ 6_25_ 0__DMY_28_ 1_16.wav	4.4164	0.0395	7	3	1	2	
86	Spectrogram 1	1	29.615	173.132	0341.DSG_RAWD_HMS_ 6_30_ 0__DMY_28_ 1_16.wav	10.5563	0.0540	7	3	1	2	
87	Spectrogram 1	1	36.449	186.800	0343.DSG_RAWD_HMS_ 6_40_ 0__DMY_28_ 1_16.wav	1.7115	0.0469	7	3	1	2	
88	Spectrogram 1	1	31.893	169.715	0345.DSG_RAWD_HMS_ 6_50_ 0__DMY_28_ 1_16.wav	4.9191	0.7699	7	3	2	2	
89	Spectrogram 1	1	34.171	162.881	0345.DSG_RAWD_HMS_ 6_50_ 0__DMY_28_ 1_16.wav	1.9868	5.8207	7	3	2	2	
90	Spectrogram 1	1	33.032	195.912	0358.DSG_RAWD_HMS_ 7_55_ 0__DMY_28_ 1_16.wav	7.5163	0.8377	7	3	2	2	
91	Spectrogram 1	1	42.144	193.634	0363.DSG_RAWD_HMS_ 8_20_ 0__DMY_28_ 1_16.wav	3.2674	6.6400	7	3	2	2	
92	Spectrogram 1	1	34.171	194.773	0364.DSG_RAWD_HMS_ 8_25_ 0__DMY_28_ 1_16.wav	4.1052	0.0717	7	3	1	2	
93	Spectrogram 1	1	38.727	191.356	0367.DSG_RAWD_HMS_ 8_40_ 0__DMY_28_ 1_16.wav	3.0520	0.0910	7	3	1	2	
94	Spectrogram 1	1	37.588	186.800	0367.DSG_RAWD_HMS_ 8_40_ 0__DMY_28_ 1_16.wav	7.3009	3.3105	7	3	1	2	
95	Spectrogram 1	1	41.005	200.468	0369.DSG_RAWD_HMS_ 8_50_ 0__DMY_28_ 1_16.wav	3.8180	0.0839	7	3	1	2	
96	Spectrogram 1	1	39.866	195.912	0371.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_28_ 1_16.wav	2.8605	3.3562	7	3	2	2	
97	Spectrogram 1	1	37.588	194.773	0372.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_28_ 1_16.wav	1.3405	0.0195	7	3	1	2	
98	Spectrogram 1	1	42.144	185.661	0376.DSG_RAWD_HMS_ 9_25_ 0__DMY_28_ 1_16.wav	5.7449	0.0532	7	3	1	2	
99	Spectrogram 1	1	33.032	186.800	0378.DSG_RAWD_HMS_ 9_35_ 0__DMY_28_ 1_16.wav	3.6145	0.0821	7	3	1	2	
100	Spectrogram 1	1	35.310	192.495	0379.DSG_RAWD_HMS_ 9_40_ 0__DMY_28_ 1_16.wav	2.4296	3.2562	7	3	2	2	
101	Spectrogram 1	1	37.588	193.634	0385.DSG_RAWD_HMS_10_10_ 0__DMY_28_ 1_16.wav	3.3392	7.2326	7	3	1	2	
102	Spectrogram 1	1	33.032	186.800	0386.DSG_RAWD_HMS_10_15_ 0__DMY_28_ 1_16.wav	5.6731	0.0419	7	3	1	2	
103	Spectrogram 1	1	48.978	209.581	0398.DSG_RAWD_HMS_11_15_ 0__DMY_28_ 1_16.wav	5.9245	0.0662	7	3	1	2	
104	Spectrogram 1	1	28.476	186.800	0401.DSG_RAWD_HMS_11_30_ 0__DMY_28_ 1_16.wav	5.8407	1.7492	7	3	2	2	
105	Spectrogram 1	1	30.754	182.244	0401.DSG_RAWD_HMS_11_30_ 0__DMY_28_ 1_16.wav	2.8366	7.7574	7	3	1	2	
106	Spectrogram 1	1	37.588	177.688	0402.DSG_RAWD_HMS_11_35_ 0__DMY_28_ 1_16.wav	4.9430	0.1000	7	3	1	2	
107	Spectrogram 1	1	41.005	174.271	0402.DSG_RAWD_HMS_11_35_ 0__DMY_28_ 1_16.wav	2.2980	8.3464	7	3	1	2	
108	Spectrogram 1	1	38.727	168.576	0402.DSG_RAWD_HMS_11_35_ 0__DMY_28_ 1_16.wav	2.9802	5.1986	7	3	2	2	
109	Spectrogram 1	1	46.700	166.298	0404.DSG_RAWD_HMS_11_45_ 0__DMY_28_ 1_16.wav	4.2010	0.4640	7	3	2	2	
110	Spectrogram 1	1	45.561	164.020	0404.DSG_RAWD_HMS_11_45_ 0__DMY_28_ 1_16.wav	2.0825	4.8325	7	3	2	2	
111	Spectrogram 1	1	42.144	156.046	0404.DSG_RAWD_HMS_11_45_ 0__DMY_28_ 1_16.wav	1.3764	7.1664	7	3	2	2	
112	Spectrogram 1	1	47.839	186.800	0405.DSG_RAWD_HMS_11_50_ 0__DMY_28_ 1_16.wav	1.9030	8.6889	7	3	1	2	
113	Spectrogram 1	1	38.727	186.800	0406.DSG_RAWD_HMS_11_55_ 0__DMY_28_ 1_16.wav	4.7276	1.1750	7	3	2	2	
114	Spectrogram 1	1	35.310	209.581	0407.DSG_RAWD_HMS_12_ 0_ 0__DMY_28_ 1_16.wav	10.4725	0.1123	7	3	1	2	
115	Spectrogram 1	1	39.866	207.303	0408.DSG_RAWD_HMS_12_ 5_ 0__DMY_28_ 1_16.wav	10.4965	0.1147	7	3	1	2	
116	Spectrogram 1	1	44.422	206.164	0409.DSG_RAWD_HMS_12_10_ 0__DMY_28_ 1_16.wav	1.8312	0.0574	7	3	1	2	
117	Spectrogram 1	1	38.727	189.078	0409.DSG_RAWD_HMS_12_10_ 0__DMY_28_ 1_16.wav	2.0825	6.4366	7	3	2	2	
118	Spectrogram 1	1	42.144	187.939	0411.DSG_RAWD_HMS_12_20_ 0__DMY_28_ 1_16.wav	3.3871	7.1836	7	3	1	2	
119	Spectrogram 1	1	35.310	186.800	0412.DSG_RAWD_HMS_12_25_ 0__DMY_28_ 1_16.wav	3.1238	0.0767	7	3	1	2	
120	Spectrogram 1	1	42.144	182.244	0412.DSG_RAWD_HMS_12_25_ 0__DMY_28_ 1_16.wav	5.3619	3.6793	7	3	2	2	
121	Spectrogram 1	1	55.812	182.244	0414.DSG_RAWD_HMS_12_35_ 0__DMY_28_ 1_16.wav	4.8114	1.7213	7	3	2	2	
122	Spectrogram 1	1	36.449	191.356	0415.DSG_RAWD_HMS_12_40_ 0__DMY_28_ 1_16.wav	5.0986	0.0482	7	3	1	2	
123	Spectrogram 1	1	54.673	201.607	0416.DSG_RAWD_HMS_12_45_ 0__DMY_28_ 1_16.wav	10.6162	0.0506	7	3	1	2	
124	Spectrogram 1	1	53.534	190.217	0419.DSG_RAWD_HMS_13_ 0_ 0__DMY_28_ 1_16.wav	4.7276	5.8748	7	3	1	2	
125	Spectrogram 1	1	35.310	144.656	0427.DSG_RAWD_HMS_13_40_ 0__DMY_28_ 1_16.wav	7.4804	0.0418	7	3	1	2	
126	Spectrogram 1	1	39.866	202.746	0431.DSG_RAWD_HMS_14_ 0_ 0__DMY_28_ 1_16.wav	4.8234	5.8085	7	3	1	2	
127	Spectrogram 1	1	43.283	195.912	0435.DSG_RAWD_HMS_14_20_ 0__DMY_28_ 1_16.wav	3.6026	0.0588	7	3	1	2	
128	Spectrogram 1	1	45.561	194.773	0435.DSG_RAWD_HMS_14_20_ 0__DMY_28_ 1_16.wav	6.7383	3.8409	7	3	1	2	
129	Spectrogram 1	1	33.032	182.244	0438.DSG_RAWD_HMS_14_35_ 0__DMY_28_ 1_16.wav	5.5175	5.0930	7	3	1	2	
130	Spectrogram 1	1	48.978	190.217	0440.DSG_RAWD_HMS_14_45_ 0__DMY_28_ 1_16.wav	5.8407	0.0831	7	3	1	2	
131	Spectrogram 1	1	29.615	201.607	0441.DSG_RAWD_HMS_14_50_ 0__DMY_28_ 1_16.wav	1.7953	4.7413	7	3	2	2	
132	Spectrogram 1	1	34.171	181.105	0442.DSG_RAWD_HMS_14_55_ 0__DMY_28_ 1_16.wav	2.3698	7.8915	7	3	2	2	
133	Spectrogram 1	1	43.283	208.442	0449.DSG_RAWD_HMS_15_30_ 0__DMY_28_ 1_16.wav	3.8898	0.1052	7	3	1	2	
134	Spectrogram 1	1	37.588	209.581	0457.DSG_RAWD_HMS_16_10_ 0__DMY_28_ 1_16.wav	5.4697	0.1367	7	3	1	2	
135	Spectrogram 1	1	42.144	198.190	0458.DSG_RAWD_HMS_16_15_ 0__DMY_28_ 1_16.wav	4.2130	0.0554	7	3	1	2	
136	Spectrogram 1	1	41.005	206.164	0459.DSG_RAWD_HMS_16_20_ 0__DMY_28_ 1_16.wav	4.2010	0.0911	7	3	1	2	
137	Spectrogram 1	1	34.171	161.742	0459.DSG_RAWD_HMS_16_20_ 0__DMY_28_ 1_16.wav	4.0574	6.5063	7	3	1	2	
138	Spectrogram 1	1	35.310	205.025	0460.DSG_RAWD_HMS_16_25_ 0__DMY_28_ 1_16.wav	6.3673	0.1055	7	3	1	2	
139	Spectrogram 1	1	35.310	214.137	0462.DSG_RAWD_HMS_16_35_ 0__DMY_28_ 1_16.wav	4.9550	5.6639	7	3	1	2	
140	Spectrogram 1	1	38.727	210.720	0463.DSG_RAWD_HMS_16_40_ 0__DMY_28_ 1_16.wav	2.5972	0.0889	7	3	1	2	
141	Spectrogram 1	1	28.476	211.859	0463.DSG_RAWD_HMS_16_40_ 0__DMY_28_ 1_16.wav	6.9179	3.6556	7	3	1	2	
142	Spectrogram 1	1	41.005	205.025	0464.DSG_RAWD_HMS_16_45_ 0__DMY_28_ 1_16.wav	9.1560	0.0914	7	3	1	2	
143	Spectrogram 1	1	39.866	219.832	0465.DSG_RAWD_HMS_16_50_ 0__DMY_28_ 1_16.wav	6.9298	3.6724	7	3	1	2	
144	Spectrogram 1	1	37.588	214.137	0466.DSG_RAWD_HMS_16_55_ 0__DMY_28_ 1_16.wav	3.2674	0.0963	7	3	1	2	
145	Spectrogram 1	1	31.893	208.442	0466.DSG_RAWD_HMS_16_55_ 0__DMY_28_ 1_16.wav	7.0735	3.5432	7	3	1	2	
146	Spectrogram 1	1	29.615	192.495	0473.DSG_RAWD_HMS_17_30_ 0__DMY_28_ 1_16.wav	8.4020	2.2173	7	3	1	2	
