Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
30	Spectrogram 1	1	0.000	258.808	1599.DSG_RAWD_HMS_ 6_35_ 0__DMY_25_ 7_16.wav	0.2246	2.1001	3	1	2	2	
31	Spectrogram 1	1	36.324	171.025	1601.DSG_RAWD_HMS_ 6_45_ 0__DMY_25_ 7_16.wav	2.8445	0.0599	1	3	1	2	
32	Spectrogram 1	1	0.000	198.268	1602.DSG_RAWD_HMS_ 6_50_ 0__DMY_25_ 7_16.wav	0.2139	6.6483	3	2	2	2	
33	Spectrogram 1	1	31.783	164.971	1603.DSG_RAWD_HMS_ 6_55_ 0__DMY_25_ 7_16.wav	2.3633	8.2748	1	2	1	2	
34	Spectrogram 1	1	48.432	142.269	1607.DSG_RAWD_HMS_ 7_15_ 0__DMY_25_ 7_16.wav	3.8924	2.4622	1	3	2	2	
35	Spectrogram 1	1	1.513	216.430	1617.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_25_ 7_16.wav	0.2139	4.8314	3	1	2	2	
36	Spectrogram 1	1	0.000	186.160	1633.DSG_RAWD_HMS_ 9_25_ 0__DMY_25_ 7_16.wav	0.1818	4.7470	3	3	2	2	
37	Spectrogram 1	1	0.000	249.727	1635.DSG_RAWD_HMS_ 9_35_ 0__DMY_25_ 7_16.wav	0.2460	1.8644	3	1	2	1	
38	Spectrogram 1	1	37.837	180.106	1635.DSG_RAWD_HMS_ 9_35_ 0__DMY_25_ 7_16.wav	3.5716	0.0037	1	3	1	1	
39	Spectrogram 1	1	25.729	169.512	1637.DSG_RAWD_HMS_ 9_45_ 0__DMY_25_ 7_16.wav	3.0797	7.5527	1	3	1	2	
40	Spectrogram 1	1	0.000	178.593	1644.DSG_RAWD_HMS_10_20_ 0__DMY_25_ 7_16.wav	0.2139	10.2362	3	1	2	2	
41	Spectrogram 1	1	30.270	175.566	1653.DSG_RAWD_HMS_11_ 5_ 0__DMY_25_ 7_16.wav	6.8973	2.1322	2	3	2	2	
42	Spectrogram 1	1	31.783	295.132	1663.DSG_RAWD_HMS_11_55_ 0__DMY_25_ 7_16.wav	2.9835	2.0620	2	1	2	2	
43	Spectrogram 1	1	40.864	160.431	1663.DSG_RAWD_HMS_11_55_ 0__DMY_25_ 7_16.wav	2.3847	8.2429	1	3	1	2	
44	Spectrogram 1	1	0.000	216.430	1667.DSG_RAWD_HMS_12_15_ 0__DMY_25_ 7_16.wav	0.1925	7.5200	3	3	2	2	
45	Spectrogram 1	1	34.810	149.836	1668.DSG_RAWD_HMS_12_20_ 0__DMY_25_ 7_16.wav	4.6410	0.2789	2	3	2	2	
46	Spectrogram 1	1	33.297	222.484	1678.DSG_RAWD_HMS_13_10_ 0__DMY_25_ 7_16.wav	3.0049	0.0339	1	1	1	2	
47	Spectrogram 1	1	0.000	222.484	1681.DSG_RAWD_HMS_13_25_ 0__DMY_25_ 7_16.wav	0.1925	1.5773	3	1	2	2	
48	Spectrogram 1	1	40.864	116.539	1681.DSG_RAWD_HMS_13_25_ 0__DMY_25_ 7_16.wav	2.3740	8.1324	1	3	2	1	
49	Spectrogram 1	1	0.000	219.457	1681.DSG_RAWD_HMS_13_25_ 0__DMY_25_ 7_16.wav	0.1818	8.7847	3	3	2	1	
50	Spectrogram 1	1	0.000	174.052	1684.DSG_RAWD_HMS_13_40_ 0__DMY_25_ 7_16.wav	0.3636	7.3697	3	2	2	2	
51	Spectrogram 1	1	34.810	175.566	1697.DSG_RAWD_HMS_14_45_ 0__DMY_25_ 7_16.wav	6.6621	2.5495	1	3	2	2	
52	Spectrogram 1	1	22.702	322.375	1702.DSG_RAWD_HMS_15_10_ 0__DMY_25_ 7_16.wav	10.5652	0.0819	6	2	1	1	
53	Spectrogram 1	1	42.378	143.782	1703.DSG_RAWD_HMS_15_15_ 0__DMY_25_ 7_16.wav	3.4112	6.5206	1	3	2	2	
54	Spectrogram 1	1	30.270	177.079	1706.DSG_RAWD_HMS_15_30_ 0__DMY_25_ 7_16.wav	2.5130	4.9652	2	3	2	2	
55	Spectrogram 1	1	34.810	158.917	1712.DSG_RAWD_HMS_16_ 0_ 0__DMY_25_ 7_16.wav	2.3953	1.3625	2	3	2	2	
56	Spectrogram 1	1	0.000	198.268	1712.DSG_RAWD_HMS_16_ 0_ 0__DMY_25_ 7_16.wav	0.1604	5.5009	3	3	2	2	
57	Spectrogram 1	1	52.972	116.539	1715.DSG_RAWD_HMS_16_15_ 0__DMY_25_ 7_16.wav	2.9942	0.0050	1	3	1	2	
58	Spectrogram 1	1	42.378	139.242	1748.DSG_RAWD_HMS_19_ 0_ 0__DMY_25_ 7_16.wav	2.1280	7.8805	1	3	2	2	
