Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
35	Waveform 1	1	38.9	140.1	0645.DSG_RAWD_HMS_23_ 5_ 0__DMY_21_ 7_16.wav	1.5715	0.0103	1	2	1	2	
35	Spectrogram 1	1	38.9	140.1	0645.DSG_RAWD_HMS_23_ 5_ 0__DMY_21_ 7_16.wav	1.5715	0.0103	1	2	1	2	
39	Waveform 1	1	43.6	179.0	0652.DSG_RAWD_HMS_23_40_ 0__DMY_21_ 7_16.wav	1.5501	0.0325	1	2	1	2	
39	Spectrogram 1	1	43.6	179.0	0652.DSG_RAWD_HMS_23_40_ 0__DMY_21_ 7_16.wav	1.5501	0.0325	1	2	1	2	
41	Waveform 1	1	37.3	196.1	0655.DSG_RAWD_HMS_23_55_ 0__DMY_21_ 7_16.wav	1.8708	0.0204	1	1	1	2	
41	Spectrogram 1	1	37.3	196.1	0655.DSG_RAWD_HMS_23_55_ 0__DMY_21_ 7_16.wav	1.8708	0.0204	1	1	1	2	
1	Waveform 1	1	0.0	297.2	0501.DSG_RAWD_HMS_11_ 5_ 0__DMY_21_ 7_16.wav	0.3207	3.2285	3	1	2	2	
1	Spectrogram 1	1	0.0	297.2	0501.DSG_RAWD_HMS_11_ 5_ 0__DMY_21_ 7_16.wav	0.3207	3.2285	3	1	2	2	
2	Waveform 1	1	26.5	241.2	0505.DSG_RAWD_HMS_11_25_ 0__DMY_21_ 7_16.wav	5.3237	1.0498	2	1	2	2	
2	Spectrogram 1	1	26.5	241.2	0505.DSG_RAWD_HMS_11_25_ 0__DMY_21_ 7_16.wav	5.3237	1.0498	2	1	2	2	
5	Waveform 1	1	0.0	165.0	0522.DSG_RAWD_HMS_12_50_ 0__DMY_21_ 7_16.wav	0.1604	8.8906	3	3	2	2	
5	Spectrogram 1	1	0.0	165.0	0522.DSG_RAWD_HMS_12_50_ 0__DMY_21_ 7_16.wav	0.1604	8.8906	3	3	2	2	
7	Waveform 1	1	46.7	224.1	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	1.9029	1.1154	1	3	2	2	
7	Spectrogram 1	1	46.7	224.1	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	1.9029	1.1154	1	3	2	2	
8	Waveform 1	1	0.0	287.9	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	0.2779	4.8783	3	2	2	2	
8	Spectrogram 1	1	0.0	287.9	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	0.2779	4.8783	3	2	2	2	
9	Waveform 1	1	0.0	334.6	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	0.3314	9.1651	3	2	2	2	
9	Spectrogram 1	1	0.0	334.6	0526.DSG_RAWD_HMS_13_10_ 0__DMY_21_ 7_16.wav	0.3314	9.1651	3	2	2	2	
10	Waveform 1	1	3.1	150.9	0527.DSG_RAWD_HMS_13_15_ 0__DMY_21_ 7_16.wav	0.3100	9.9434	3	2	2	2	
10	Spectrogram 1	1	3.1	150.9	0527.DSG_RAWD_HMS_13_15_ 0__DMY_21_ 7_16.wav	0.3100	9.9434	3	2	2	2	
11	Waveform 1	1	0.0	197.6	0532.DSG_RAWD_HMS_13_40_ 0__DMY_21_ 7_16.wav	0.1817	6.7893	3	1	2	2	
11	Spectrogram 1	1	0.0	197.6	0532.DSG_RAWD_HMS_13_40_ 0__DMY_21_ 7_16.wav	0.1817	6.7893	3	1	2	2	
12	Waveform 1	1	0.0	278.5	0545.DSG_RAWD_HMS_14_45_ 0__DMY_21_ 7_16.wav	0.3635	3.7004	3	1	2	2	
12	Spectrogram 1	1	0.0	278.5	0545.DSG_RAWD_HMS_14_45_ 0__DMY_21_ 7_16.wav	0.3635	3.7004	3	1	2	2	
13	Waveform 1	1	49.8	239.6	0550.DSG_RAWD_HMS_15_10_ 0__DMY_21_ 7_16.wav	1.5501	1.3883	1	2	2	2	
13	Spectrogram 1	1	49.8	239.6	0550.DSG_RAWD_HMS_15_10_ 0__DMY_21_ 7_16.wav	1.5501	1.3883	1	2	2	2	
15	Waveform 1	1	37.3	165.0	0574.DSG_RAWD_HMS_17_10_ 0__DMY_21_ 7_16.wav	4.0195	3.3210	1	3	2	2	
15	Spectrogram 1	1	37.3	165.0	0574.DSG_RAWD_HMS_17_10_ 0__DMY_21_ 7_16.wav	4.0195	3.3210	1	3	2	2	
16	Waveform 1	1	35.8	157.2	0581.DSG_RAWD_HMS_17_45_ 0__DMY_21_ 7_16.wav	2.3198	6.6997	1	3	2	2	
16	Spectrogram 1	1	35.8	157.2	0581.DSG_RAWD_HMS_17_45_ 0__DMY_21_ 7_16.wav	2.3198	6.6997	1	3	2	2	
17	Waveform 1	1	0.0	200.7	0578.DSG_RAWD_HMS_17_30_ 0__DMY_21_ 7_16.wav	0.2459	9.2104	3	2	2	2	
17	Spectrogram 1	1	0.0	200.7	0578.DSG_RAWD_HMS_17_30_ 0__DMY_21_ 7_16.wav	0.2459	9.2104	3	2	2	2	
18	Waveform 1	1	51.4	172.7	0579.DSG_RAWD_HMS_17_35_ 0__DMY_21_ 7_16.wav	2.5977	1.8213	1	3	2	2	
18	Spectrogram 1	1	51.4	172.7	0579.DSG_RAWD_HMS_17_35_ 0__DMY_21_ 7_16.wav	2.5977	1.8213	1	3	2	2	
19	Waveform 1	1	46.7	154.1	0591.DSG_RAWD_HMS_18_35_ 0__DMY_21_ 7_16.wav	4.0837	0.3437	1	3	2	2	
19	Spectrogram 1	1	46.7	154.1	0591.DSG_RAWD_HMS_18_35_ 0__DMY_21_ 7_16.wav	4.0837	0.3437	1	3	2	2	
20	Waveform 1	1	0.0	175.8	0603.DSG_RAWD_HMS_19_35_ 0__DMY_21_ 7_16.wav	0.1924	5.2265	3	2	2	2	
20	Spectrogram 1	1	0.0	175.8	0603.DSG_RAWD_HMS_19_35_ 0__DMY_21_ 7_16.wav	0.1924	5.2265	3	2	2	2	
23	Waveform 1	1	0.0	203.9	0613.DSG_RAWD_HMS_20_25_ 0__DMY_21_ 7_16.wav	0.1817	3.8975	3	2	2	2	
23	Spectrogram 1	1	0.0	203.9	0613.DSG_RAWD_HMS_20_25_ 0__DMY_21_ 7_16.wav	0.1817	3.8975	3	2	2	2	
24	Waveform 1	1	0.0	182.1	0617.DSG_RAWD_HMS_20_45_ 0__DMY_21_ 7_16.wav	0.2566	7.4218	3	1	2	2	
24	Spectrogram 1	1	0.0	182.1	0617.DSG_RAWD_HMS_20_45_ 0__DMY_21_ 7_16.wav	0.2566	7.4218	3	1	2	2	
27	Waveform 1	1	0.0	163.4	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	0.2673	1.5394	3	1	2	2	
27	Spectrogram 1	1	0.0	163.4	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	0.2673	1.5394	3	1	2	2	
28	Waveform 1	1	0.0	211.6	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	0.2886	1.9135	3	1	2	2	
28	Spectrogram 1	1	0.0	211.6	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	0.2886	1.9135	3	1	2	2	
29	Waveform 1	1	38.9	147.8	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	2.2770	6.3500	1	2	2	2	
29	Spectrogram 1	1	38.9	147.8	0628.DSG_RAWD_HMS_21_40_ 0__DMY_21_ 7_16.wav	2.2770	6.3500	1	2	2	2	
30	Waveform 1	1	0.0	256.8	0629.DSG_RAWD_HMS_21_45_ 0__DMY_21_ 7_16.wav	0.2245	6.6472	3	1	2	1	
30	Spectrogram 1	1	0.0	256.8	0629.DSG_RAWD_HMS_21_45_ 0__DMY_21_ 7_16.wav	0.2245	6.6472	3	1	2	1	
31	Waveform 1	1	29.6	166.5	0629.DSG_RAWD_HMS_21_45_ 0__DMY_21_ 7_16.wav	4.7572	2.4352	1	2	2	1	
31	Spectrogram 1	1	29.6	166.5	0629.DSG_RAWD_HMS_21_45_ 0__DMY_21_ 7_16.wav	4.7572	2.4352	1	2	2	1	
33	Waveform 1	1	21.8	247.4	0631.DSG_RAWD_HMS_21_55_ 0__DMY_21_ 7_16.wav	3.0467	4.7824	1	1	2	2	
33	Spectrogram 1	1	21.8	247.4	0631.DSG_RAWD_HMS_21_55_ 0__DMY_21_ 7_16.wav	3.0467	4.7824	1	1	2	2	
36	Waveform 1	1	0.0	306.6	0646.DSG_RAWD_HMS_23_10_ 0__DMY_21_ 7_16.wav	0.2459	1.6333	3	1	2	2	
36	Spectrogram 1	1	0.0	306.6	0646.DSG_RAWD_HMS_23_10_ 0__DMY_21_ 7_16.wav	0.2459	1.6333	3	1	2	2	
37	Waveform 1	1	0.0	216.3	0649.DSG_RAWD_HMS_23_25_ 0__DMY_21_ 7_16.wav	0.2138	2.6741	3	1	2	2	
37	Spectrogram 1	1	0.0	216.3	0649.DSG_RAWD_HMS_23_25_ 0__DMY_21_ 7_16.wav	0.2138	2.6741	3	1	2	2	
38	Waveform 1	1	0.0	203.9	0649.DSG_RAWD_HMS_23_25_ 0__DMY_21_ 7_16.wav	0.2352	3.0804	3	2	2	2	
38	Spectrogram 1	1	0.0	203.9	0649.DSG_RAWD_HMS_23_25_ 0__DMY_21_ 7_16.wav	0.2352	3.0804	3	2	2	2	
40	Waveform 1	1	38.9	253.6	0654.DSG_RAWD_HMS_23_50_ 0__DMY_21_ 7_16.wav	3.3247	6.3191	1	2	2	2	
40	Spectrogram 1	1	38.9	253.6	0654.DSG_RAWD_HMS_23_50_ 0__DMY_21_ 7_16.wav	3.3247	6.3191	1	2	2	2	
42	Waveform 1	1	0.0	213.2	0693.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_22_ 7_16.wav	0.2886	9.4045	3	1	2	2	
42	Spectrogram 1	1	0.0	213.2	0693.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_22_ 7_16.wav	0.2886	9.4045	3	1	2	2	
43	Waveform 1	1	34.2	154.1	0709.DSG_RAWD_HMS_ 4_25_ 0__DMY_22_ 7_16.wav	4.1478	1.5332	1	3	2	2	
43	Spectrogram 1	1	34.2	154.1	0709.DSG_RAWD_HMS_ 4_25_ 0__DMY_22_ 7_16.wav	4.1478	1.5332	1	3	2	2	
44	Waveform 1	1	0.0	214.7	0712.DSG_RAWD_HMS_ 4_40_ 0__DMY_22_ 7_16.wav	0.2566	0.4203	3	1	2	2	
44	Spectrogram 1	1	0.0	214.7	0712.DSG_RAWD_HMS_ 4_40_ 0__DMY_22_ 7_16.wav	0.2566	0.4203	3	1	2	2	
45	Waveform 1	1	0.0	150.9	0719.DSG_RAWD_HMS_ 5_15_ 0__DMY_22_ 7_16.wav	0.1283	0.6961	3	3	2	2	
45	Spectrogram 1	1	0.0	150.9	0719.DSG_RAWD_HMS_ 5_15_ 0__DMY_22_ 7_16.wav	0.1283	0.6961	3	3	2	2	
46	Waveform 1	1	0.0	157.2	0721.DSG_RAWD_HMS_ 5_25_ 0__DMY_22_ 7_16.wav	0.2673	1.5361	3	3	2	2	
46	Spectrogram 1	1	0.0	157.2	0721.DSG_RAWD_HMS_ 5_25_ 0__DMY_22_ 7_16.wav	0.2673	1.5361	3	3	2	2	
