Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
17	Spectrogram 1	1	39.4	137.8	1076.DSG_RAWD_HMS_11_ 0_ 0__DMY_23_ 7_16.wav	4.1478	5.5401	1	3	2	1	
18	Spectrogram 1	1	0.0	173.6	1076.DSG_RAWD_HMS_11_ 0_ 0__DMY_23_ 7_16.wav	0.1710	7.1543	3	3	2	2	
19	Spectrogram 1	1	34.0	148.5	1080.DSG_RAWD_HMS_11_20_ 0__DMY_23_ 7_16.wav	3.1750	7.4982	1	3	1	2	
20	Spectrogram 1	1	28.6	348.9	1082.DSG_RAWD_HMS_11_30_ 0__DMY_23_ 7_16.wav	6.1683	4.4631	1	1	1	2	
21	Spectrogram 1	1	0.0	175.3	1085.DSG_RAWD_HMS_11_45_ 0__DMY_23_ 7_16.wav	0.2031	3.3850	3	2	2	2	
22	Spectrogram 1	1	0.0	239.8	1091.DSG_RAWD_HMS_12_15_ 0__DMY_23_ 7_16.wav	0.2138	8.6418	3	2	2	2	
23	Spectrogram 1	1	32.2	152.1	1094.DSG_RAWD_HMS_12_30_ 0__DMY_23_ 7_16.wav	4.1799	1.0398	1	3	2	2	
24	Spectrogram 1	1	32.2	164.6	1096.DSG_RAWD_HMS_12_40_ 0__DMY_23_ 7_16.wav	4.2977	0.0144	2	3	1	2	
25	Spectrogram 1	1	0.0	243.3	1101.DSG_RAWD_HMS_13_ 5_ 0__DMY_23_ 7_16.wav	0.3100	7.8608	3	1	2	2	
26	Spectrogram 1	1	0.0	298.8	1103.DSG_RAWD_HMS_13_15_ 0__DMY_23_ 7_16.wav	0.2566	0.2664	3	1	2	2	
27	Spectrogram 1	1	37.6	234.4	1112.DSG_RAWD_HMS_14_ 0_ 0__DMY_23_ 7_16.wav	2.6191	4.5554	1	3	2	2	
28	Spectrogram 1	1	28.6	227.2	1118.DSG_RAWD_HMS_14_30_ 0__DMY_23_ 7_16.wav	6.4141	0.4803	2	1	2	2	
29	Spectrogram 1	1	26.8	232.6	1121.DSG_RAWD_HMS_14_45_ 0__DMY_23_ 7_16.wav	4.3509	6.2573	2	2	1	2	
30	Spectrogram 1	1	37.6	234.4	1122.DSG_RAWD_HMS_14_50_ 0__DMY_23_ 7_16.wav	5.2275	3.3475	2	3	2	2	
31	Spectrogram 1	1	23.3	177.1	1141.DSG_RAWD_HMS_16_25_ 0__DMY_23_ 7_16.wav	3.0146	7.5934	1	2	1	2	
32	Spectrogram 1	1	0.0	306.0	1142.DSG_RAWD_HMS_16_30_ 0__DMY_23_ 7_16.wav	0.2138	4.3653	3	1	2	1	
33	Spectrogram 1	1	30.4	177.1	1142.DSG_RAWD_HMS_16_30_ 0__DMY_23_ 7_16.wav	4.8534	3.5849	2	3	2	1	
34	Spectrogram 1	1	34.0	153.9	1144.DSG_RAWD_HMS_16_40_ 0__DMY_23_ 7_16.wav	1.9242	0.0422	1	1	1	2	
35	Spectrogram 1	1	25.0	150.3	1144.DSG_RAWD_HMS_16_40_ 0__DMY_23_ 7_16.wav	1.6997	2.6186	1	1	2	2	
36	Spectrogram 1	1	0.0	243.3	1146.DSG_RAWD_HMS_16_50_ 0__DMY_23_ 7_16.wav	0.2031	1.8150	3	2	2	2	
37	Spectrogram 1	1	0.0	245.1	1150.DSG_RAWD_HMS_17_10_ 0__DMY_23_ 7_16.wav	0.1924	8.9369	3	1	2	1	
38	Spectrogram 1	1	32.2	214.7	1150.DSG_RAWD_HMS_17_10_ 0__DMY_23_ 7_16.wav	7.0235	3.6025	6	2	1	1	
39	Spectrogram 1	1	26.8	196.8	1151.DSG_RAWD_HMS_17_15_ 0__DMY_23_ 7_16.wav	3.5278	7.1282	1	1	1	2	
40	Spectrogram 1	1	34.0	164.6	1154.DSG_RAWD_HMS_17_30_ 0__DMY_23_ 7_16.wav	1.6356	9.0078	1	2	1	2	
41	Spectrogram 1	1	28.6	216.5	1155.DSG_RAWD_HMS_17_35_ 0__DMY_23_ 7_16.wav	5.4948	4.5585	1	1	2	2	
42	Spectrogram 1	1	25.0	209.3	1156.DSG_RAWD_HMS_17_40_ 0__DMY_23_ 7_16.wav	3.2926	5.5613	1	3	2	1	
43	Spectrogram 1	1	0.0	221.9	1156.DSG_RAWD_HMS_17_40_ 0__DMY_23_ 7_16.wav	0.1497	5.8072	3	3	2	1	
44	Spectrogram 1	1	34.0	164.6	1161.DSG_RAWD_HMS_18_ 5_ 0__DMY_23_ 7_16.wav	4.8641	1.0281	2	3	2	2	
45	Spectrogram 1	1	37.6	205.8	1165.DSG_RAWD_HMS_18_25_ 0__DMY_23_ 7_16.wav	3.9126	0.0278	2	3	1	2	
46	Spectrogram 1	1	41.2	153.9	1166.DSG_RAWD_HMS_18_30_ 0__DMY_23_ 7_16.wav	2.8436	7.8000	1	2	1	2	
47	Spectrogram 1	1	39.4	196.8	1183.DSG_RAWD_HMS_19_55_ 0__DMY_23_ 7_16.wav	4.1157	0.6269	1	3	2	2	
48	Spectrogram 1	1	28.6	212.9	1183.DSG_RAWD_HMS_19_55_ 0__DMY_23_ 7_16.wav	3.6026	7.0266	2	1	1	2	
49	Spectrogram 1	1	23.3	150.3	1190.DSG_RAWD_HMS_20_30_ 0__DMY_23_ 7_16.wav	3.1002	4.3494	1	1	2	2	
50	Spectrogram 1	1	34.0	200.4	1197.DSG_RAWD_HMS_21_ 5_ 0__DMY_23_ 7_16.wav	2.7367	3.1608	1	1	2	2	
51	Spectrogram 1	1	14.3	370.4	1198.DSG_RAWD_HMS_21_10_ 0__DMY_23_ 7_16.wav	7.0021	0.0583	1	1	1	2	
52	Spectrogram 1	1	32.2	223.7	1200.DSG_RAWD_HMS_21_20_ 0__DMY_23_ 7_16.wav	10.5940	10.6373	6	1	1	1	
53	Spectrogram 1	1	19.7	289.9	1204.DSG_RAWD_HMS_21_40_ 0__DMY_23_ 7_16.wav	10.4978	0.1011	6	2	1	1	
54	Spectrogram 1	1	25.0	272.0	1205.DSG_RAWD_HMS_21_45_ 0__DMY_23_ 7_16.wav	10.6154	0.0134	6	2	1	1	
55	Spectrogram 1	1	37.6	272.0	1206.DSG_RAWD_HMS_21_50_ 0__DMY_23_ 7_16.wav	10.5620	0.0434	5	2	1	1	
56	Spectrogram 1	1	26.8	273.8	1208.DSG_RAWD_HMS_22_ 0_ 0__DMY_23_ 7_16.wav	10.6047	0.0284	6	2	1	1	
57	Spectrogram 1	1	16.1	289.9	1209.DSG_RAWD_HMS_22_ 5_ 0__DMY_23_ 7_16.wav	7.4297	3.1906	6	2	1	1	
58	Spectrogram 1	1	21.5	218.3	1212.DSG_RAWD_HMS_22_20_ 0__DMY_23_ 7_16.wav	2.1594	8.4545	1	1	1	2	
59	Spectrogram 1	1	19.7	212.9	1213.DSG_RAWD_HMS_22_25_ 0__DMY_23_ 7_16.wav	4.1478	2.0917	2	1	2	2	
60	Spectrogram 1	1	21.5	279.1	1214.DSG_RAWD_HMS_22_30_ 0__DMY_23_ 7_16.wav	10.5726	0.0691	6	2	1	1	
61	Spectrogram 1	1	3.6	354.3	1215.DSG_RAWD_HMS_22_35_ 0__DMY_23_ 7_16.wav	0.2779	9.5589	3	1	2	2	
62	Spectrogram 1	1	44.7	161.0	1221.DSG_RAWD_HMS_23_ 5_ 0__DMY_23_ 7_16.wav	5.9545	4.4999	1	2	2	2	
63	Spectrogram 1	1	0.0	198.6	1243.DSG_RAWD_HMS_ 0_55_ 0__DMY_24_ 7_16.wav	0.2245	9.6069	3	3	2	2	
