Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
16	Spectrogram 1	1	41.005	193.634	1758.DSG_RAWD_HMS_ 4_35_ 0__DMY_ 2_ 2_16.wav	5.3029	5.2837	7	3	1	2	
17	Spectrogram 1	1	33.032	192.495	1759.DSG_RAWD_HMS_ 4_40_ 0__DMY_ 2_ 2_16.wav	10.5220	0.0567	7	3	1	2	
18	Spectrogram 1	1	48.978	190.217	1760.DSG_RAWD_HMS_ 4_45_ 0__DMY_ 2_ 2_16.wav	10.5101	0.0727	7	3	1	2	
19	Spectrogram 1	1	45.561	186.800	1761.DSG_RAWD_HMS_ 4_50_ 0__DMY_ 2_ 2_16.wav	5.8895	0.1008	7	3	1	2	
20	Spectrogram 1	1	43.283	183.383	1761.DSG_RAWD_HMS_ 4_50_ 0__DMY_ 2_ 2_16.wav	4.3572	6.2177	7	3	1	2	
21	Spectrogram 1	1	39.866	179.966	1762.DSG_RAWD_HMS_ 4_55_ 0__DMY_ 2_ 2_16.wav	10.4861	0.0809	7	3	1	2	
22	Spectrogram 1	1	42.144	177.688	1765.DSG_RAWD_HMS_ 5_10_ 0__DMY_ 2_ 2_16.wav	3.9742	0.0693	7	3	1	2	
23	Spectrogram 1	1	34.171	198.190	1767.DSG_RAWD_HMS_ 5_20_ 0__DMY_ 2_ 2_16.wav	9.0257	1.3583	7	3	2	2	
24	Spectrogram 1	1	37.588	200.468	1768.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 2_ 2_16.wav	1.8913	0.0935	7	3	1	2	
25	Spectrogram 1	1	33.032	197.051	1768.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 2_ 2_16.wav	3.7827	2.1045	7	3	2	2	
26	Spectrogram 1	1	29.615	195.912	1768.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 2_ 2_16.wav	4.4530	6.1386	7	3	1	2	
27	Spectrogram 1	1	31.893	189.078	1769.DSG_RAWD_HMS_ 5_30_ 0__DMY_ 2_ 2_16.wav	2.3342	0.0497	7	3	1	2	
28	Spectrogram 1	1	34.171	200.468	1769.DSG_RAWD_HMS_ 5_30_ 0__DMY_ 2_ 2_16.wav	5.4585	2.5994	7	3	2	2	
29	Spectrogram 1	1	34.171	228.944	1770.DSG_RAWD_HMS_ 5_35_ 0__DMY_ 2_ 2_16.wav	8.0561	2.5317	7	3	1	2	
30	Spectrogram 1	1	38.727	208.442	1771.DSG_RAWD_HMS_ 5_40_ 0__DMY_ 2_ 2_16.wav	6.0571	4.5588	7	3	1	2	
31	Spectrogram 1	1	33.032	206.164	1772.DSG_RAWD_HMS_ 5_45_ 0__DMY_ 2_ 2_16.wav	5.7817	1.6660	7	3	2	2	
32	Spectrogram 1	1	34.171	197.051	1773.DSG_RAWD_HMS_ 5_50_ 0__DMY_ 2_ 2_16.wav	4.2016	4.1001	7	3	2	2	
33	Spectrogram 1	1	36.449	207.303	1774.DSG_RAWD_HMS_ 5_55_ 0__DMY_ 2_ 2_16.wav	3.8665	0.0941	7	3	1	2	
34	Spectrogram 1	1	39.866	200.468	1774.DSG_RAWD_HMS_ 5_55_ 0__DMY_ 2_ 2_16.wav	3.5672	4.1282	7	3	2	2	
35	Spectrogram 1	1	41.005	195.912	1774.DSG_RAWD_HMS_ 5_55_ 0__DMY_ 2_ 2_16.wav	2.7053	7.8629	7	3	1	2	
36	Spectrogram 1	1	35.310	193.634	1775.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_ 2_ 2_16.wav	9.0975	0.1102	7	3	1	2	
37	Spectrogram 1	1	36.449	190.217	1775.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_ 2_ 2_16.wav	1.2689	9.3274	7	3	1	2	
38	Spectrogram 1	1	39.866	185.661	1776.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_ 2_ 2_16.wav	10.5340	0.0784	7	3	1	2	
39	Spectrogram 1	1	39.866	182.244	1777.DSG_RAWD_HMS_ 6_10_ 0__DMY_ 2_ 2_16.wav	10.4741	0.1064	7	3	1	2	
40	Spectrogram 1	1	45.561	178.827	1778.DSG_RAWD_HMS_ 6_15_ 0__DMY_ 2_ 2_16.wav	4.6206	0.0506	7	3	1	2	
41	Spectrogram 1	1	34.171	176.549	1778.DSG_RAWD_HMS_ 6_15_ 0__DMY_ 2_ 2_16.wav	5.6620	4.9465	7	3	1	2	
42	Spectrogram 1	1	30.754	205.025	1779.DSG_RAWD_HMS_ 6_20_ 0__DMY_ 2_ 2_16.wav	1.7956	8.7931	7	3	1	2	
43	Spectrogram 1	1	46.700	195.912	1780.DSG_RAWD_HMS_ 6_25_ 0__DMY_ 2_ 2_16.wav	2.2385	4.1647	7	3	2	2	
44	Spectrogram 1	1	34.171	195.912	1780.DSG_RAWD_HMS_ 6_25_ 0__DMY_ 2_ 2_16.wav	3.9503	6.6186	7	3	1	2	
45	Spectrogram 1	1	33.032	207.303	1781.DSG_RAWD_HMS_ 6_30_ 0__DMY_ 2_ 2_16.wav	3.7108	3.1991	7	3	2	2	
46	Spectrogram 1	1	34.171	219.832	1782.DSG_RAWD_HMS_ 6_35_ 0__DMY_ 2_ 2_16.wav	3.6869	0.0670	7	3	1	2	
47	Spectrogram 1	1	35.310	214.137	1782.DSG_RAWD_HMS_ 6_35_ 0__DMY_ 2_ 2_16.wav	4.6326	3.8975	7	3	2	2	
48	Spectrogram 1	1	39.866	211.859	1782.DSG_RAWD_HMS_ 6_35_ 0__DMY_ 2_ 2_16.wav	1.9033	8.6977	7	3	1	2	
49	Spectrogram 1	1	44.422	207.303	1783.DSG_RAWD_HMS_ 6_40_ 0__DMY_ 2_ 2_16.wav	1.8195	0.0591	7	3	1	2	
50	Spectrogram 1	1	35.310	211.859	1783.DSG_RAWD_HMS_ 6_40_ 0__DMY_ 2_ 2_16.wav	6.4760	4.1171	7	3	1	2	
51	Spectrogram 1	1	38.727	214.137	1785.DSG_RAWD_HMS_ 6_50_ 0__DMY_ 2_ 2_16.wav	5.2790	0.0434	7	3	1	2	
52	Spectrogram 1	1	42.144	211.859	1785.DSG_RAWD_HMS_ 6_50_ 0__DMY_ 2_ 2_16.wav	2.4061	8.6022	7	3	1	2	
53	Spectrogram 1	1	45.561	214.137	1786.DSG_RAWD_HMS_ 6_55_ 0__DMY_ 2_ 2_16.wav	4.3453	4.6176	7	3	2	2	
54	Spectrogram 1	1	42.144	200.468	1789.DSG_RAWD_HMS_ 7_10_ 0__DMY_ 2_ 2_16.wav	9.3609	0.1050	7	3	1	2	
55	Spectrogram 1	1	45.561	195.912	1789.DSG_RAWD_HMS_ 7_10_ 0__DMY_ 2_ 2_16.wav	0.9696	9.5976	7	3	1	2	
56	Spectrogram 1	1	39.866	191.356	1790.DSG_RAWD_HMS_ 7_15_ 0__DMY_ 2_ 2_16.wav	6.6556	0.0971	7	3	1	2	
57	Spectrogram 1	1	33.032	207.303	1791.DSG_RAWD_HMS_ 7_20_ 0__DMY_ 2_ 2_16.wav	5.7099	0.0653	7	3	1	2	
58	Spectrogram 1	1	38.727	203.885	1791.DSG_RAWD_HMS_ 7_20_ 0__DMY_ 2_ 2_16.wav	4.6326	5.9548	7	3	1	2	
59	Spectrogram 1	1	37.588	200.468	1792.DSG_RAWD_HMS_ 7_25_ 0__DMY_ 2_ 2_16.wav	1.7597	0.0575	7	3	1	2	
60	Spectrogram 1	1	39.866	201.607	1792.DSG_RAWD_HMS_ 7_25_ 0__DMY_ 2_ 2_16.wav	4.4530	4.5464	7	3	2	2	
61	Spectrogram 1	1	35.310	209.581	1793.DSG_RAWD_HMS_ 7_30_ 0__DMY_ 2_ 2_16.wav	5.8176	0.0615	7	3	1	2	
62	Spectrogram 1	1	31.893	206.164	1793.DSG_RAWD_HMS_ 7_30_ 0__DMY_ 2_ 2_16.wav	4.0340	6.0228	7	3	2	2	
63	Spectrogram 1	1	33.032	205.025	1794.DSG_RAWD_HMS_ 7_35_ 0__DMY_ 2_ 2_16.wav	2.0829	0.0896	7	3	1	2	
64	Spectrogram 1	1	33.032	177.688	1794.DSG_RAWD_HMS_ 7_35_ 0__DMY_ 2_ 2_16.wav	2.9088	3.5251	7	3	2	2	
65	Spectrogram 1	1	33.032	184.522	1794.DSG_RAWD_HMS_ 7_35_ 0__DMY_ 2_ 2_16.wav	4.0460	6.5776	7	3	1	2	
66	Spectrogram 1	1	30.754	197.051	1795.DSG_RAWD_HMS_ 7_40_ 0__DMY_ 2_ 2_16.wav	8.3434	2.2603	7	3	1	2	
67	Spectrogram 1	1	37.588	217.554	1796.DSG_RAWD_HMS_ 7_45_ 0__DMY_ 2_ 2_16.wav	2.8250	0.0499	7	3	1	2	
68	Spectrogram 1	1	42.144	215.276	1796.DSG_RAWD_HMS_ 7_45_ 0__DMY_ 2_ 2_16.wav	7.5294	3.0066	7	3	1	2	
69	Spectrogram 1	1	41.005	214.137	1797.DSG_RAWD_HMS_ 7_50_ 0__DMY_ 2_ 2_16.wav	2.1307	0.0660	7	3	1	2	
70	Spectrogram 1	1	36.449	210.720	1797.DSG_RAWD_HMS_ 7_50_ 0__DMY_ 2_ 2_16.wav	8.1878	2.3763	7	3	1	2	
71	Spectrogram 1	1	31.893	218.693	1798.DSG_RAWD_HMS_ 7_55_ 0__DMY_ 2_ 2_16.wav	6.5359	0.0461	7	3	1	2	
72	Spectrogram 1	1	33.032	199.329	1799.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_ 2_ 2_16.wav	5.2550	5.3531	7	3	1	2	
73	Spectrogram 1	1	41.005	209.581	1800.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_ 2_ 2_16.wav	5.4346	3.8489	7	3	2	2	
74	Spectrogram 1	1	41.005	211.859	1801.DSG_RAWD_HMS_ 8_10_ 0__DMY_ 2_ 2_16.wav	2.3821	2.7398	7	3	2	2	
75	Spectrogram 1	1	33.032	199.329	1803.DSG_RAWD_HMS_ 8_20_ 0__DMY_ 2_ 2_16.wav	5.6141	0.1025	7	3	1	2	
76	Spectrogram 1	1	50.117	246.029	1804.DSG_RAWD_HMS_ 8_25_ 0__DMY_ 2_ 2_16.wav	3.3517	7.2170	7	3	1	2	
77	Spectrogram 1	1	28.476	193.634	1806.DSG_RAWD_HMS_ 8_35_ 0__DMY_ 2_ 2_16.wav	2.7891	2.4370	7	3	2	2	
78	Spectrogram 1	1	38.727	243.751	1807.DSG_RAWD_HMS_ 8_40_ 0__DMY_ 2_ 2_16.wav	10.4382	0.0949	7	3	1	2	
79	Spectrogram 1	1	29.615	227.805	1808.DSG_RAWD_HMS_ 8_45_ 0__DMY_ 2_ 2_16.wav	7.5414	3.0796	7	3	1	2	
80	Spectrogram 1	1	35.310	227.805	1809.DSG_RAWD_HMS_ 8_50_ 0__DMY_ 2_ 2_16.wav	7.6970	0.0791	7	3	1	2	
81	Spectrogram 1	1	53.534	238.056	1810.DSG_RAWD_HMS_ 8_55_ 0__DMY_ 2_ 2_16.wav	10.4263	0.0593	7	3	1	2	
82	Spectrogram 1	1	37.588	215.276	1811.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_ 2_ 2_16.wav	4.1178	6.5035	7	3	1	2	
83	Spectrogram 1	1	37.588	195.912	1812.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_ 2_ 2_16.wav	3.9383	6.6871	7	3	1	2	
84	Spectrogram 1	1	36.449	194.773	1813.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 2_ 2_16.wav	5.4825	0.0955	7	3	1	2	
85	Spectrogram 1	1	37.588	170.854	1813.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 2_ 2_16.wav	2.6694	7.9601	7	3	1	2	
86	Spectrogram 1	1	33.032	192.495	1814.DSG_RAWD_HMS_ 9_15_ 0__DMY_ 2_ 2_16.wav	10.5101	0.0756	7	3	1	2	
87	Spectrogram 1	1	38.727	186.800	1815.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 2_ 2_16.wav	1.5801	0.0677	7	3	1	2	
88	Spectrogram 1	1	35.310	192.495	1815.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 2_ 2_16.wav	3.6989	6.8670	7	3	1	2	
89	Spectrogram 1	1	35.879	191.926	1816.DSG_RAWD_HMS_ 9_25_ 0__DMY_ 2_ 2_16.wav	9.0377	0.0539	7	3	1	2	
90	Spectrogram 1	1	35.310	189.078	1816.DSG_RAWD_HMS_ 9_25_ 0__DMY_ 2_ 2_16.wav	1.3048	9.2891	7	3	1	2	
91	Spectrogram 1	1	33.032	191.356	1817.DSG_RAWD_HMS_ 9_30_ 0__DMY_ 2_ 2_16.wav	10.5340	0.0759	7	3	1	2	
92	Spectrogram 1	1	41.005	189.078	1818.DSG_RAWD_HMS_ 9_35_ 0__DMY_ 2_ 2_16.wav	2.7532	0.0681	7	3	1	2	
93	Spectrogram 1	1	41.005	185.661	1818.DSG_RAWD_HMS_ 9_35_ 0__DMY_ 2_ 2_16.wav	6.7513	2.9649	7	3	2	2	
94	Spectrogram 1	1	23.920	192.495	1820.DSG_RAWD_HMS_ 9_45_ 0__DMY_ 2_ 2_16.wav	4.5607	0.0523	7	3	1	2	
95	Spectrogram 1	1	27.337	191.356	1820.DSG_RAWD_HMS_ 9_45_ 0__DMY_ 2_ 2_16.wav	1.9991	8.4077	7	3	2	2	
96	Spectrogram 1	1	41.005	186.800	1821.DSG_RAWD_HMS_ 9_50_ 0__DMY_ 2_ 2_16.wav	6.9309	0.0444	7	3	1	2	
97	Spectrogram 1	1	31.893	185.661	1822.DSG_RAWD_HMS_ 9_55_ 0__DMY_ 2_ 2_16.wav	11.3121	0.0725	7	3	1	2	
98	Spectrogram 1	1	34.171	190.217	1826.DSG_RAWD_HMS_10_15_ 0__DMY_ 2_ 2_16.wav	2.3223	0.1384	7	3	1	2	
99	Spectrogram 1	1	31.893	214.137	1826.DSG_RAWD_HMS_10_15_ 0__DMY_ 2_ 2_16.wav	3.9143	6.6742	7	3	1	2	
100	Spectrogram 1	1	38.727	203.885	1827.DSG_RAWD_HMS_10_20_ 0__DMY_ 2_ 2_16.wav	3.5313	7.0135	7	3	1	2	
101	Spectrogram 1	1	27.337	203.885	1828.DSG_RAWD_HMS_10_25_ 0__DMY_ 2_ 2_16.wav	7.7209	2.8638	7	3	1	2	
102	Spectrogram 1	1	34.171	189.078	1829.DSG_RAWD_HMS_10_30_ 0__DMY_ 2_ 2_16.wav	4.1059	0.0309	7	3	1	2	
103	Spectrogram 1	1	27.337	203.885	1829.DSG_RAWD_HMS_10_30_ 0__DMY_ 2_ 2_16.wav	2.7652	4.3044	7	3	2	2	
104	Spectrogram 1	1	28.476	187.939	1829.DSG_RAWD_HMS_10_30_ 0__DMY_ 2_ 2_16.wav	3.3517	7.2491	7	3	1	2	
105	Spectrogram 1	1	31.893	202.746	1830.DSG_RAWD_HMS_10_35_ 0__DMY_ 2_ 2_16.wav	6.0810	0.0470	7	3	1	2	
106	Spectrogram 1	1	29.615	199.329	1830.DSG_RAWD_HMS_10_35_ 0__DMY_ 2_ 2_16.wav	4.2854	6.2836	7	3	1	2	
107	Spectrogram 1	1	34.171	211.859	1834.DSG_RAWD_HMS_10_55_ 0__DMY_ 2_ 2_16.wav	3.2081	0.0754	7	3	1	2	
108	Spectrogram 1	1	30.754	189.078	1838.DSG_RAWD_HMS_11_15_ 0__DMY_ 2_ 2_16.wav	9.7799	0.7980	7	3	1	2	
109	Spectrogram 1	1	38.727	187.939	1839.DSG_RAWD_HMS_11_20_ 0__DMY_ 2_ 2_16.wav	10.4382	0.1318	7	3	1	2	
110	Spectrogram 1	1	35.310	214.137	1841.DSG_RAWD_HMS_11_30_ 0__DMY_ 2_ 2_16.wav	8.0681	0.0203	7	3	1	2	
111	Spectrogram 1	1	31.893	197.051	1842.DSG_RAWD_HMS_11_35_ 0__DMY_ 2_ 2_16.wav	3.6510	0.8024	7	3	2	2	
112	Spectrogram 1	1	33.032	186.800	1842.DSG_RAWD_HMS_11_35_ 0__DMY_ 2_ 2_16.wav	5.8416	4.7347	7	3	1	2	
113	Spectrogram 1	1	36.449	186.800	1843.DSG_RAWD_HMS_11_40_ 0__DMY_ 2_ 2_16.wav	6.6316	0.0741	7	3	1	2	
114	Spectrogram 1	1	38.727	209.581	1844.DSG_RAWD_HMS_11_45_ 0__DMY_ 2_ 2_16.wav	10.4622	0.1142	7	3	1	2	
115	Spectrogram 1	1	35.310	202.746	1847.DSG_RAWD_HMS_12_ 0_ 0__DMY_ 2_ 2_16.wav	10.4622	0.1025	7	3	1	2	
116	Spectrogram 1	1	29.615	198.190	1848.DSG_RAWD_HMS_12_ 5_ 0__DMY_ 2_ 2_16.wav	10.1988	0.1186	7	3	1	2	
117	Spectrogram 1	1	38.727	205.025	1849.DSG_RAWD_HMS_12_10_ 0__DMY_ 2_ 2_16.wav	5.5902	0.1107	7	3	1	2	
118	Spectrogram 1	1	30.754	202.746	1849.DSG_RAWD_HMS_12_10_ 0__DMY_ 2_ 2_16.wav	4.6565	5.9283	7	3	1	2	
119	Spectrogram 1	1	42.144	201.607	1850.DSG_RAWD_HMS_12_15_ 0__DMY_ 2_ 2_16.wav	10.0791	0.3063	7	3	2	2	
120	Spectrogram 1	1	37.588	193.634	1851.DSG_RAWD_HMS_12_20_ 0__DMY_ 2_ 2_16.wav	8.0801	0.0590	7	3	1	2	
121	Spectrogram 1	1	38.727	208.442	1853.DSG_RAWD_HMS_12_30_ 0__DMY_ 2_ 2_16.wav	6.4162	2.1381	7	3	2	2	
122	Spectrogram 1	1	55.812	211.859	1854.DSG_RAWD_HMS_12_35_ 0__DMY_ 2_ 2_16.wav	2.9687	0.2029	7	3	2	2	
123	Spectrogram 1	1	55.812	205.025	1854.DSG_RAWD_HMS_12_35_ 0__DMY_ 2_ 2_16.wav	3.9742	3.3751	7	3	2	2	
124	Spectrogram 1	1	47.839	205.025	1854.DSG_RAWD_HMS_12_35_ 0__DMY_ 2_ 2_16.wav	2.9567	7.6366	7	3	1	2	
125	Spectrogram 1	1	30.754	174.271	1855.DSG_RAWD_HMS_12_40_ 0__DMY_ 2_ 2_16.wav	3.2679	4.4086	7	3	2	2	
126	Spectrogram 1	1	33.032	215.276	1856.DSG_RAWD_HMS_12_45_ 0__DMY_ 2_ 2_16.wav	10.4382	0.1153	7	3	1	2	
127	Spectrogram 1	1	31.893	205.025	1858.DSG_RAWD_HMS_12_55_ 0__DMY_ 2_ 2_16.wav	10.4861	0.0517	7	3	1	2	
128	Spectrogram 1	1	34.171	214.137	1860.DSG_RAWD_HMS_13_ 5_ 0__DMY_ 2_ 2_16.wav	3.5193	0.0812	7	3	1	2	
129	Spectrogram 1	1	34.171	214.137	1860.DSG_RAWD_HMS_13_ 5_ 0__DMY_ 2_ 2_16.wav	6.8112	3.7801	7	3	1	2	
130	Spectrogram 1	1	35.310	210.720	1861.DSG_RAWD_HMS_13_10_ 0__DMY_ 2_ 2_16.wav	4.8720	0.0973	7	3	1	2	
131	Spectrogram 1	1	41.005	206.164	1861.DSG_RAWD_HMS_13_10_ 0__DMY_ 2_ 2_16.wav	2.6215	5.1608	7	3	2	2	
132	Spectrogram 1	1	29.615	197.051	1861.DSG_RAWD_HMS_13_10_ 0__DMY_ 2_ 2_16.wav	2.6215	7.9619	7	3	1	2	
133	Spectrogram 1	1	30.754	200.468	1862.DSG_RAWD_HMS_13_15_ 0__DMY_ 2_ 2_16.wav	2.3103	8.3011	7	3	1	2	
134	Spectrogram 1	1	38.727	200.468	1863.DSG_RAWD_HMS_13_20_ 0__DMY_ 2_ 2_16.wav	5.1712	5.4203	7	3	1	2	
135	Spectrogram 1	1	41.005	214.137	1866.DSG_RAWD_HMS_13_35_ 0__DMY_ 2_ 2_16.wav	6.5598	4.0466	7	3	1	2	
136	Spectrogram 1	1	44.422	217.554	1870.DSG_RAWD_HMS_13_55_ 0__DMY_ 2_ 2_16.wav	6.5957	4.0270	7	3	1	2	
137	Spectrogram 1	1	29.615	209.581	1875.DSG_RAWD_HMS_14_20_ 0__DMY_ 2_ 2_16.wav	3.1123	0.0733	7	3	1	2	
138	Spectrogram 1	1	22.781	206.164	1875.DSG_RAWD_HMS_14_20_ 0__DMY_ 2_ 2_16.wav	2.5138	3.3412	7	3	2	2	
139	Spectrogram 1	1	28.476	205.025	1875.DSG_RAWD_HMS_14_20_ 0__DMY_ 2_ 2_16.wav	2.3702	8.2251	7	3	1	2	
140	Spectrogram 1	1	29.615	203.885	1876.DSG_RAWD_HMS_14_25_ 0__DMY_ 2_ 2_16.wav	3.3158	0.0534	7	3	1	2	
141	Spectrogram 1	1	36.449	202.746	1876.DSG_RAWD_HMS_14_25_ 0__DMY_ 2_ 2_16.wav	6.3084	4.2790	7	3	1	2	
142	Spectrogram 1	1	35.310	202.746	1877.DSG_RAWD_HMS_14_30_ 0__DMY_ 2_ 2_16.wav	10.5579	0.0336	7	3	1	2	
143	Spectrogram 1	1	30.754	205.025	1878.DSG_RAWD_HMS_14_35_ 0__DMY_ 2_ 2_16.wav	6.2605	2.2282	7	3	2	2	
144	Spectrogram 1	1	28.476	217.554	1879.DSG_RAWD_HMS_14_40_ 0__DMY_ 2_ 2_16.wav	4.7283	0.4128	7	3	2	2	
145	Spectrogram 1	1	29.615	217.554	1879.DSG_RAWD_HMS_14_40_ 0__DMY_ 2_ 2_16.wav	1.8554	5.3327	7	3	2	2	
146	Spectrogram 1	1	25.059	197.051	1879.DSG_RAWD_HMS_14_40_ 0__DMY_ 2_ 2_16.wav	3.1602	7.4515	7	3	1	2	
147	Spectrogram 1	1	39.866	191.356	1880.DSG_RAWD_HMS_14_45_ 0__DMY_ 2_ 2_16.wav	5.5423	0.1057	7	3	1	2	
148	Spectrogram 1	1	35.310	212.998	1880.DSG_RAWD_HMS_14_45_ 0__DMY_ 2_ 2_16.wav	4.7762	5.8276	7	3	1	2	
149	Spectrogram 1	1	42.144	191.356	1882.DSG_RAWD_HMS_14_55_ 0__DMY_ 2_ 2_16.wav	7.0626	0.0421	7	3	1	2	
150	Spectrogram 1	1	34.171	239.195	1882.DSG_RAWD_HMS_14_55_ 0__DMY_ 2_ 2_16.wav	3.3278	7.2722	7	3	1	2	
151	Spectrogram 1	1	34.171	234.639	1883.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 2_ 2_16.wav	1.1492	0.0940	7	3	1	2	
152	Spectrogram 1	1	30.754	231.222	1883.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 2_ 2_16.wav	4.1657	1.4826	7	3	2	2	
153	Spectrogram 1	1	33.032	224.388	1883.DSG_RAWD_HMS_15_ 0_ 0__DMY_ 2_ 2_16.wav	2.4300	8.1741	7	3	1	2	
154	Spectrogram 1	1	39.866	234.639	1884.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 2_ 2_16.wav	2.2145	0.0503	7	3	1	2	
155	Spectrogram 1	1	27.337	202.746	1884.DSG_RAWD_HMS_15_ 5_ 0__DMY_ 2_ 2_16.wav	7.0865	3.5097	7	3	1	2	
156	Spectrogram 1	1	36.449	231.222	1885.DSG_RAWD_HMS_15_10_ 0__DMY_ 2_ 2_16.wav	5.1114	0.0663	7	3	1	2	
157	Spectrogram 1	1	26.198	225.527	1885.DSG_RAWD_HMS_15_10_ 0__DMY_ 2_ 2_16.wav	1.7357	5.4291	7	3	2	2	
158	Spectrogram 1	1	35.310	218.693	1885.DSG_RAWD_HMS_15_10_ 0__DMY_ 2_ 2_16.wav	2.4300	8.1703	7	3	1	2	
159	Spectrogram 1	1	30.754	224.388	1886.DSG_RAWD_HMS_15_15_ 0__DMY_ 2_ 2_16.wav	10.4263	0.1423	7	3	1	2	
160	Spectrogram 1	1	29.615	219.832	1887.DSG_RAWD_HMS_15_20_ 0__DMY_ 2_ 2_16.wav	7.2062	0.0745	7	3	1	2	
161	Spectrogram 1	1	33.032	217.554	1887.DSG_RAWD_HMS_15_20_ 0__DMY_ 2_ 2_16.wav	3.0764	7.4962	7	3	1	2	
162	Spectrogram 1	1	33.032	215.276	1888.DSG_RAWD_HMS_15_25_ 0__DMY_ 2_ 2_16.wav	6.4760	0.1145	7	3	1	2	
163	Spectrogram 1	1	33.032	211.859	1888.DSG_RAWD_HMS_15_25_ 0__DMY_ 2_ 2_16.wav	3.8066	6.8060	7	3	1	2	
164	Spectrogram 1	1	31.893	209.581	1889.DSG_RAWD_HMS_15_30_ 0__DMY_ 2_ 2_16.wav	3.5193	0.1067	7	3	1	2	
165	Spectrogram 1	1	35.310	199.329	1889.DSG_RAWD_HMS_15_30_ 0__DMY_ 2_ 2_16.wav	3.7587	4.0809	7	3	2	2	
166	Spectrogram 1	1	35.310	195.912	1889.DSG_RAWD_HMS_15_30_ 0__DMY_ 2_ 2_16.wav	2.4779	8.1149	7	3	1	2	
167	Spectrogram 1	1	41.005	208.442	1890.DSG_RAWD_HMS_15_35_ 0__DMY_ 2_ 2_16.wav	3.9981	3.8455	7	3	2	2	
168	Spectrogram 1	1	37.588	194.773	1890.DSG_RAWD_HMS_15_35_ 0__DMY_ 2_ 2_16.wav	1.9991	8.6098	7	3	1	2	
