Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
17	Spectrogram 1	1	43.283	190.217	2010.DSG_RAWD_HMS_ 1_35_ 0__DMY_ 3_ 2_16.wav	8.7983	1.8084	7	3	1	2	
18	Spectrogram 1	1	44.422	186.800	2011.DSG_RAWD_HMS_ 1_40_ 0__DMY_ 3_ 2_16.wav	1.0893	0.0648	7	3	1	2	
19	Spectrogram 1	1	41.005	183.383	2011.DSG_RAWD_HMS_ 1_40_ 0__DMY_ 3_ 2_16.wav	9.2771	1.3217	7	3	1	2	
20	Spectrogram 1	1	36.449	173.132	2012.DSG_RAWD_HMS_ 1_45_ 0__DMY_ 3_ 2_16.wav	1.8315	1.4096	7	3	2	2	
21	Spectrogram 1	1	33.032	168.576	2012.DSG_RAWD_HMS_ 1_45_ 0__DMY_ 3_ 2_16.wav	3.9742	3.3907	7	3	2	2	
22	Spectrogram 1	1	36.449	165.159	2012.DSG_RAWD_HMS_ 1_45_ 0__DMY_ 3_ 2_16.wav	3.0644	7.5325	7	3	1	2	
23	Spectrogram 1	1	35.310	184.522	2013.DSG_RAWD_HMS_ 1_50_ 0__DMY_ 3_ 2_16.wav	5.2790	0.0790	7	3	1	2	
24	Spectrogram 1	1	36.449	181.105	2013.DSG_RAWD_HMS_ 1_50_ 0__DMY_ 3_ 2_16.wav	5.0396	5.5376	7	3	1	2	
25	Spectrogram 1	1	35.310	191.356	2014.DSG_RAWD_HMS_ 1_55_ 0__DMY_ 3_ 2_16.wav	10.5460	0.0592	7	3	1	2	
26	Spectrogram 1	1	36.449	186.800	2015.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_ 3_ 2_16.wav	1.4724	0.0273	7	3	1	2	
27	Spectrogram 1	1	36.449	182.244	2015.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_ 3_ 2_16.wav	8.9419	1.6673	7	3	1	2	
28	Spectrogram 1	1	35.310	179.966	2016.DSG_RAWD_HMS_ 2_ 5_ 0__DMY_ 3_ 2_16.wav	2.3342	0.0673	7	3	1	2	
29	Spectrogram 1	1	33.032	178.827	2016.DSG_RAWD_HMS_ 2_ 5_ 0__DMY_ 3_ 2_16.wav	7.9604	2.5333	7	3	1	2	
30	Spectrogram 1	1	36.449	177.688	2017.DSG_RAWD_HMS_ 2_10_ 0__DMY_ 3_ 2_16.wav	1.9392	0.1193	7	3	1	2	
31	Spectrogram 1	1	36.449	174.271	2017.DSG_RAWD_HMS_ 2_10_ 0__DMY_ 3_ 2_16.wav	8.3434	2.2501	7	3	1	2	
32	Spectrogram 1	1	46.700	195.912	2018.DSG_RAWD_HMS_ 2_15_ 0__DMY_ 3_ 2_16.wav	3.5433	0.0636	7	3	1	2	
33	Spectrogram 1	1	45.561	191.356	2018.DSG_RAWD_HMS_ 2_15_ 0__DMY_ 3_ 2_16.wav	2.2265	3.7624	7	3	2	2	
34	Spectrogram 1	1	41.005	185.661	2018.DSG_RAWD_HMS_ 2_15_ 0__DMY_ 3_ 2_16.wav	4.4051	6.1445	7	3	1	2	
35	Spectrogram 1	1	46.700	179.966	2019.DSG_RAWD_HMS_ 2_20_ 0__DMY_ 3_ 2_16.wav	1.5562	0.0916	7	3	1	2	
36	Spectrogram 1	1	37.588	176.549	2019.DSG_RAWD_HMS_ 2_20_ 0__DMY_ 3_ 2_16.wav	8.8103	1.7675	7	3	1	2	
37	Spectrogram 1	1	37.588	177.688	2020.DSG_RAWD_HMS_ 2_25_ 0__DMY_ 3_ 2_16.wav	3.9742	0.0957	7	3	1	2	
38	Spectrogram 1	1	36.449	173.132	2020.DSG_RAWD_HMS_ 2_25_ 0__DMY_ 3_ 2_16.wav	6.3443	4.2614	7	3	1	2	
39	Spectrogram 1	1	38.727	170.854	2021.DSG_RAWD_HMS_ 2_30_ 0__DMY_ 3_ 2_16.wav	10.4861	0.0998	7	3	1	2	
40	Spectrogram 1	1	38.727	169.715	2022.DSG_RAWD_HMS_ 2_35_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0799	7	3	1	2	
41	Spectrogram 1	1	43.283	165.159	2023.DSG_RAWD_HMS_ 2_40_ 0__DMY_ 3_ 2_16.wav	3.5792	0.0721	7	3	1	2	
42	Spectrogram 1	1	43.283	164.020	2023.DSG_RAWD_HMS_ 2_40_ 0__DMY_ 3_ 2_16.wav	3.6510	3.8667	7	3	2	2	
43	Spectrogram 1	1	41.005	165.159	2023.DSG_RAWD_HMS_ 2_40_ 0__DMY_ 3_ 2_16.wav	2.8729	7.6853	7	3	1	2	
44	Spectrogram 1	1	46.700	202.746	2024.DSG_RAWD_HMS_ 2_45_ 0__DMY_ 3_ 2_16.wav	4.7283	5.8459	7	3	1	2	
45	Spectrogram 1	1	50.117	218.693	2025.DSG_RAWD_HMS_ 2_50_ 0__DMY_ 3_ 2_16.wav	8.8222	1.1456	7	3	2	2	
46	Spectrogram 1	1	43.283	224.388	2026.DSG_RAWD_HMS_ 2_55_ 0__DMY_ 3_ 2_16.wav	9.0616	1.5208	7	3	1	2	
47	Spectrogram 1	1	37.588	223.249	2027.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_ 3_ 2_16.wav	10.5101	0.0765	7	3	1	2	
48	Spectrogram 1	1	38.727	218.693	2028.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_ 3_ 2_16.wav	7.4337	0.0925	7	3	1	2	
49	Spectrogram 1	1	46.700	189.078	2029.DSG_RAWD_HMS_ 3_10_ 0__DMY_ 3_ 2_16.wav	9.4327	0.1205	7	3	1	2	
50	Spectrogram 1	1	48.978	184.522	2029.DSG_RAWD_HMS_ 3_10_ 0__DMY_ 3_ 2_16.wav	0.8379	9.7448	7	3	1	2	
51	Spectrogram 1	1	54.673	182.244	2030.DSG_RAWD_HMS_ 3_15_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0887	7	3	1	2	
52	Spectrogram 1	1	39.866	177.688	2031.DSG_RAWD_HMS_ 3_20_ 0__DMY_ 3_ 2_16.wav	10.4741	0.1048	7	3	1	2	
53	Spectrogram 1	1	36.449	173.132	2032.DSG_RAWD_HMS_ 3_25_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0849	7	3	1	2	
54	Spectrogram 1	1	43.283	167.437	2033.DSG_RAWD_HMS_ 3_30_ 0__DMY_ 3_ 2_16.wav	10.5579	0.0531	7	3	1	2	
55	Spectrogram 1	1	39.866	165.159	2034.DSG_RAWD_HMS_ 3_35_ 0__DMY_ 3_ 2_16.wav	10.4861	0.0931	7	3	1	2	
56	Spectrogram 1	1	41.005	162.881	2035.DSG_RAWD_HMS_ 3_40_ 0__DMY_ 3_ 2_16.wav	2.7532	0.0733	7	3	1	2	
57	Spectrogram 1	1	39.866	159.464	2035.DSG_RAWD_HMS_ 3_40_ 0__DMY_ 3_ 2_16.wav	7.6611	2.9342	7	3	1	2	
58	Spectrogram 1	1	30.754	170.854	2036.DSG_RAWD_HMS_ 3_45_ 0__DMY_ 3_ 2_16.wav	10.5101	0.1013	7	3	1	2	
59	Spectrogram 1	1	34.171	166.298	2037.DSG_RAWD_HMS_ 3_50_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0934	7	3	1	2	
60	Spectrogram 1	1	41.005	164.020	2038.DSG_RAWD_HMS_ 3_55_ 0__DMY_ 3_ 2_16.wav	1.6759	0.0616	7	3	1	2	
61	Spectrogram 1	1	38.727	160.603	2038.DSG_RAWD_HMS_ 3_55_ 0__DMY_ 3_ 2_16.wav	1.1013	1.9410	7	3	2	2	
62	Spectrogram 1	1	30.754	164.020	2038.DSG_RAWD_HMS_ 3_55_ 0__DMY_ 3_ 2_16.wav	4.1059	3.2218	7	3	2	2	
63	Spectrogram 1	1	43.283	159.464	2038.DSG_RAWD_HMS_ 3_55_ 0__DMY_ 3_ 2_16.wav	3.0166	7.5431	7	3	1	2	
64	Spectrogram 1	1	44.422	182.244	2039.DSG_RAWD_HMS_ 4_ 0_ 0__DMY_ 3_ 2_16.wav	9.9714	0.0777	7	3	1	2	
65	Spectrogram 1	1	51.256	186.800	2040.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_ 3_ 2_16.wav	2.5976	0.0698	7	3	1	2	
66	Spectrogram 1	1	42.144	189.078	2040.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_ 3_ 2_16.wav	7.7209	2.8589	7	3	1	2	
67	Spectrogram 1	1	31.893	186.800	2041.DSG_RAWD_HMS_ 4_10_ 0__DMY_ 3_ 2_16.wav	10.4143	0.1098	7	3	1	2	
68	Spectrogram 1	1	36.449	185.661	2042.DSG_RAWD_HMS_ 4_15_ 0__DMY_ 3_ 2_16.wav	10.5101	0.0900	7	3	1	2	
69	Spectrogram 1	1	39.866	185.661	2043.DSG_RAWD_HMS_ 4_20_ 0__DMY_ 3_ 2_16.wav	1.7477	0.0462	7	3	1	2	
70	Spectrogram 1	1	36.449	185.661	2043.DSG_RAWD_HMS_ 4_20_ 0__DMY_ 3_ 2_16.wav	8.5708	2.0093	7	3	1	2	
71	Spectrogram 1	1	39.866	178.827	2044.DSG_RAWD_HMS_ 4_25_ 0__DMY_ 3_ 2_16.wav	9.3609	0.0862	7	3	1	2	
72	Spectrogram 1	1	38.727	177.688	2044.DSG_RAWD_HMS_ 4_25_ 0__DMY_ 3_ 2_16.wav	0.9457	9.6386	7	3	1	2	
73	Spectrogram 1	1	45.561	173.132	2045.DSG_RAWD_HMS_ 4_30_ 0__DMY_ 3_ 2_16.wav	3.5073	0.0663	7	3	1	2	
74	Spectrogram 1	1	39.866	173.132	2045.DSG_RAWD_HMS_ 4_30_ 0__DMY_ 3_ 2_16.wav	3.1123	3.8370	7	3	2	2	
75	Spectrogram 1	1	44.422	170.854	2045.DSG_RAWD_HMS_ 4_30_ 0__DMY_ 3_ 2_16.wav	3.3757	7.2007	7	3	1	2	
76	Spectrogram 1	1	42.144	168.576	2046.DSG_RAWD_HMS_ 4_35_ 0__DMY_ 3_ 2_16.wav	9.4686	0.1423	7	3	1	2	
77	Spectrogram 1	1	41.005	168.576	2046.DSG_RAWD_HMS_ 4_35_ 0__DMY_ 3_ 2_16.wav	0.8020	9.7785	7	3	1	2	
78	Spectrogram 1	1	41.005	166.298	2047.DSG_RAWD_HMS_ 4_40_ 0__DMY_ 3_ 2_16.wav	10.4502	0.1344	7	3	1	2	
79	Spectrogram 1	1	39.866	193.634	2048.DSG_RAWD_HMS_ 4_45_ 0__DMY_ 3_ 2_16.wav	10.4622	0.0906	7	3	1	2	
80	Spectrogram 1	1	37.588	183.383	2049.DSG_RAWD_HMS_ 4_50_ 0__DMY_ 3_ 2_16.wav	10.5101	0.0947	7	3	1	2	
81	Spectrogram 1	1	37.588	181.105	2050.DSG_RAWD_HMS_ 4_55_ 0__DMY_ 3_ 2_16.wav	6.3683	0.0749	7	3	1	2	
82	Spectrogram 1	1	45.561	195.912	2052.DSG_RAWD_HMS_ 5_ 5_ 0__DMY_ 3_ 2_16.wav	9.2412	0.0471	7	3	1	2	
83	Spectrogram 1	1	42.144	193.634	2052.DSG_RAWD_HMS_ 5_ 5_ 0__DMY_ 3_ 2_16.wav	1.1252	9.4679	7	3	1	2	
84	Spectrogram 1	1	36.449	186.800	2053.DSG_RAWD_HMS_ 5_10_ 0__DMY_ 3_ 2_16.wav	1.9392	0.0871	7	3	1	2	
85	Spectrogram 1	1	31.893	186.800	2053.DSG_RAWD_HMS_ 5_10_ 0__DMY_ 3_ 2_16.wav	3.0285	2.1939	7	3	2	2	
86	Spectrogram 1	1	38.727	185.661	2053.DSG_RAWD_HMS_ 5_10_ 0__DMY_ 3_ 2_16.wav	5.2670	5.3302	7	3	1	2	
87	Spectrogram 1	1	37.588	183.383	2054.DSG_RAWD_HMS_ 5_15_ 0__DMY_ 3_ 2_16.wav	9.0856	0.0792	7	3	1	2	
88	Spectrogram 1	1	33.032	179.966	2054.DSG_RAWD_HMS_ 5_15_ 0__DMY_ 3_ 2_16.wav	1.2689	9.3204	7	3	1	2	
89	Spectrogram 1	1	39.866	175.410	2055.DSG_RAWD_HMS_ 5_20_ 0__DMY_ 3_ 2_16.wav	0.7661	0.0714	7	3	1	2	
90	Spectrogram 1	1	34.171	173.132	2055.DSG_RAWD_HMS_ 5_20_ 0__DMY_ 3_ 2_16.wav	8.1040	1.0170	7	3	2	2	
91	Spectrogram 1	1	39.866	168.576	2055.DSG_RAWD_HMS_ 5_20_ 0__DMY_ 3_ 2_16.wav	1.3168	9.2527	7	3	1	2	
92	Spectrogram 1	1	33.032	165.159	2056.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 3_ 2_16.wav	7.2780	0.0515	7	3	1	2	
93	Spectrogram 1	1	26.198	159.464	2056.DSG_RAWD_HMS_ 5_25_ 0__DMY_ 3_ 2_16.wav	3.1123	7.4971	7	3	1	2	
94	Spectrogram 1	1	36.449	156.046	2057.DSG_RAWD_HMS_ 5_30_ 0__DMY_ 3_ 2_16.wav	1.0773	0.0795	7	3	1	2	
95	Spectrogram 1	1	36.449	168.576	2057.DSG_RAWD_HMS_ 5_30_ 0__DMY_ 3_ 2_16.wav	7.1344	3.4791	7	3	1	2	
96	Spectrogram 1	1	37.588	171.993	2058.DSG_RAWD_HMS_ 5_35_ 0__DMY_ 3_ 2_16.wav	8.1279	0.0956	7	3	1	2	
97	Spectrogram 1	1	37.588	168.576	2058.DSG_RAWD_HMS_ 5_35_ 0__DMY_ 3_ 2_16.wav	2.1427	8.4390	7	3	1	2	
98	Spectrogram 1	1	37.588	162.881	2059.DSG_RAWD_HMS_ 5_40_ 0__DMY_ 3_ 2_16.wav	4.7403	0.0757	7	3	1	2	
99	Spectrogram 1	1	35.310	159.464	2059.DSG_RAWD_HMS_ 5_40_ 0__DMY_ 3_ 2_16.wav	5.6022	4.9836	7	3	1	2	
100	Spectrogram 1	1	36.449	156.046	2060.DSG_RAWD_HMS_ 5_45_ 0__DMY_ 3_ 2_16.wav	5.9852	0.0918	7	3	1	2	
101	Spectrogram 1	1	35.310	168.576	2060.DSG_RAWD_HMS_ 5_45_ 0__DMY_ 3_ 2_16.wav	4.3333	6.2207	7	3	1	2	
102	Spectrogram 1	1	31.893	170.854	2061.DSG_RAWD_HMS_ 5_50_ 0__DMY_ 3_ 2_16.wav	7.7090	0.0959	7	3	1	2	
103	Spectrogram 1	1	33.032	168.576	2061.DSG_RAWD_HMS_ 5_50_ 0__DMY_ 3_ 2_16.wav	1.9991	8.6069	7	3	1	2	
104	Spectrogram 1	1	41.005	168.576	2062.DSG_RAWD_HMS_ 5_55_ 0__DMY_ 3_ 2_16.wav	10.4622	0.1359	7	3	1	2	
105	Spectrogram 1	1	38.727	178.827	2063.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_ 3_ 2_16.wav	1.4005	0.0681	7	3	1	2	
106	Spectrogram 1	1	36.449	177.688	2063.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_ 3_ 2_16.wav	8.9180	1.6482	7	3	1	2	
107	Spectrogram 1	1	41.005	177.688	2064.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_ 3_ 2_16.wav	1.0175	0.2278	7	3	2	2	
108	Spectrogram 1	1	35.310	173.132	2064.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_ 3_ 2_16.wav	9.1215	1.4249	7	3	1	2	
109	Spectrogram 1	1	46.700	169.715	2065.DSG_RAWD_HMS_ 6_10_ 0__DMY_ 3_ 2_16.wav	10.4263	0.1601	7	3	1	2	
110	Spectrogram 1	1	41.005	174.271	2067.DSG_RAWD_HMS_ 6_20_ 0__DMY_ 3_ 2_16.wav	2.1547	0.0486	7	3	1	2	
111	Spectrogram 1	1	37.588	170.854	2067.DSG_RAWD_HMS_ 6_20_ 0__DMY_ 3_ 2_16.wav	7.6850	2.8856	7	3	1	2	
112	Spectrogram 1	1	34.171	167.437	2068.DSG_RAWD_HMS_ 6_25_ 0__DMY_ 3_ 2_16.wav	7.8167	0.0766	7	3	1	2	
113	Spectrogram 1	1	39.866	166.298	2068.DSG_RAWD_HMS_ 6_25_ 0__DMY_ 3_ 2_16.wav	2.5018	8.0849	7	3	1	2	
114	Spectrogram 1	1	35.310	181.105	2069.DSG_RAWD_HMS_ 6_30_ 0__DMY_ 3_ 2_16.wav	10.5220	0.0807	7	3	1	2	
115	Spectrogram 1	1	33.032	179.966	2070.DSG_RAWD_HMS_ 6_35_ 0__DMY_ 3_ 2_16.wav	10.4382	0.1447	7	3	1	2	
116	Spectrogram 1	1	37.588	178.827	2071.DSG_RAWD_HMS_ 6_40_ 0__DMY_ 3_ 2_16.wav	5.6261	0.0530	7	3	1	2	
117	Spectrogram 1	1	38.727	173.132	2071.DSG_RAWD_HMS_ 6_40_ 0__DMY_ 3_ 2_16.wav	4.7523	5.8587	7	3	1	2	
118	Spectrogram 1	1	34.171	173.132	2072.DSG_RAWD_HMS_ 6_45_ 0__DMY_ 3_ 2_16.wav	10.4382	0.0930	7	3	1	2	
119	Spectrogram 1	1	34.171	171.993	2073.DSG_RAWD_HMS_ 6_50_ 0__DMY_ 3_ 2_16.wav	10.3425	0.2527	7	3	1	2	
120	Spectrogram 1	1	36.449	170.854	2074.DSG_RAWD_HMS_ 6_55_ 0__DMY_ 3_ 2_16.wav	10.4861	0.0892	7	3	1	2	
121	Spectrogram 1	1	37.588	168.576	2075.DSG_RAWD_HMS_ 7_ 0_ 0__DMY_ 3_ 2_16.wav	10.4741	0.1173	7	3	1	2	
122	Spectrogram 1	1	38.727	173.132	2076.DSG_RAWD_HMS_ 7_ 5_ 0__DMY_ 3_ 2_16.wav	6.3204	0.0495	7	3	1	2	
123	Spectrogram 1	1	35.310	136.683	2077.DSG_RAWD_HMS_ 7_10_ 0__DMY_ 3_ 2_16.wav	5.4226	0.0536	7	3	1	2	
124	Spectrogram 1	1	29.615	137.822	2077.DSG_RAWD_HMS_ 7_10_ 0__DMY_ 3_ 2_16.wav	2.6814	5.6319	7	3	2	2	
125	Spectrogram 1	1	37.588	150.351	2077.DSG_RAWD_HMS_ 7_10_ 0__DMY_ 3_ 2_16.wav	2.5258	8.4569	7	3	1	2	
126	Spectrogram 1	1	35.310	187.939	2078.DSG_RAWD_HMS_ 7_15_ 0__DMY_ 3_ 2_16.wav	10.5460	0.0551	7	3	1	2	
127	Spectrogram 1	1	38.727	187.939	2079.DSG_RAWD_HMS_ 7_20_ 0__DMY_ 3_ 2_16.wav	2.8609	0.0712	7	3	1	2	
128	Spectrogram 1	1	36.449	185.661	2079.DSG_RAWD_HMS_ 7_20_ 0__DMY_ 3_ 2_16.wav	7.4935	3.0997	7	3	1	2	
129	Spectrogram 1	1	35.310	183.383	2080.DSG_RAWD_HMS_ 7_25_ 0__DMY_ 3_ 2_16.wav	10.1270	0.0992	7	3	1	2	
130	Spectrogram 1	1	37.588	182.244	2081.DSG_RAWD_HMS_ 7_30_ 0__DMY_ 3_ 2_16.wav	1.8674	0.0555	7	3	1	2	
131	Spectrogram 1	1	36.449	191.356	2081.DSG_RAWD_HMS_ 7_30_ 0__DMY_ 3_ 2_16.wav	3.2919	4.2571	7	3	2	2	
132	Spectrogram 1	1	34.171	191.356	2081.DSG_RAWD_HMS_ 7_30_ 0__DMY_ 3_ 2_16.wav	2.0350	8.5425	7	3	1	2	
133	Spectrogram 1	1	34.171	186.800	2082.DSG_RAWD_HMS_ 7_35_ 0__DMY_ 3_ 2_16.wav	7.8885	0.0955	7	3	1	2	
134	Spectrogram 1	1	35.310	181.105	2082.DSG_RAWD_HMS_ 7_35_ 0__DMY_ 3_ 2_16.wav	2.3702	8.1875	7	3	1	2	
135	Spectrogram 1	1	29.615	176.549	2083.DSG_RAWD_HMS_ 7_40_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0996	7	3	1	2	
136	Spectrogram 1	1	38.727	178.827	2084.DSG_RAWD_HMS_ 7_45_ 0__DMY_ 3_ 2_16.wav	2.6335	3.9581	7	3	2	2	
137	Spectrogram 1	1	38.727	194.773	2085.DSG_RAWD_HMS_ 7_50_ 0__DMY_ 3_ 2_16.wav	10.4741	0.0838	7	3	1	2	
138	Spectrogram 1	1	36.449	190.217	2086.DSG_RAWD_HMS_ 7_55_ 0__DMY_ 3_ 2_16.wav	6.6077	0.1478	7	3	1	2	
139	Spectrogram 1	1	41.005	186.800	2086.DSG_RAWD_HMS_ 7_55_ 0__DMY_ 3_ 2_16.wav	3.6270	6.9470	7	3	1	2	
140	Spectrogram 1	1	35.310	182.244	2087.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_ 3_ 2_16.wav	4.5488	0.0800	7	3	1	2	
141	Spectrogram 1	1	35.310	183.383	2087.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_ 3_ 2_16.wav	2.9806	4.7725	7	3	2	2	
142	Spectrogram 1	1	35.310	178.827	2087.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_ 3_ 2_16.wav	2.7053	7.8848	7	3	1	2	
143	Spectrogram 1	1	42.144	182.244	2088.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_ 3_ 2_16.wav	6.0810	4.0045	7	3	2	2	
144	Spectrogram 1	1	46.700	181.105	2089.DSG_RAWD_HMS_ 8_10_ 0__DMY_ 3_ 2_16.wav	1.0654	0.1062	7	3	1	2	
145	Spectrogram 1	1	42.144	178.827	2089.DSG_RAWD_HMS_ 8_10_ 0__DMY_ 3_ 2_16.wav	9.1933	1.3870	7	3	1	2	
146	Spectrogram 1	1	35.310	173.132	2090.DSG_RAWD_HMS_ 8_15_ 0__DMY_ 3_ 2_16.wav	10.5340	0.0744	7	3	1	2	
147	Spectrogram 1	1	41.005	197.051	2091.DSG_RAWD_HMS_ 8_20_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0785	7	3	1	2	
148	Spectrogram 1	1	29.615	170.854	2094.DSG_RAWD_HMS_ 8_35_ 0__DMY_ 3_ 2_16.wav	3.0884	2.8918	7	3	2	2	
149	Spectrogram 1	1	35.310	167.437	2094.DSG_RAWD_HMS_ 8_35_ 0__DMY_ 3_ 2_16.wav	4.2735	6.3154	7	3	1	2	
150	Spectrogram 1	1	34.171	175.410	2095.DSG_RAWD_HMS_ 8_40_ 0__DMY_ 3_ 2_16.wav	5.1234	1.7707	7	3	2	2	
151	Spectrogram 1	1	33.032	173.132	2095.DSG_RAWD_HMS_ 8_40_ 0__DMY_ 3_ 2_16.wav	3.3996	7.1694	7	3	1	2	
152	Spectrogram 1	1	35.310	167.437	2096.DSG_RAWD_HMS_ 8_45_ 0__DMY_ 3_ 2_16.wav	10.4622	0.1229	7	3	1	2	
153	Spectrogram 1	1	33.032	175.410	2098.DSG_RAWD_HMS_ 8_55_ 0__DMY_ 3_ 2_16.wav	7.2661	0.0832	7	3	1	2	
154	Spectrogram 1	1	35.310	173.132	2098.DSG_RAWD_HMS_ 8_55_ 0__DMY_ 3_ 2_16.wav	3.0884	7.5168	7	3	1	2	
155	Spectrogram 1	1	38.727	169.715	2099.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_ 3_ 2_16.wav	5.7458	0.0633	7	3	1	2	
156	Spectrogram 1	1	37.588	184.522	2100.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_ 3_ 2_16.wav	10.4981	0.0794	7	3	1	2	
157	Spectrogram 1	1	41.005	178.827	2101.DSG_RAWD_HMS_ 9_10_ 0__DMY_ 3_ 2_16.wav	10.4741	0.1194	7	3	1	2	
158	Spectrogram 1	1	36.449	173.132	2102.DSG_RAWD_HMS_ 9_15_ 0__DMY_ 3_ 2_16.wav	10.4861	0.0995	7	3	1	2	
159	Spectrogram 1	1	42.144	169.715	2103.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 3_ 2_16.wav	4.5368	0.2832	7	3	1	2	
160	Spectrogram 1	1	34.171	158.324	2103.DSG_RAWD_HMS_ 9_20_ 0__DMY_ 3_ 2_16.wav	3.0764	6.0051	7	3	2	2	
161	Spectrogram 1	1	36.449	182.244	2104.DSG_RAWD_HMS_ 9_25_ 0__DMY_ 3_ 2_16.wav	10.4622	0.1077	7	3	1	2	
162	Spectrogram 1	1	31.893	179.966	2105.DSG_RAWD_HMS_ 9_30_ 0__DMY_ 3_ 2_16.wav	10.4382	0.0879	7	3	1	2	
163	Spectrogram 1	1	34.171	175.410	2106.DSG_RAWD_HMS_ 9_35_ 0__DMY_ 3_ 2_16.wav	4.6685	0.1159	7	3	1	2	
164	Spectrogram 1	1	34.171	149.212	2107.DSG_RAWD_HMS_ 9_40_ 0__DMY_ 3_ 2_16.wav	7.1823	3.4478	7	3	1	2	
165	Spectrogram 1	1	37.588	141.239	2108.DSG_RAWD_HMS_ 9_45_ 0__DMY_ 3_ 2_16.wav	10.5340	0.0882	7	3	1	2	
166	Spectrogram 1	1	38.727	156.046	2109.DSG_RAWD_HMS_ 9_50_ 0__DMY_ 3_ 2_16.wav	3.0166	0.0803	7	3	1	2	
