Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
35	Spectrogram 1	1	36.449	246.029	2770.DSG_RAWD_HMS_16_55_ 0__DMY_ 5_ 2_16.wav	3.3502	0.1563	7	3	1	2	
36	Spectrogram 1	1	37.588	199.329	2770.DSG_RAWD_HMS_16_55_ 0__DMY_ 5_ 2_16.wav	6.8679	3.6860	7	3	1	2	
37	Spectrogram 1	1	35.310	197.051	2771.DSG_RAWD_HMS_17_ 0_ 0__DMY_ 5_ 2_16.wav	8.5310	0.0953	7	3	1	2	
38	Spectrogram 1	1	41.005	193.634	2771.DSG_RAWD_HMS_17_ 0_ 0__DMY_ 5_ 2_16.wav	1.5794	9.0028	7	3	1	2	
39	Spectrogram 1	1	35.310	191.356	2772.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 5_ 2_16.wav	2.8237	0.9855	7	3	2	2	
40	Spectrogram 1	1	39.866	195.912	2772.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 5_ 2_16.wav	1.3879	4.0007	7	3	2	2	
41	Spectrogram 1	1	36.449	205.025	2772.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 5_ 2_16.wav	1.6871	6.7885	7	3	2	2	
42	Spectrogram 1	1	36.449	195.912	2773.DSG_RAWD_HMS_17_10_ 0__DMY_ 5_ 2_16.wav	1.6751	0.4757	7	3	2	2	
43	Spectrogram 1	1	35.310	200.468	2773.DSG_RAWD_HMS_17_10_ 0__DMY_ 5_ 2_16.wav	7.7174	2.8208	7	3	1	2	
44	Spectrogram 1	1	36.449	195.912	2774.DSG_RAWD_HMS_17_15_ 0__DMY_ 5_ 2_16.wav	10.4693	0.1213	7	3	1	2	
45	Spectrogram 1	1	41.005	193.634	2775.DSG_RAWD_HMS_17_20_ 0__DMY_ 5_ 2_16.wav	10.5291	0.0784	7	3	1	2	
46	Spectrogram 1	1	46.700	189.078	2776.DSG_RAWD_HMS_17_25_ 0__DMY_ 5_ 2_16.wav	4.4151	0.0892	7	3	1	2	
47	Spectrogram 1	1	45.561	168.576	2776.DSG_RAWD_HMS_17_25_ 0__DMY_ 5_ 2_16.wav	2.8716	4.7253	7	3	2	2	
48	Spectrogram 1	1	44.422	164.020	2776.DSG_RAWD_HMS_17_25_ 0__DMY_ 5_ 2_16.wav	2.2374	8.3627	7	3	1	2	
49	Spectrogram 1	1	33.032	194.773	2777.DSG_RAWD_HMS_17_30_ 0__DMY_ 5_ 2_16.wav	3.7929	0.1416	7	3	1	2	
50	Spectrogram 1	1	41.005	190.217	2777.DSG_RAWD_HMS_17_30_ 0__DMY_ 5_ 2_16.wav	4.0202	6.5668	7	3	1	2	
51	Spectrogram 1	1	39.866	192.495	2778.DSG_RAWD_HMS_17_35_ 0__DMY_ 5_ 2_16.wav	2.5246	0.0808	7	3	1	2	
52	Spectrogram 1	1	31.893	186.800	2778.DSG_RAWD_HMS_17_35_ 0__DMY_ 5_ 2_16.wav	5.0971	2.8447	7	3	2	2	
53	Spectrogram 1	1	38.727	187.939	2778.DSG_RAWD_HMS_17_35_ 0__DMY_ 5_ 2_16.wav	2.3332	8.2286	7	3	1	2	
54	Spectrogram 1	1	39.866	195.912	2779.DSG_RAWD_HMS_17_40_ 0__DMY_ 5_ 2_16.wav	1.3161	0.1393	7	3	1	2	
55	Spectrogram 1	1	28.476	192.495	2779.DSG_RAWD_HMS_17_40_ 0__DMY_ 5_ 2_16.wav	6.4611	4.0877	7	3	1	2	
56	Spectrogram 1	1	38.727	190.217	2780.DSG_RAWD_HMS_17_45_ 0__DMY_ 5_ 2_16.wav	2.7519	0.0663	7	3	1	2	
57	Spectrogram 1	1	31.893	187.939	2780.DSG_RAWD_HMS_17_45_ 0__DMY_ 5_ 2_16.wav	7.4542	3.1054	7	3	1	2	
58	Spectrogram 1	1	31.893	187.939	2781.DSG_RAWD_HMS_17_50_ 0__DMY_ 5_ 2_16.wav	7.7652	0.1250	7	3	1	2	
59	Spectrogram 1	1	43.283	175.410	2782.DSG_RAWD_HMS_17_55_ 0__DMY_ 5_ 2_16.wav	8.1362	0.0938	7	3	1	2	
60	Spectrogram 1	1	41.005	185.661	2783.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 5_ 2_16.wav	4.5826	1.9890	7	3	2	2	
61	Spectrogram 1	1	39.866	190.217	2783.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 5_ 2_16.wav	1.6392	6.6969	7	3	2	2	
62	Spectrogram 1	1	37.588	187.939	2784.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 5_ 2_16.wav	1.9622	0.0913	7	3	1	2	
63	Spectrogram 1	1	34.171	168.576	2784.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 5_ 2_16.wav	2.4648	2.8552	7	3	2	2	
64	Spectrogram 1	1	36.449	192.495	2784.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 5_ 2_16.wav	2.9194	7.6589	7	3	1	2	
65	Spectrogram 1	1	39.866	191.356	2785.DSG_RAWD_HMS_18_10_ 0__DMY_ 5_ 2_16.wav	4.4629	0.1202	7	3	1	2	
66	Spectrogram 1	1	36.449	191.356	2785.DSG_RAWD_HMS_18_10_ 0__DMY_ 5_ 2_16.wav	5.7671	4.8220	7	3	1	2	
67	Spectrogram 1	1	43.283	195.912	2786.DSG_RAWD_HMS_18_15_ 0__DMY_ 5_ 2_16.wav	3.0989	0.1070	7	3	1	2	
68	Spectrogram 1	1	44.422	198.190	2786.DSG_RAWD_HMS_18_15_ 0__DMY_ 5_ 2_16.wav	7.0952	3.4688	7	3	1	2	
69	Spectrogram 1	1	43.283	218.693	2787.DSG_RAWD_HMS_18_20_ 0__DMY_ 5_ 2_16.wav	2.9673	1.3259	7	3	2	2	
70	Spectrogram 1	1	42.144	205.025	2787.DSG_RAWD_HMS_18_20_ 0__DMY_ 5_ 2_16.wav	1.9144	4.4427	7	3	2	2	
71	Spectrogram 1	1	37.588	206.164	2787.DSG_RAWD_HMS_18_20_ 0__DMY_ 5_ 2_16.wav	3.9724	6.5844	7	3	1	2	
72	Spectrogram 1	1	47.839	200.468	2788.DSG_RAWD_HMS_18_25_ 0__DMY_ 5_ 2_16.wav	1.5315	0.1345	7	3	1	2	
73	Spectrogram 1	1	42.144	200.468	2788.DSG_RAWD_HMS_18_25_ 0__DMY_ 5_ 2_16.wav	1.0649	1.8336	7	3	2	2	
74	Spectrogram 1	1	35.310	227.805	2788.DSG_RAWD_HMS_18_25_ 0__DMY_ 5_ 2_16.wav	6.6525	3.6997	7	3	2	2	
75	Spectrogram 1	1	38.727	217.554	2789.DSG_RAWD_HMS_18_30_ 0__DMY_ 5_ 2_16.wav	6.7602	0.1330	7	3	1	2	
76	Spectrogram 1	1	33.032	215.276	2790.DSG_RAWD_HMS_18_35_ 0__DMY_ 5_ 2_16.wav	9.4762	0.0781	7	3	1	2	
77	Spectrogram 1	1	37.588	209.581	2790.DSG_RAWD_HMS_18_35_ 0__DMY_ 5_ 2_16.wav	0.8136	9.7513	7	3	1	2	
78	Spectrogram 1	1	37.588	211.859	2791.DSG_RAWD_HMS_18_40_ 0__DMY_ 5_ 2_16.wav	2.2733	0.0589	7	3	1	2	
79	Spectrogram 1	1	36.449	200.468	2791.DSG_RAWD_HMS_18_40_ 0__DMY_ 5_ 2_16.wav	7.7054	2.8826	7	3	1	2	
80	Spectrogram 1	1	38.727	200.468	2792.DSG_RAWD_HMS_18_45_ 0__DMY_ 5_ 2_16.wav	10.4095	0.0995	7	3	1	2	
81	Spectrogram 1	1	34.171	200.468	2793.DSG_RAWD_HMS_18_50_ 0__DMY_ 5_ 2_16.wav	2.3092	2.8442	7	3	2	2	
82	Spectrogram 1	1	31.893	184.522	2793.DSG_RAWD_HMS_18_50_ 0__DMY_ 5_ 2_16.wav	5.1928	5.3928	7	3	1	2	
83	Spectrogram 1	1	46.700	186.800	2794.DSG_RAWD_HMS_18_55_ 0__DMY_ 5_ 2_16.wav	7.3824	0.1029	7	3	1	2	
84	Spectrogram 1	1	36.449	168.576	2794.DSG_RAWD_HMS_18_55_ 0__DMY_ 5_ 2_16.wav	2.3332	8.2510	7	3	1	2	
85	Spectrogram 1	1	31.893	192.495	2795.DSG_RAWD_HMS_19_ 0_ 0__DMY_ 5_ 2_16.wav	10.4334	0.1137	7	3	1	2	
86	Spectrogram 1	1	37.588	195.912	2796.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 5_ 2_16.wav	10.4334	0.1124	7	3	1	2	
87	Spectrogram 1	1	39.866	193.634	2797.DSG_RAWD_HMS_19_10_ 0__DMY_ 5_ 2_16.wav	10.4574	0.1353	7	3	1	2	
88	Spectrogram 1	1	42.144	190.217	2798.DSG_RAWD_HMS_19_15_ 0__DMY_ 5_ 2_16.wav	10.4334	0.1100	7	3	1	2	
89	Spectrogram 1	1	44.422	187.939	2799.DSG_RAWD_HMS_19_20_ 0__DMY_ 5_ 2_16.wav	10.3856	0.1207	7	3	1	2	
90	Spectrogram 1	1	39.866	182.244	2800.DSG_RAWD_HMS_19_25_ 0__DMY_ 5_ 2_16.wav	1.7828	0.0899	7	3	1	2	
91	Spectrogram 1	1	34.171	197.051	2800.DSG_RAWD_HMS_19_25_ 0__DMY_ 5_ 2_16.wav	2.7639	3.5774	7	3	2	2	
92	Spectrogram 1	1	41.005	200.468	2800.DSG_RAWD_HMS_19_25_ 0__DMY_ 5_ 2_16.wav	3.4938	7.0472	7	3	1	2	
93	Spectrogram 1	1	30.754	202.746	2801.DSG_RAWD_HMS_19_30_ 0__DMY_ 5_ 2_16.wav	4.1399	6.4655	7	3	1	2	
94	Spectrogram 1	1	34.171	198.190	2802.DSG_RAWD_HMS_19_35_ 0__DMY_ 5_ 2_16.wav	3.4818	0.0635	7	3	1	2	
95	Spectrogram 1	1	37.588	195.912	2802.DSG_RAWD_HMS_19_35_ 0__DMY_ 5_ 2_16.wav	6.8080	3.7845	7	3	1	2	
96	Spectrogram 1	1	42.144	202.746	2803.DSG_RAWD_HMS_19_40_ 0__DMY_ 5_ 2_16.wav	6.7602	0.6005	7	3	2	2	
97	Spectrogram 1	1	37.588	195.912	2803.DSG_RAWD_HMS_19_40_ 0__DMY_ 5_ 2_16.wav	3.0152	7.5880	7	3	1	2	
98	Spectrogram 1	1	42.144	191.356	2804.DSG_RAWD_HMS_19_45_ 0__DMY_ 5_ 2_16.wav	0.8375	0.0849	7	3	1	2	
99	Spectrogram 1	1	30.754	192.495	2804.DSG_RAWD_HMS_19_45_ 0__DMY_ 5_ 2_16.wav	2.7639	1.0540	7	3	2	2	
100	Spectrogram 1	1	30.754	185.661	2804.DSG_RAWD_HMS_19_45_ 0__DMY_ 5_ 2_16.wav	6.1500	4.0869	7	3	2	2	
101	Spectrogram 1	1	35.310	191.356	2805.DSG_RAWD_HMS_19_50_ 0__DMY_ 5_ 2_16.wav	9.7155	0.1194	7	3	1	2	
102	Spectrogram 1	1	39.866	187.939	2806.DSG_RAWD_HMS_19_55_ 0__DMY_ 5_ 2_16.wav	1.5674	0.1063	7	3	1	2	
103	Spectrogram 1	1	36.449	200.468	2807.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 5_ 2_16.wav	9.6437	0.9186	7	3	1	2	
104	Spectrogram 1	1	34.171	195.912	2808.DSG_RAWD_HMS_20_ 5_ 0__DMY_ 5_ 2_16.wav	9.7155	0.1099	7	3	1	2	
105	Spectrogram 1	1	37.588	200.468	2810.DSG_RAWD_HMS_20_15_ 0__DMY_ 5_ 2_16.wav	3.2664	0.1792	7	3	1	2	
106	Spectrogram 1	1	34.171	200.468	2810.DSG_RAWD_HMS_20_15_ 0__DMY_ 5_ 2_16.wav	6.9157	3.6610	7	3	1	2	
107	Spectrogram 1	1	47.839	197.051	2811.DSG_RAWD_HMS_20_20_ 0__DMY_ 5_ 2_16.wav	3.3143	0.6027	7	3	2	2	
108	Spectrogram 1	1	41.005	212.998	2812.DSG_RAWD_HMS_20_25_ 0__DMY_ 5_ 2_16.wav	8.0285	1.1160	7	3	2	2	
109	Spectrogram 1	1	38.727	203.885	2813.DSG_RAWD_HMS_20_30_ 0__DMY_ 5_ 2_16.wav	7.6336	2.7958	7	3	2	2	
110	Spectrogram 1	1	38.727	209.581	2820.DSG_RAWD_HMS_21_ 5_ 0__DMY_ 5_ 2_16.wav	3.5297	0.1130	7	3	1	2	
111	Spectrogram 1	1	30.754	194.773	2821.DSG_RAWD_HMS_21_10_ 0__DMY_ 5_ 2_16.wav	2.8118	0.1119	7	3	1	2	
112	Spectrogram 1	1	47.839	209.581	2821.DSG_RAWD_HMS_21_10_ 0__DMY_ 5_ 2_16.wav	3.9724	6.6205	7	3	1	2	
113	Spectrogram 1	1	46.700	193.634	2843.DSG_RAWD_HMS_23_ 0_ 0__DMY_ 5_ 2_16.wav	7.1311	0.6412	7	3	2	2	
114	Spectrogram 1	1	38.727	195.912	2846.DSG_RAWD_HMS_23_15_ 0__DMY_ 5_ 2_16.wav	2.2614	8.3367	7	3	1	2	
115	Spectrogram 1	1	27.337	191.356	2849.DSG_RAWD_HMS_23_30_ 0__DMY_ 5_ 2_16.wav	6.0303	3.8464	7	3	2	2	
116	Spectrogram 1	1	31.893	185.661	2850.DSG_RAWD_HMS_23_35_ 0__DMY_ 5_ 2_16.wav	5.3483	5.2271	7	3	1	2	
117	Spectrogram 1	1	33.032	177.688	2851.DSG_RAWD_HMS_23_40_ 0__DMY_ 5_ 2_16.wav	6.7243	3.8321	7	3	1	2	
118	Spectrogram 1	1	29.615	186.800	2852.DSG_RAWD_HMS_23_45_ 0__DMY_ 5_ 2_16.wav	3.3741	0.1040	7	3	1	2	
119	Spectrogram 1	1	36.449	145.795	2852.DSG_RAWD_HMS_23_45_ 0__DMY_ 5_ 2_16.wav	5.1449	4.0644	7	3	2	2	
120	Spectrogram 1	1	42.144	220.971	2853.DSG_RAWD_HMS_23_50_ 0__DMY_ 5_ 2_16.wav	4.5706	0.1206	7	3	1	2	
121	Spectrogram 1	1	43.283	214.137	2854.DSG_RAWD_HMS_23_55_ 0__DMY_ 5_ 2_16.wav	1.5913	8.9370	7	3	1	2	
122	Spectrogram 1	1	31.893	212.998	2855.DSG_RAWD_HMS_ 0_ 0_ 0__DMY_ 6_ 2_16.wav	5.4082	0.1300	7	3	1	2	
123	Spectrogram 1	1	41.005	211.859	2856.DSG_RAWD_HMS_ 0_ 5_ 0__DMY_ 6_ 2_16.wav	1.7349	0.0930	7	3	1	2	
124	Spectrogram 1	1	35.310	205.025	2856.DSG_RAWD_HMS_ 0_ 5_ 0__DMY_ 6_ 2_16.wav	3.4339	7.1284	7	3	1	2	
125	Spectrogram 1	1	33.032	190.217	2859.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 6_ 2_16.wav	1.9503	0.0654	7	3	1	2	
126	Spectrogram 1	1	33.032	205.025	2859.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 6_ 2_16.wav	1.3760	2.1832	7	3	2	2	
127	Spectrogram 1	1	31.893	192.495	2859.DSG_RAWD_HMS_ 0_20_ 0__DMY_ 6_ 2_16.wav	2.8477	6.7715	7	3	2	2	
128	Spectrogram 1	1	35.310	186.800	2860.DSG_RAWD_HMS_ 0_25_ 0__DMY_ 6_ 2_16.wav	2.4408	1.8468	7	3	2	2	
129	Spectrogram 1	1	38.727	195.912	2861.DSG_RAWD_HMS_ 0_30_ 0__DMY_ 6_ 2_16.wav	5.4082	0.0869	7	3	1	2	
130	Spectrogram 1	1	38.727	200.468	2861.DSG_RAWD_HMS_ 0_30_ 0__DMY_ 6_ 2_16.wav	3.6972	6.8767	7	3	1	2	
131	Spectrogram 1	1	33.032	202.746	2862.DSG_RAWD_HMS_ 0_35_ 0__DMY_ 6_ 2_16.wav	10.4574	0.1094	7	3	1	2	
132	Spectrogram 1	1	36.449	200.468	2863.DSG_RAWD_HMS_ 0_40_ 0__DMY_ 6_ 2_16.wav	7.0473	0.0605	7	3	1	2	
133	Spectrogram 1	1	34.171	198.190	2863.DSG_RAWD_HMS_ 0_40_ 0__DMY_ 6_ 2_16.wav	3.0870	7.4787	7	3	1	2	
134	Spectrogram 1	1	35.310	199.329	2864.DSG_RAWD_HMS_ 0_45_ 0__DMY_ 6_ 2_16.wav	2.3332	0.0832	7	3	1	2	
135	Spectrogram 1	1	38.727	223.249	2864.DSG_RAWD_HMS_ 0_45_ 0__DMY_ 6_ 2_16.wav	5.0013	5.5689	7	3	1	2	
136	Spectrogram 1	1	38.727	214.137	2865.DSG_RAWD_HMS_ 0_50_ 0__DMY_ 6_ 2_16.wav	10.4334	0.1478	7	3	1	2	
137	Spectrogram 1	1	43.283	207.303	2866.DSG_RAWD_HMS_ 0_55_ 0__DMY_ 6_ 2_16.wav	5.3603	0.0866	7	3	1	2	
138	Spectrogram 1	1	38.727	199.329	2869.DSG_RAWD_HMS_ 1_10_ 0__DMY_ 6_ 2_16.wav	10.4932	0.1069	7	3	1	2	
139	Spectrogram 1	1	35.310	201.607	2871.DSG_RAWD_HMS_ 1_20_ 0__DMY_ 6_ 2_16.wav	10.4574	0.0924	7	3	1	2	
140	Spectrogram 1	1	31.893	199.329	2872.DSG_RAWD_HMS_ 1_25_ 0__DMY_ 6_ 2_16.wav	10.4215	0.1390	7	3	1	2	
141	Spectrogram 1	1	35.310	197.051	2873.DSG_RAWD_HMS_ 1_30_ 0__DMY_ 6_ 2_16.wav	1.9024	0.0962	7	3	1	2	
142	Spectrogram 1	1	42.144	194.773	2873.DSG_RAWD_HMS_ 1_30_ 0__DMY_ 6_ 2_16.wav	7.3943	2.2498	7	3	2	2	
143	Spectrogram 1	1	47.839	200.468	2874.DSG_RAWD_HMS_ 1_35_ 0__DMY_ 6_ 2_16.wav	7.0354	0.1428	7	3	1	2	
144	Spectrogram 1	1	37.588	199.329	2874.DSG_RAWD_HMS_ 1_35_ 0__DMY_ 6_ 2_16.wav	3.2066	7.3577	7	3	1	2	
145	Spectrogram 1	1	37.588	195.912	2875.DSG_RAWD_HMS_ 1_40_ 0__DMY_ 6_ 2_16.wav	10.5291	0.0817	7	3	1	2	
146	Spectrogram 1	1	38.727	190.217	2876.DSG_RAWD_HMS_ 1_45_ 0__DMY_ 6_ 2_16.wav	10.5411	0.0625	7	3	1	2	
147	Spectrogram 1	1	45.561	185.661	2877.DSG_RAWD_HMS_ 1_50_ 0__DMY_ 6_ 2_16.wav	5.0731	0.0792	7	3	1	2	
148	Spectrogram 1	1	42.144	193.634	2877.DSG_RAWD_HMS_ 1_50_ 0__DMY_ 6_ 2_16.wav	4.6663	5.9062	7	3	1	2	
149	Spectrogram 1	1	45.561	194.773	2878.DSG_RAWD_HMS_ 1_55_ 0__DMY_ 6_ 2_16.wav	10.4454	0.1020	7	3	1	2	
150	Spectrogram 1	1	36.449	179.966	2879.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_ 6_ 2_16.wav	4.8458	2.2184	7	3	1	2	
