Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
29	Spectrogram 1	1	31.783	187.674	1469.DSG_RAWD_HMS_19_45_ 0__DMY_24_ 7_16.wav	4.8578	5.5798	1	3	2	2	
30	Spectrogram 1	1	21.189	186.160	1472.DSG_RAWD_HMS_20_ 0_ 0__DMY_24_ 7_16.wav	5.4571	5.1855	1	3	1	2	
31	Spectrogram 1	1	9.081	283.024	1486.DSG_RAWD_HMS_21_10_ 0__DMY_24_ 7_16.wav	10.5610	0.0396	6	2	1	1	
32	Spectrogram 1	1	28.756	255.781	1487.DSG_RAWD_HMS_21_15_ 0__DMY_24_ 7_16.wav	10.5931	0.0366	6	2	1	1	
33	Spectrogram 1	1	24.216	213.403	1488.DSG_RAWD_HMS_21_20_ 0__DMY_24_ 7_16.wav	10.5289	0.0550	6	2	1	1	
34	Spectrogram 1	1	27.243	210.376	1489.DSG_RAWD_HMS_21_25_ 0__DMY_24_ 7_16.wav	10.5717	0.0306	6	3	1	1	
35	Spectrogram 1	1	37.837	313.294	1492.DSG_RAWD_HMS_21_40_ 0__DMY_24_ 7_16.wav	4.4726	0.0109	1	1	1	2	
36	Spectrogram 1	1	30.270	317.835	1493.DSG_RAWD_HMS_21_45_ 0__DMY_24_ 7_16.wav	10.5717	0.0400	6	2	1	1	
37	Spectrogram 1	1	24.216	307.240	1494.DSG_RAWD_HMS_21_50_ 0__DMY_24_ 7_16.wav	10.6038	0.0049	6	2	1	1	
38	Spectrogram 1	1	15.135	311.781	1495.DSG_RAWD_HMS_21_55_ 0__DMY_24_ 7_16.wav	10.5610	0.0447	6	1	1	1	
39	Spectrogram 1	1	33.297	295.132	1496.DSG_RAWD_HMS_22_ 0_ 0__DMY_24_ 7_16.wav	10.5610	0.0310	6	2	1	1	
40	Spectrogram 1	1	31.783	279.997	1497.DSG_RAWD_HMS_22_ 5_ 0__DMY_24_ 7_16.wav	10.5075	0.1029	6	2	1	1	
41	Spectrogram 1	1	43.891	414.699	1499.DSG_RAWD_HMS_22_15_ 0__DMY_24_ 7_16.wav	10.5824	0.0541	6	1	1	1	
42	Spectrogram 1	1	24.216	293.619	1500.DSG_RAWD_HMS_22_20_ 0__DMY_24_ 7_16.wav	10.5339	0.1156	6	1	1	1	
