Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
37	Spectrogram 1	1	37.588	191.356	8053.DSG_RAWD_HMS_ 1_10_ 0__DMY_24_ 2_16.wav	2.6789	7.9179	7	3	1	2	
38	Spectrogram 1	1	31.893	191.356	8054.DSG_RAWD_HMS_ 1_15_ 0__DMY_24_ 2_16.wav	3.3845	0.1383	7	3	1	2	
39	Spectrogram 1	1	35.310	190.217	8054.DSG_RAWD_HMS_ 1_15_ 0__DMY_24_ 2_16.wav	6.2309	3.8099	7	3	2	2	
40	Spectrogram 1	1	38.727	183.383	8055.DSG_RAWD_HMS_ 1_20_ 0__DMY_24_ 2_16.wav	5.2980	1.3700	7	3	2	2	
41	Spectrogram 1	1	31.893	193.634	8056.DSG_RAWD_HMS_ 1_25_ 0__DMY_24_ 2_16.wav	9.0054	0.6227	7	3	2	2	
42	Spectrogram 1	1	31.893	209.581	8057.DSG_RAWD_HMS_ 1_30_ 0__DMY_24_ 2_16.wav	5.4057	5.1975	7	3	1	2	
43	Spectrogram 1	1	36.449	207.303	8058.DSG_RAWD_HMS_ 1_35_ 0__DMY_24_ 2_16.wav	3.9346	0.1209	7	3	1	2	
44	Spectrogram 1	1	36.449	207.303	8058.DSG_RAWD_HMS_ 1_35_ 0__DMY_24_ 2_16.wav	6.3265	4.2350	7	3	1	2	
45	Spectrogram 1	1	33.032	194.773	8059.DSG_RAWD_HMS_ 1_40_ 0__DMY_24_ 2_16.wav	5.9438	1.9211	7	3	2	2	
46	Spectrogram 1	1	36.449	186.800	8059.DSG_RAWD_HMS_ 1_40_ 0__DMY_24_ 2_16.wav	1.9015	8.6901	7	3	1	2	
47	Spectrogram 1	1	22.781	192.495	8060.DSG_RAWD_HMS_ 1_45_ 0__DMY_24_ 2_16.wav	3.6715	2.7046	7	3	2	2	
48	Spectrogram 1	1	35.310	202.746	8061.DSG_RAWD_HMS_ 1_50_ 0__DMY_24_ 2_16.wav	4.6522	0.0798	7	3	1	2	
49	Spectrogram 1	1	37.588	200.468	8061.DSG_RAWD_HMS_ 1_50_ 0__DMY_24_ 2_16.wav	5.5970	4.9592	7	3	1	2	
50	Spectrogram 1	1	39.866	195.912	8062.DSG_RAWD_HMS_ 1_55_ 0__DMY_24_ 2_16.wav	2.6311	0.0621	7	3	1	2	
51	Spectrogram 1	1	36.449	186.800	8062.DSG_RAWD_HMS_ 1_55_ 0__DMY_24_ 2_16.wav	4.2576	6.3558	7	3	1	2	
52	Spectrogram 1	1	35.310	186.800	8063.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_24_ 2_16.wav	1.9613	0.0953	7	3	1	2	
53	Spectrogram 1	1	34.171	173.132	8063.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_24_ 2_16.wav	3.3247	3.2406	7	3	2	2	
54	Spectrogram 1	1	36.449	175.410	8063.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_24_ 2_16.wav	1.9374	7.5818	7	3	2	2	
55	Spectrogram 1	1	30.754	178.827	8063.DSG_RAWD_HMS_ 2_ 0_ 0__DMY_24_ 2_16.wav	0.9089	9.6986	7	3	1	2	
56	Spectrogram 1	1	34.171	181.105	8064.DSG_RAWD_HMS_ 2_ 5_ 0__DMY_24_ 2_16.wav	10.5243	0.0710	7	3	1	2	
57	Spectrogram 1	1	38.727	176.549	8065.DSG_RAWD_HMS_ 2_10_ 0__DMY_24_ 2_16.wav	0.7295	0.0708	7	3	1	2	
58	Spectrogram 1	1	35.310	177.688	8065.DSG_RAWD_HMS_ 2_10_ 0__DMY_24_ 2_16.wav	6.1711	0.9558	7	3	2	2	
59	Spectrogram 1	1	28.476	177.688	8065.DSG_RAWD_HMS_ 2_10_ 0__DMY_24_ 2_16.wav	3.2769	7.3182	7	3	1	2	
60	Spectrogram 1	1	38.727	168.576	8066.DSG_RAWD_HMS_ 2_15_ 0__DMY_24_ 2_16.wav	10.4286	0.1249	7	3	1	2	
61	Spectrogram 1	1	31.893	169.715	8067.DSG_RAWD_HMS_ 2_20_ 0__DMY_24_ 2_16.wav	9.1131	0.0713	7	3	1	2	
62	Spectrogram 1	1	36.449	167.437	8067.DSG_RAWD_HMS_ 2_20_ 0__DMY_24_ 2_16.wav	1.2199	9.3758	7	3	1	2	
63	Spectrogram 1	1	33.032	164.020	8068.DSG_RAWD_HMS_ 2_25_ 0__DMY_24_ 2_16.wav	4.0542	0.1122	7	3	1	2	
64	Spectrogram 1	1	37.588	185.661	8068.DSG_RAWD_HMS_ 2_25_ 0__DMY_24_ 2_16.wav	3.6237	6.9410	7	3	1	2	
65	Spectrogram 1	1	27.337	182.244	8069.DSG_RAWD_HMS_ 2_30_ 0__DMY_24_ 2_16.wav	3.1214	3.6824	7	3	1	2	
66	Spectrogram 1	1	31.893	181.105	8069.DSG_RAWD_HMS_ 2_30_ 0__DMY_24_ 2_16.wav	3.5878	6.9712	7	3	1	2	
67	Spectrogram 1	1	37.588	183.383	8070.DSG_RAWD_HMS_ 2_35_ 0__DMY_24_ 2_16.wav	8.0248	0.1008	7	3	1	2	
68	Spectrogram 1	1	36.449	183.383	8070.DSG_RAWD_HMS_ 2_35_ 0__DMY_24_ 2_16.wav	2.1647	8.4245	7	3	1	2	
69	Spectrogram 1	1	41.005	184.522	8071.DSG_RAWD_HMS_ 2_40_ 0__DMY_24_ 2_16.wav	6.5777	0.0352	7	3	1	2	
70	Spectrogram 1	1	39.866	169.715	8071.DSG_RAWD_HMS_ 2_40_ 0__DMY_24_ 2_16.wav	3.0138	7.5697	7	3	1	2	
71	Spectrogram 1	1	39.866	182.244	8072.DSG_RAWD_HMS_ 2_45_ 0__DMY_24_ 2_16.wav	2.8583	0.0893	7	3	1	2	
72	Spectrogram 1	1	38.727	185.661	8072.DSG_RAWD_HMS_ 2_45_ 0__DMY_24_ 2_16.wav	4.3173	6.2604	7	3	1	2	
73	Spectrogram 1	1	34.171	179.966	8073.DSG_RAWD_HMS_ 2_50_ 0__DMY_24_ 2_16.wav	2.7028	0.0836	7	3	1	2	
74	Spectrogram 1	1	42.144	189.078	8073.DSG_RAWD_HMS_ 2_50_ 0__DMY_24_ 2_16.wav	5.0349	4.6042	7	3	2	2	
75	Spectrogram 1	1	33.032	189.078	8075.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_24_ 2_16.wav	4.9034	0.1499	7	3	1	2	
76	Spectrogram 1	1	31.893	183.383	8075.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_24_ 2_16.wav	4.2336	5.2924	7	3	2	2	
77	Spectrogram 1	1	29.615	186.800	8075.DSG_RAWD_HMS_ 3_ 0_ 0__DMY_24_ 2_16.wav	0.9089	9.6696	7	3	1	2	
78	Spectrogram 1	1	31.893	181.105	8076.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_24_ 2_16.wav	0.9209	0.0724	7	3	1	2	
79	Spectrogram 1	1	38.727	182.244	8076.DSG_RAWD_HMS_ 3_ 5_ 0__DMY_24_ 2_16.wav	8.8500	1.7467	7	3	1	2	
80	Spectrogram 1	1	43.283	181.105	8077.DSG_RAWD_HMS_ 3_10_ 0__DMY_24_ 2_16.wav	1.4112	0.0906	7	3	1	2	
81	Spectrogram 1	1	41.005	174.271	8077.DSG_RAWD_HMS_ 3_10_ 0__DMY_24_ 2_16.wav	2.2723	1.6692	7	3	2	2	
82	Spectrogram 1	1	35.310	175.410	8077.DSG_RAWD_HMS_ 3_10_ 0__DMY_24_ 2_16.wav	6.3744	4.1568	7	3	1	2	
83	Spectrogram 1	1	41.005	174.271	8078.DSG_RAWD_HMS_ 3_15_ 0__DMY_24_ 2_16.wav	1.6265	0.1566	7	3	2	2	
84	Spectrogram 1	1	39.866	170.854	8078.DSG_RAWD_HMS_ 3_15_ 0__DMY_24_ 2_16.wav	6.7212	2.0342	7	3	2	2	
85	Spectrogram 1	1	42.144	165.159	8078.DSG_RAWD_HMS_ 3_15_ 0__DMY_24_ 2_16.wav	1.5308	9.0066	7	3	1	2	
86	Spectrogram 1	1	43.283	164.020	8079.DSG_RAWD_HMS_ 3_20_ 0__DMY_24_ 2_16.wav	2.0451	0.0791	7	3	1	2	
87	Spectrogram 1	1	38.727	161.742	8079.DSG_RAWD_HMS_ 3_20_ 0__DMY_24_ 2_16.wav	3.0018	3.3321	7	3	2	2	
88	Spectrogram 1	1	33.032	158.324	8079.DSG_RAWD_HMS_ 3_20_ 0__DMY_24_ 2_16.wav	4.0662	6.4894	7	3	1	2	
89	Spectrogram 1	1	35.310	173.132	8081.DSG_RAWD_HMS_ 3_30_ 0__DMY_24_ 2_16.wav	4.0064	5.9522	7	3	2	2	
90	Spectrogram 1	1	41.005	205.025	8082.DSG_RAWD_HMS_ 3_35_ 0__DMY_24_ 2_16.wav	2.7865	0.2897	7	3	2	2	
91	Spectrogram 1	1	37.588	210.720	8082.DSG_RAWD_HMS_ 3_35_ 0__DMY_24_ 2_16.wav	3.5400	3.5068	7	3	2	2	
92	Spectrogram 1	1	39.866	234.639	8083.DSG_RAWD_HMS_ 3_40_ 0__DMY_24_ 2_16.wav	6.2667	0.1524	7	3	2	2	
93	Spectrogram 1	1	30.754	218.693	8084.DSG_RAWD_HMS_ 3_45_ 0__DMY_24_ 2_16.wav	2.5115	2.8615	7	3	2	2	
94	Spectrogram 1	1	35.310	223.249	8084.DSG_RAWD_HMS_ 3_45_ 0__DMY_24_ 2_16.wav	4.8555	5.7198	7	3	1	2	
95	Spectrogram 1	1	44.422	219.832	8085.DSG_RAWD_HMS_ 3_50_ 0__DMY_24_ 2_16.wav	9.0652	1.5402	7	3	1	2	
96	Spectrogram 1	1	46.700	214.137	8086.DSG_RAWD_HMS_ 3_55_ 0__DMY_24_ 2_16.wav	1.6265	0.0736	7	3	1	2	
97	Spectrogram 1	1	35.310	201.607	8088.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_24_ 2_16.wav	2.9899	0.0376	7	3	1	2	
98	Spectrogram 1	1	30.754	198.190	8088.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_24_ 2_16.wav	5.1067	3.2188	7	3	2	2	
99	Spectrogram 1	1	25.059	195.912	8088.DSG_RAWD_HMS_ 4_ 5_ 0__DMY_24_ 2_16.wav	2.0929	8.4690	7	3	1	2	
100	Spectrogram 1	1	39.866	199.329	8090.DSG_RAWD_HMS_ 4_15_ 0__DMY_24_ 2_16.wav	5.1186	0.5696	7	3	2	2	
101	Spectrogram 1	1	43.283	215.276	8093.DSG_RAWD_HMS_ 4_30_ 0__DMY_24_ 2_16.wav	5.9080	1.4717	7	3	2	2	
102	Spectrogram 1	1	41.005	179.966	8096.DSG_RAWD_HMS_ 4_45_ 0__DMY_24_ 2_16.wav	6.5298	4.0544	7	3	1	2	
103	Spectrogram 1	1	37.588	205.025	8101.DSG_RAWD_HMS_ 5_10_ 0__DMY_24_ 2_16.wav	3.6955	6.8640	7	3	1	2	
104	Spectrogram 1	1	45.561	209.581	8104.DSG_RAWD_HMS_ 5_25_ 0__DMY_24_ 2_16.wav	2.6909	0.0528	7	3	1	2	
105	Spectrogram 1	1	34.171	195.912	8105.DSG_RAWD_HMS_ 5_30_ 0__DMY_24_ 2_16.wav	3.2530	7.3416	7	3	1	2	
106	Spectrogram 1	1	35.310	195.912	8106.DSG_RAWD_HMS_ 5_35_ 0__DMY_24_ 2_16.wav	2.2603	0.0646	7	3	1	2	
107	Spectrogram 1	1	27.337	207.303	8106.DSG_RAWD_HMS_ 5_35_ 0__DMY_24_ 2_16.wav	4.3054	6.2770	7	3	1	2	
108	Spectrogram 1	1	37.588	207.303	8107.DSG_RAWD_HMS_ 5_40_ 0__DMY_24_ 2_16.wav	10.5602	0.0285	7	3	1	2	
109	Spectrogram 1	1	41.005	205.025	8108.DSG_RAWD_HMS_ 5_45_ 0__DMY_24_ 2_16.wav	1.3753	0.0223	7	3	1	2	
110	Spectrogram 1	1	39.866	205.025	8108.DSG_RAWD_HMS_ 5_45_ 0__DMY_24_ 2_16.wav	9.0413	1.5411	7	3	1	2	
111	Spectrogram 1	1	36.449	198.190	8111.DSG_RAWD_HMS_ 6_ 0_ 0__DMY_24_ 2_16.wav	5.3817	0.0996	7	3	1	2	
112	Spectrogram 1	1	31.893	173.132	8112.DSG_RAWD_HMS_ 6_ 5_ 0__DMY_24_ 2_16.wav	4.5805	2.0846	7	3	2	2	
113	Spectrogram 1	1	34.171	208.442	8113.DSG_RAWD_HMS_ 6_10_ 0__DMY_24_ 2_16.wav	6.1830	4.3924	7	3	1	2	
114	Spectrogram 1	1	37.588	167.437	8115.DSG_RAWD_HMS_ 6_20_ 0__DMY_24_ 2_16.wav	2.3680	0.2125	7	3	2	2	
115	Spectrogram 1	1	36.449	200.468	8115.DSG_RAWD_HMS_ 6_20_ 0__DMY_24_ 2_16.wav	3.3965	7.2088	7	3	1	2	
116	Spectrogram 1	1	35.310	200.468	8116.DSG_RAWD_HMS_ 6_25_ 0__DMY_24_ 2_16.wav	1.9733	8.1950	7	3	2	2	
117	Spectrogram 1	1	38.727	200.468	8117.DSG_RAWD_HMS_ 6_30_ 0__DMY_24_ 2_16.wav	10.5004	0.0808	7	3	1	2	
118	Spectrogram 1	1	33.032	199.329	8118.DSG_RAWD_HMS_ 6_35_ 0__DMY_24_ 2_16.wav	4.4250	0.1104	7	3	1	2	
119	Spectrogram 1	1	31.893	200.468	8118.DSG_RAWD_HMS_ 6_35_ 0__DMY_24_ 2_16.wav	3.2888	6.9751	7	3	2	2	
120	Spectrogram 1	1	41.005	206.164	8119.DSG_RAWD_HMS_ 6_40_ 0__DMY_24_ 2_16.wav	5.0708	0.0744	7	3	1	2	
121	Spectrogram 1	1	33.032	205.025	8119.DSG_RAWD_HMS_ 6_40_ 0__DMY_24_ 2_16.wav	4.6881	5.9223	7	3	1	2	
122	Spectrogram 1	1	31.893	225.527	8121.DSG_RAWD_HMS_ 6_50_ 0__DMY_24_ 2_16.wav	3.8151	0.0920	7	3	1	2	
123	Spectrogram 1	1	50.117	199.329	8121.DSG_RAWD_HMS_ 6_50_ 0__DMY_24_ 2_16.wav	1.8537	8.7802	7	3	1	2	
124	Spectrogram 1	1	35.310	202.746	8122.DSG_RAWD_HMS_ 6_55_ 0__DMY_24_ 2_16.wav	4.1858	4.5884	7	3	2	2	
125	Spectrogram 1	1	36.449	209.581	8123.DSG_RAWD_HMS_ 7_ 0_ 0__DMY_24_ 2_16.wav	3.0497	0.1577	7	3	1	2	
126	Spectrogram 1	1	37.588	184.522	8123.DSG_RAWD_HMS_ 7_ 0_ 0__DMY_24_ 2_16.wav	2.4278	8.1640	7	3	1	2	
127	Spectrogram 1	1	38.727	190.217	8124.DSG_RAWD_HMS_ 7_ 5_ 0__DMY_24_ 2_16.wav	4.2576	3.5597	7	3	2	2	
128	Spectrogram 1	1	29.615	178.827	8228.DSG_RAWD_HMS_15_45_ 0__DMY_24_ 2_16.wav	3.1932	7.4121	7	3	1	2	
129	Spectrogram 1	1	34.171	186.800	8233.DSG_RAWD_HMS_16_10_ 0__DMY_24_ 2_16.wav	3.8270	6.7597	7	3	1	2	
130	Spectrogram 1	1	31.893	191.356	8235.DSG_RAWD_HMS_16_20_ 0__DMY_24_ 2_16.wav	4.2576	6.3648	7	3	1	2	
131	Spectrogram 1	1	37.588	167.437	8238.DSG_RAWD_HMS_16_35_ 0__DMY_24_ 2_16.wav	1.3634	0.1037	7	3	1	2	
