Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
42	Spectrogram 1	1	38.727	227.805	6396.DSG_RAWD_HMS_ 7_ 5_ 0__DMY_18_ 2_16.wav	4.9894	5.6135	7	3	1	2	
43	Spectrogram 1	1	41.005	201.607	6399.DSG_RAWD_HMS_ 7_20_ 0__DMY_18_ 2_16.wav	4.8578	5.7187	7	3	1	2	
44	Spectrogram 1	1	45.561	218.693	6400.DSG_RAWD_HMS_ 7_25_ 0__DMY_18_ 2_16.wav	6.7961	3.0019	7	3	2	2	
45	Spectrogram 1	1	35.310	206.164	6401.DSG_RAWD_HMS_ 7_30_ 0__DMY_18_ 2_16.wav	3.0989	0.8234	7	3	2	2	
46	Spectrogram 1	1	36.449	202.746	6401.DSG_RAWD_HMS_ 7_30_ 0__DMY_18_ 2_16.wav	2.1896	4.0779	7	3	2	2	
47	Spectrogram 1	1	36.449	200.468	6401.DSG_RAWD_HMS_ 7_30_ 0__DMY_18_ 2_16.wav	4.1877	6.3991	7	3	1	2	
48	Spectrogram 1	1	37.588	179.966	6405.DSG_RAWD_HMS_ 7_50_ 0__DMY_18_ 2_16.wav	6.1859	0.0544	7	3	1	2	
49	Spectrogram 1	1	37.588	182.244	6405.DSG_RAWD_HMS_ 7_50_ 0__DMY_18_ 2_16.wav	4.1518	6.4796	7	3	1	2	
50	Spectrogram 1	1	42.144	200.468	6406.DSG_RAWD_HMS_ 7_55_ 0__DMY_18_ 2_16.wav	2.8237	2.7577	7	3	2	2	
51	Spectrogram 1	1	29.615	201.607	6407.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_18_ 2_16.wav	3.8527	0.1365	7	3	1	2	
52	Spectrogram 1	1	33.032	203.885	6407.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_18_ 2_16.wav	3.5536	4.1568	7	3	2	2	
53	Spectrogram 1	1	36.449	201.607	6407.DSG_RAWD_HMS_ 8_ 0_ 0__DMY_18_ 2_16.wav	2.5964	7.9975	7	3	1	2	
54	Spectrogram 1	1	37.588	218.693	6408.DSG_RAWD_HMS_ 8_ 5_ 0__DMY_18_ 2_16.wav	6.2337	0.4947	7	3	2	2	
55	Spectrogram 1	1	30.754	200.468	6410.DSG_RAWD_HMS_ 8_15_ 0__DMY_18_ 2_16.wav	5.7312	4.8602	7	3	1	2	
56	Spectrogram 1	1	41.005	195.912	6411.DSG_RAWD_HMS_ 8_20_ 0__DMY_18_ 2_16.wav	3.9006	0.0735	7	3	1	2	
57	Spectrogram 1	1	39.866	197.051	6412.DSG_RAWD_HMS_ 8_25_ 0__DMY_18_ 2_16.wav	10.4932	0.0726	7	3	1	2	
58	Spectrogram 1	1	35.310	194.773	6415.DSG_RAWD_HMS_ 8_40_ 0__DMY_18_ 2_16.wav	3.5775	7.0338	7	3	1	2	
59	Spectrogram 1	1	34.171	193.634	6416.DSG_RAWD_HMS_ 8_45_ 0__DMY_18_ 2_16.wav	2.7998	0.0694	7	3	1	2	
60	Spectrogram 1	1	35.310	238.056	6417.DSG_RAWD_HMS_ 8_50_ 0__DMY_18_ 2_16.wav	4.6783	1.8154	7	3	2	2	
61	Spectrogram 1	1	31.893	189.078	6418.DSG_RAWD_HMS_ 8_55_ 0__DMY_18_ 2_16.wav	2.0221	8.5868	7	3	1	2	
62	Spectrogram 1	1	43.283	193.634	6419.DSG_RAWD_HMS_ 9_ 0_ 0__DMY_18_ 2_16.wav	6.7841	0.0669	7	3	1	2	
63	Spectrogram 1	1	36.449	200.468	6420.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_18_ 2_16.wav	2.1896	0.0901	7	3	1	2	
64	Spectrogram 1	1	34.171	191.356	6420.DSG_RAWD_HMS_ 9_ 5_ 0__DMY_18_ 2_16.wav	5.5278	5.0794	7	3	1	2	
65	Spectrogram 1	1	41.005	205.025	6421.DSG_RAWD_HMS_ 9_10_ 0__DMY_18_ 2_16.wav	5.4440	5.1384	7	3	1	2	
66	Spectrogram 1	1	36.449	206.164	6422.DSG_RAWD_HMS_ 9_15_ 0__DMY_18_ 2_16.wav	10.4932	0.0645	7	3	1	2	
67	Spectrogram 1	1	33.032	206.164	6423.DSG_RAWD_HMS_ 9_20_ 0__DMY_18_ 2_16.wav	6.9397	0.6141	7	3	2	2	
68	Spectrogram 1	1	36.449	199.329	6423.DSG_RAWD_HMS_ 9_20_ 0__DMY_18_ 2_16.wav	1.8665	8.7502	7	3	1	2	
69	Spectrogram 1	1	39.866	200.468	6424.DSG_RAWD_HMS_ 9_25_ 0__DMY_18_ 2_16.wav	10.3138	0.1107	7	3	1	2	
70	Spectrogram 1	1	37.588	206.164	6426.DSG_RAWD_HMS_ 9_35_ 0__DMY_18_ 2_16.wav	2.9194	0.1183	7	3	1	2	
71	Spectrogram 1	1	29.615	199.329	6426.DSG_RAWD_HMS_ 9_35_ 0__DMY_18_ 2_16.wav	4.3193	3.1813	7	3	2	2	
72	Spectrogram 1	1	35.310	209.581	6427.DSG_RAWD_HMS_ 9_40_ 0__DMY_18_ 2_16.wav	3.3263	0.0576	7	3	1	2	
73	Spectrogram 1	1	35.310	214.137	6429.DSG_RAWD_HMS_ 9_50_ 0__DMY_18_ 2_16.wav	9.3566	0.1039	7	3	1	2	
74	Spectrogram 1	1	31.893	215.276	6430.DSG_RAWD_HMS_ 9_55_ 0__DMY_18_ 2_16.wav	5.8269	0.0432	7	3	1	2	
75	Spectrogram 1	1	46.700	250.586	6431.DSG_RAWD_HMS_10_ 0_ 0__DMY_18_ 2_16.wav	5.2885	0.0544	7	3	1	2	
76	Spectrogram 1	1	30.754	220.971	6432.DSG_RAWD_HMS_10_ 5_ 0__DMY_18_ 2_16.wav	4.8817	0.1493	7	3	1	2	
77	Spectrogram 1	1	36.449	195.912	6470.DSG_RAWD_HMS_13_15_ 0__DMY_18_ 2_16.wav	8.1362	2.1855	7	3	2	2	
78	Spectrogram 1	1	41.005	195.912	6471.DSG_RAWD_HMS_13_20_ 0__DMY_18_ 2_16.wav	10.2540	0.1387	7	3	1	2	
79	Spectrogram 1	1	36.449	194.773	6472.DSG_RAWD_HMS_13_25_ 0__DMY_18_ 2_16.wav	7.5738	0.1139	7	3	1	2	
80	Spectrogram 1	1	33.032	191.356	6472.DSG_RAWD_HMS_13_25_ 0__DMY_18_ 2_16.wav	2.7280	7.8552	7	3	1	2	
81	Spectrogram 1	1	37.588	214.137	6473.DSG_RAWD_HMS_13_30_ 0__DMY_18_ 2_16.wav	4.7261	2.8172	7	3	2	2	
82	Spectrogram 1	1	34.171	202.746	6474.DSG_RAWD_HMS_13_35_ 0__DMY_18_ 2_16.wav	1.9742	0.0764	7	3	1	2	
83	Spectrogram 1	1	38.727	198.190	6474.DSG_RAWD_HMS_13_35_ 0__DMY_18_ 2_16.wav	8.3396	2.2301	7	3	1	2	
84	Spectrogram 1	1	26.198	195.912	6475.DSG_RAWD_HMS_13_40_ 0__DMY_18_ 2_16.wav	6.0782	0.1593	7	3	1	2	
85	Spectrogram 1	1	44.422	209.581	6476.DSG_RAWD_HMS_13_45_ 0__DMY_18_ 2_16.wav	3.1228	0.0987	7	3	1	2	
86	Spectrogram 1	1	38.727	207.303	6476.DSG_RAWD_HMS_13_45_ 0__DMY_18_ 2_16.wav	6.0543	4.5018	7	3	1	2	
87	Spectrogram 1	1	37.588	206.164	6477.DSG_RAWD_HMS_13_50_ 0__DMY_18_ 2_16.wav	10.4813	0.0859	7	3	1	2	
88	Spectrogram 1	1	39.866	203.885	6478.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 2_16.wav	1.8546	0.0611	7	3	1	2	
89	Spectrogram 1	1	31.893	207.303	6478.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 2_16.wav	2.5126	5.0385	7	3	2	2	
90	Spectrogram 1	1	31.893	206.164	6478.DSG_RAWD_HMS_13_55_ 0__DMY_18_ 2_16.wav	2.5126	8.0776	7	3	1	2	
91	Spectrogram 1	1	33.032	205.025	6479.DSG_RAWD_HMS_14_ 0_ 0__DMY_18_ 2_16.wav	6.9636	0.0842	7	3	1	2	
92	Spectrogram 1	1	33.032	201.607	6479.DSG_RAWD_HMS_14_ 0_ 0__DMY_18_ 2_16.wav	3.3023	7.2632	7	3	1	2	
93	Spectrogram 1	1	30.754	202.746	6480.DSG_RAWD_HMS_14_ 5_ 0__DMY_18_ 2_16.wav	2.5605	7.7768	7	3	2	2	
94	Spectrogram 1	1	35.310	205.025	6481.DSG_RAWD_HMS_14_10_ 0__DMY_18_ 2_16.wav	4.5347	0.1544	7	3	1	2	
95	Spectrogram 1	1	36.449	216.415	6481.DSG_RAWD_HMS_14_10_ 0__DMY_18_ 2_16.wav	4.9894	5.5864	7	3	1	2	
96	Spectrogram 1	1	36.449	208.442	6482.DSG_RAWD_HMS_14_15_ 0__DMY_18_ 2_16.wav	8.6028	1.7209	7	3	2	2	
97	Spectrogram 1	1	29.615	206.164	6483.DSG_RAWD_HMS_14_20_ 0__DMY_18_ 2_16.wav	9.4164	1.1937	7	3	1	2	
98	Spectrogram 1	1	41.005	203.885	6484.DSG_RAWD_HMS_14_25_ 0__DMY_18_ 2_16.wav	1.8067	0.0921	7	3	1	2	
99	Spectrogram 1	1	30.754	201.607	6484.DSG_RAWD_HMS_14_25_ 0__DMY_18_ 2_16.wav	3.0032	2.0663	7	3	2	2	
100	Spectrogram 1	1	29.615	200.468	6484.DSG_RAWD_HMS_14_25_ 0__DMY_18_ 2_16.wav	1.3999	5.2729	7	3	2	2	
101	Spectrogram 1	1	30.754	200.468	6484.DSG_RAWD_HMS_14_25_ 0__DMY_18_ 2_16.wav	3.6972	6.8762	7	3	1	2	
102	Spectrogram 1	1	41.005	195.912	6485.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 2_16.wav	5.0851	0.1032	7	3	1	2	
103	Spectrogram 1	1	42.144	207.303	6485.DSG_RAWD_HMS_14_30_ 0__DMY_18_ 2_16.wav	4.2476	6.3489	7	3	1	2	
104	Spectrogram 1	1	42.144	200.468	6486.DSG_RAWD_HMS_14_35_ 0__DMY_18_ 2_16.wav	4.5227	0.0784	7	3	1	2	
105	Spectrogram 1	1	30.754	199.329	6486.DSG_RAWD_HMS_14_35_ 0__DMY_18_ 2_16.wav	5.7551	4.8405	7	3	1	2	
106	Spectrogram 1	1	27.337	205.025	6487.DSG_RAWD_HMS_14_40_ 0__DMY_18_ 2_16.wav	10.5052	0.0896	7	3	1	2	
107	Spectrogram 1	1	31.893	199.329	6488.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 2_16.wav	3.3502	0.1127	7	3	1	2	
108	Spectrogram 1	1	35.310	195.912	6488.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 2_16.wav	3.0032	3.7141	7	3	2	2	
109	Spectrogram 1	1	37.588	191.356	6488.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 2_16.wav	1.9622	6.8848	7	3	2	2	
110	Spectrogram 1	1	38.727	189.078	6488.DSG_RAWD_HMS_14_45_ 0__DMY_18_ 2_16.wav	1.5674	9.0266	7	3	1	2	
111	Spectrogram 1	1	31.893	187.939	6489.DSG_RAWD_HMS_14_50_ 0__DMY_18_ 2_16.wav	2.5725	0.0879	7	3	1	2	
112	Spectrogram 1	1	35.310	194.773	6489.DSG_RAWD_HMS_14_50_ 0__DMY_18_ 2_16.wav	7.6815	2.8638	7	3	1	2	
113	Spectrogram 1	1	43.283	191.356	6490.DSG_RAWD_HMS_14_55_ 0__DMY_18_ 2_16.wav	9.9429	0.5897	7	3	1	2	
114	Spectrogram 1	1	31.893	186.800	6491.DSG_RAWD_HMS_15_ 0_ 0__DMY_18_ 2_16.wav	4.1518	0.0624	7	3	1	2	
115	Spectrogram 1	1	35.310	182.244	6491.DSG_RAWD_HMS_15_ 0_ 0__DMY_18_ 2_16.wav	5.5517	5.0039	7	3	1	2	
116	Spectrogram 1	1	43.283	183.383	6492.DSG_RAWD_HMS_15_ 5_ 0__DMY_18_ 2_16.wav	4.5586	0.6000	7	3	2	2	
117	Spectrogram 1	1	34.171	179.966	6492.DSG_RAWD_HMS_15_ 5_ 0__DMY_18_ 2_16.wav	4.6424	5.9483	7	3	1	2	
118	Spectrogram 1	1	30.754	195.912	6493.DSG_RAWD_HMS_15_10_ 0__DMY_18_ 2_16.wav	9.7514	0.8504	7	3	1	2	
119	Spectrogram 1	1	38.727	193.634	6494.DSG_RAWD_HMS_15_15_ 0__DMY_18_ 2_16.wav	4.4031	0.0599	7	3	1	2	
120	Spectrogram 1	1	31.893	193.634	6494.DSG_RAWD_HMS_15_15_ 0__DMY_18_ 2_16.wav	5.9825	4.6305	7	3	1	2	
121	Spectrogram 1	1	30.754	205.025	6496.DSG_RAWD_HMS_15_25_ 0__DMY_18_ 2_16.wav	4.5945	1.1710	7	3	2	2	
122	Spectrogram 1	1	33.032	187.939	6498.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 2_16.wav	5.7551	1.6360	7	3	2	2	
123	Spectrogram 1	1	36.449	186.800	6498.DSG_RAWD_HMS_15_35_ 0__DMY_18_ 2_16.wav	3.0032	7.6184	7	3	1	2	
124	Spectrogram 1	1	34.171	187.939	6499.DSG_RAWD_HMS_15_40_ 0__DMY_18_ 2_16.wav	4.4031	0.4028	7	3	2	2	
125	Spectrogram 1	1	30.754	173.132	6500.DSG_RAWD_HMS_15_45_ 0__DMY_18_ 2_16.wav	5.3124	5.0683	7	3	2	2	
